timestamps,X,Y,Z,IR,RED
272.5632,-0.162132,-0.09808,0.964784,121505,99603
272.61,-0.159129,-0.094076,0.975793,121686,99633
272.6568,-0.163133,-0.096078,0.967786,121811,99666
272.7036,-0.16013,-0.094076,0.957778,121911,99763
272.7504,-0.159129,-0.090073,0.974792,122035,99697
272.7972,-0.155126,-0.091074,0.968787,121156,99155
272.844,-0.165134,-0.094076,0.961781,120206,99071
272.8908,-0.174141,-0.094076,0.974792,120362,99110
272.9376,-0.173141,-0.094076,0.952774,120505,99167
272.9844,-0.155126,-0.085069,0.964784,120744,99279
273.0312,-0.14812,-0.095077,0.974792,120849,99310
273.078,-0.163133,-0.095077,0.963783,120801,99290
273.1248,-0.14812,-0.094076,0.970789,120802,99292
273.1716,-0.156127,-0.097079,0.965785,120921,99356
273.2184,-0.168137,-0.094076,0.952774,121151,99475
273.2652,-0.179146,-0.101082,0.942766,121429,99576
273.312,-0.161131,-0.095077,0.963783,121852,99690
273.3588,-0.166135,-0.095077,0.977794,121914,99733
273.4056,-0.168137,-0.100081,0.965785,122058,99809
273.4524,-0.18415,-0.108088,0.956777,122037,99520
273.4992,-0.168137,-0.103084,0.94777,120700,99031
273.546,-0.161131,-0.100081,0.958779,120166,98976
273.5928,-0.167136,-0.102083,0.956777,120220,99079
273.6396,-0.167136,-0.096078,0.956777,120427,99108
273.6864,-0.17214,-0.097079,0.965785,120529,99144
273.7332,-0.156127,-0.092075,0.957778,120745,99253
273.78,-0.162132,-0.093076,0.95978,120829,99233
273.8268,-0.169137,-0.092075,0.957778,120919,99285
273.8736,-0.170138,-0.100081,0.966785,121016,99394
273.9204,-0.167136,-0.100081,0.9848,121275,99512
273.9672,-0.161131,-0.093076,0.969788,121570,99645
274.014,-0.156127,-0.087071,0.965785,121830,99655
274.0608,-0.161131,-0.097079,0.939764,121894,99721
274.1076,-0.157128,-0.090073,0.995809,121952,99731
274.1544,-0.166135,-0.096078,0.95978,122091,99794
274.2012,-0.167136,-0.093076,0.976794,122253,99829
274.248,-0.164133,-0.097079,0.960781,120277,98994
274.2948,-0.158128,-0.099081,0.960781,120314,98992
274.3416,-0.161131,-0.097079,0.964784,120510,99099
274.3884,-0.157128,-0.095077,0.970789,120638,99208
274.4352,-0.159129,-0.08607,0.97179,120818,99309
274.482,-0.162132,-0.093076,0.976794,120998,99313
274.5288,-0.153124,-0.090073,0.965785,120916,99285
274.5756,-0.155126,-0.092075,0.993808,120916,99327
274.6224,-0.161131,-0.093076,0.980797,120982,99360
274.6692,-0.158128,-0.089072,0.975793,121255,99471
274.716,-0.163133,-0.096078,0.964784,121833,99733
274.7628,-0.152124,-0.094076,0.962782,122010,99694
274.8096,-0.155126,-0.087071,0.968787,122152,99741
274.8564,-0.165134,-0.09808,0.946769,122275,99788
274.9032,-0.168137,-0.100081,0.94777,122213,99611
274.95,-0.162132,-0.096078,0.973791,120888,99072
274.9968,-0.162132,-0.099081,0.969788,120233,98980
275.0436,-0.165134,-0.097079,0.965785,120335,99024
275.0904,-0.162132,-0.095077,0.963783,120546,99152
275.1372,-0.156127,-0.092075,0.97179,120719,99224
275.184,-0.161131,-0.094076,0.963783,121029,99293
275.2308,-0.162132,-0.100081,0.961781,120896,99307
275.2776,-0.166135,-0.096078,0.968787,120984,99371
275.3244,-0.150122,-0.094076,0.973791,121123,99465
275.3712,-0.157128,-0.101082,0.958779,121451,99595
275.418,-0.17214,-0.104085,0.950773,121705,99633
275.4648,-0.161131,-0.094076,0.95978,121859,99713
275.5116,-0.156127,-0.092075,0.97279,122017,99747
275.5584,-0.156127,-0.099081,0.987803,122105,99825
275.6052,-0.169137,-0.104085,0.946769,122269,99842
275.652,-0.164133,-0.096078,0.955777,120293,98973
275.6988,-0.16013,-0.102083,0.958779,120257,99044
275.7456,-0.162132,-0.100081,0.960781,120436,99127
275.7924,-0.166135,-0.099081,0.967786,120598,99179
275.8392,-0.155126,-0.092075,0.989804,120769,99301
275.886,-0.163133,-0.094076,0.969788,120982,99340
275.9328,-0.151123,-0.095077,0.962782,120953,99255
275.9796,-0.177144,-0.101082,0.943767,120919,99292
276.0264,-0.161131,-0.096078,0.957778,120961,99353
276.0732,-0.149121,-0.095077,0.990805,121180,99475
276.12,-0.165134,-0.096078,0.963783,121865,99696
276.1668,-0.146119,-0.099081,0.975793,121990,99727
276.2136,-0.14812,-0.099081,0.965785,122160,99759
276.2604,-0.145118,-0.090073,0.97279,122268,99720
276.3072,-0.161131,-0.09808,0.963783,121464,99192
276.354,-0.143116,-0.095077,0.982799,120405,98968
276.4008,-0.161131,-0.097079,0.958779,120215,98997
276.4476,-0.17214,-0.101082,0.946769,120428,99080
276.4944,-0.162132,-0.101082,0.962782,120523,99151
276.5412,-0.175142,-0.099081,0.944768,120646,99267
276.588,-0.161131,-0.099081,0.961781,120919,99210
276.6348,-0.170138,-0.095077,0.951773,120897,99274
276.6816,-0.159129,-0.089072,0.979796,120995,99362
276.7284,-0.165134,-0.090073,0.988803,121239,99467
276.7752,-0.157128,-0.097079,0.974792,121509,99556
276.822,-0.154125,-0.091074,0.976794,121745,99630
276.8688,-0.163133,-0.099081,0.955777,121879,99694
276.9156,-0.153124,-0.092075,0.961781,122030,99697
276.9624,-0.168137,-0.102083,0.95978,122096,99758
277.0092,-0.167136,-0.096078,0.961781,122191,99828
277.056,-0.161131,-0.09808,0.963783,120380,98920
277.1028,-0.16013,-0.094076,0.962782,120319,98965
277.1496,-0.16013,-0.09808,0.957778,120506,99055
277.1964,-0.166135,-0.099081,0.951773,120663,99127
277.2432,-0.173141,-0.09808,0.982799,120816,99255
277.29,-0.163133,-0.093076,0.965785,120908,99275
277.3368,-0.175142,-0.100081,0.938763,120942,99235
277.3836,-0.162132,-0.104085,0.966785,120879,99230
277.4304,-0.165134,-0.102083,0.952774,120969,99279
277.4772,-0.159129,-0.09808,0.961781,121143,99357
277.524,-0.161131,-0.101082,0.960781,121659,99606
277.5708,-0.156127,-0.096078,0.958779,121783,99666
277.6176,-0.173141,-0.096078,0.965785,121894,99683
277.6644,-0.164133,-0.096078,0.973791,122019,99725
277.7112,-0.168137,-0.096078,0.953775,122029,99616
277.758,-0.170138,-0.097079,0.944768,121108,99109
277.8048,-0.158128,-0.08607,0.97279,120371,98931
277.8516,-0.175142,-0.095077,0.964784,120357,98999
277.8984,-0.166135,-0.095077,0.978795,120497,99154
277.9452,-0.164133,-0.094076,0.961781,120647,99183
277.992,-0.165134,-0.097079,0.961781,120924,99221
278.0388,-0.16013,-0.097079,0.966785,120840,99259
278.0856,-0.174141,-0.101082,0.926753,120842,99304
278.1324,-0.165134,-0.09808,0.951773,121004,99316
278.1792,-0.164133,-0.095077,0.968787,121229,99457
278.226,-0.167136,-0.097079,0.962782,121423,99545
278.2728,-0.158128,-0.096078,0.968787,121568,99586
278.3196,-0.177144,-0.099081,0.94777,121684,99609
278.3664,-0.16013,-0.091074,0.964784,121806,99605
278.4132,-0.150122,-0.096078,0.982799,121851,99530
278.46,-0.163133,-0.097079,0.95978,120280,98942
278.5068,-0.166135,-0.096078,0.952774,120385,99090
278.5536,-0.16013,-0.101082,0.957778,120533,99148
278.6004,-0.163133,-0.097079,0.955777,120652,99144
278.6472,-0.16013,-0.096078,0.976794,120848,99190
278.694,-0.16013,-0.095077,0.962782,120889,99190
278.7408,-0.164133,-0.097079,0.955777,120770,99222
278.7876,-0.165134,-0.097079,0.951773,120797,99265
278.8344,-0.17214,-0.097079,0.955777,120915,99343
278.8812,-0.181147,-0.097079,0.965785,121115,99398
278.928,-0.164133,-0.093076,0.961781,121488,99514
278.9748,-0.165134,-0.095077,0.961781,121577,99570
279.0216,-0.17214,-0.091074,0.938763,121686,99529
279.0684,-0.17214,-0.092075,0.955777,121778,99493
279.1152,-0.171139,-0.097079,0.956777,120987,99083
279.162,-0.16013,-0.099081,0.948771,120309,98900
279.2088,-0.177144,-0.09808,0.939764,120291,98959
279.2556,-0.170138,-0.100081,0.946769,120360,99046
279.3024,-0.150122,-0.088072,0.979796,120444,99086
279.3492,-0.163133,-0.094076,0.963783,120543,99140
279.396,-0.161131,-0.09808,0.961781,120813,99223
279.4428,-0.17214,-0.102083,0.962782,120942,99296
279.4896,-0.161131,-0.097079,0.938763,121108,99366
279.5364,-0.155126,-0.096078,0.981798,121219,99389
279.5832,-0.158128,-0.099081,0.975793,121257,99380
279.63,-0.165134,-0.095077,0.961781,121316,99415
279.6768,-0.162132,-0.101082,0.949772,121402,99446
279.7236,-0.165134,-0.101082,0.944768,121385,99242
279.7704,-0.158128,-0.091074,0.981798,120609,98931
279.8172,-0.165134,-0.095077,0.967786,120268,98895
279.864,-0.16013,-0.097079,0.957778,120436,99073
279.9108,-0.161131,-0.099081,0.962782,120530,99117
279.9576,-0.161131,-0.095077,0.962782,120655,99169
280.0044,-0.175142,-0.099081,0.938763,120669,99087
280.0512,-0.165134,-0.100081,0.946769,120623,99087
280.098,-0.158128,-0.097079,0.961781,120670,99114
280.1448,-0.17214,-0.100081,0.965785,120769,99178
280.1916,-0.169137,-0.097079,0.969788,120904,99271
280.2384,-0.153124,-0.091074,0.983799,121050,99278
280.2852,-0.163133,-0.092075,0.97279,121136,99263
280.332,-0.16013,-0.091074,0.962782,121278,99205
280.3788,-0.157128,-0.093076,0.97179,120595,98960
280.4256,-0.168137,-0.100081,0.961781,120205,98843
280.4724,-0.162132,-0.091074,0.964784,120180,98914
280.5192,-0.159129,-0.090073,0.967786,120358,98925
280.566,-0.163133,-0.094076,0.945768,120335,99004
280.6128,-0.167136,-0.099081,0.946769,120496,99109
280.6596,-0.157128,-0.096078,0.961781,120625,99025
280.7064,-0.163133,-0.097079,0.958779,120616,99047
280.7532,-0.152124,-0.095077,0.960781,120615,99022
280.8,-0.158128,-0.096078,0.956777,120833,99194
280.8468,-0.16013,-0.092075,0.9848,120905,99242
280.8936,-0.155126,-0.091074,0.970789,121111,99268
280.9404,-0.152124,-0.095077,0.958779,121087,99304
280.9872,-0.155126,-0.097079,0.969788,121170,99352
281.034,-0.161131,-0.099081,0.964784,121310,99313
281.0808,-0.164133,-0.099081,0.945768,120959,99019
281.1276,-0.153124,-0.096078,0.964784,120223,98827
281.1744,-0.14712,-0.093076,0.981798,120087,98823
281.2212,-0.162132,-0.100081,0.950773,120157,98885
281.268,-0.165134,-0.094076,0.963783,120365,98993
281.3148,-0.174141,-0.093076,0.963783,120509,98948
281.3616,-0.164133,-0.092075,0.973791,120521,98961
281.4084,-0.154125,-0.095077,0.956777,120522,98982
281.4552,-0.152124,-0.092075,0.952774,120525,99095
281.502,-0.154125,-0.100081,0.978795,120700,99055
281.5488,-0.168137,-0.102083,0.938763,120783,99159
281.5956,-0.16013,-0.100081,0.97279,120898,99259
281.6424,-0.162132,-0.102083,0.967786,121011,99249
281.6892,-0.161131,-0.094076,0.965785,121069,99299
281.736,-0.168137,-0.094076,0.957778,121287,99256
281.7828,-0.180146,-0.103084,0.956777,120824,98930
281.8296,-0.165134,-0.099081,0.957778,120168,98823
281.8764,-0.161131,-0.093076,0.967786,120098,98839
281.9232,-0.154125,-0.102083,0.940764,120115,98879
281.97,-0.171139,-0.100081,0.925752,120259,98938
282.0168,-0.161131,-0.09808,0.949772,120361,98908
282.0636,-0.162132,-0.093076,0.962782,120443,99039
282.1104,-0.159129,-0.094076,0.974792,120485,99024
282.1572,-0.166135,-0.102083,0.97179,120469,99021
282.204,-0.163133,-0.097079,0.960781,120676,99133
282.2508,-0.16013,-0.09808,0.969788,120813,99193
282.2976,-0.16013,-0.09808,0.963783,121012,99188
282.3444,-0.146119,-0.090073,0.970789,121050,99249
282.3912,-0.159129,-0.093076,0.961781,121165,99280
282.438,-0.16013,-0.096078,0.963783,121139,99308
282.4848,-0.164133,-0.100081,0.973791,121287,99376
282.5316,-0.167136,-0.09808,0.944768,121421,99366
282.5784,-0.159129,-0.097079,0.950773,121173,98983
282.6252,-0.165134,-0.100081,0.958779,120262,98856
282.672,-0.166135,-0.099081,0.961781,120243,98931
282.7188,-0.162132,-0.095077,0.980797,120337,98988
282.7656,-0.168137,-0.094076,0.963783,120450,99062
282.8124,-0.157128,-0.087071,0.968787,120568,99070
282.8592,-0.165134,-0.094076,0.963783,120555,99031
282.906,-0.151123,-0.091074,0.977794,120575,99009
282.9528,-0.164133,-0.096078,0.956777,120569,99095
282.9996,-0.169137,-0.091074,0.966785,120700,99164
283.0464,-0.156127,-0.092075,0.986802,120923,99202
283.0932,-0.157128,-0.094076,0.969788,121048,99281
283.14,-0.161131,-0.101082,0.957778,121278,99348
283.1868,-0.166135,-0.099081,0.965785,121347,99431
283.2336,-0.152124,-0.095077,0.994808,121502,99420
283.2804,-0.171139,-0.09808,0.976794,121126,99096
283.3272,-0.176143,-0.100081,0.974792,120355,98813
283.374,-0.173141,-0.097079,0.968787,120187,98864
283.4208,-0.170138,-0.100081,0.943767,120224,98958
283.4676,-0.163133,-0.103084,0.951773,120376,99018
283.5144,-0.177144,-0.104085,0.931757,120453,99092
283.5612,-0.169137,-0.101082,0.932758,120646,99070
283.608,-0.166135,-0.100081,0.960781,120637,99129
283.6548,-0.159129,-0.099081,0.960781,120815,99152
283.7016,-0.14812,-0.092075,0.965785,120980,99261
283.7484,-0.164133,-0.09808,0.964784,121132,99319
283.7952,-0.157128,-0.093076,0.970789,121236,99395
283.842,-0.154125,-0.090073,0.960781,121353,99409
283.8888,-0.166135,-0.097079,0.951773,121478,99419
283.9356,-0.163133,-0.099081,0.954776,121526,99509
283.9824,-0.179146,-0.100081,0.95978,121577,99371
284.0292,-0.171139,-0.096078,0.960781,120703,98990
284.076,-0.167136,-0.097079,0.95978,120419,98980
284.1228,-0.162132,-0.094076,0.980797,120456,99040
284.1696,-0.150122,-0.095077,0.981798,120618,99075
284.2164,-0.156127,-0.096078,0.964784,120694,99123
284.2632,-0.156127,-0.090073,0.980797,120711,99127
284.31,-0.174141,-0.09808,0.950773,120725,99114
284.3568,-0.165134,-0.093076,0.978795,120770,99182
284.4036,-0.167136,-0.097079,0.963783,120933,99319
284.4504,-0.158128,-0.093076,0.962782,121095,99367
284.4972,-0.167136,-0.095077,0.956777,121297,99427
284.544,-0.162132,-0.094076,0.960781,121583,99543
284.5908,-0.153124,-0.093076,0.966785,121631,99558
284.6376,-0.158128,-0.095077,0.979796,121791,99593
284.6844,-0.186151,-0.09808,0.956777,121396,99190
284.7312,-0.162132,-0.097079,0.953775,120416,98961
284.778,-0.157128,-0.093076,0.969788,120242,98982
284.8248,-0.158128,-0.096078,0.968787,120328,99023
284.8716,-0.167136,-0.097079,0.961781,120463,99079
284.9184,-0.167136,-0.095077,0.945768,120600,99117
284.9652,-0.162132,-0.094076,0.964784,120720,99198
285.012,-0.163133,-0.095077,0.962782,120770,99250
285.0588,-0.165134,-0.092075,0.965785,120884,99272
285.1056,-0.151123,-0.093076,0.957778,121057,99383
285.1524,-0.161131,-0.097079,0.953775,121261,99462
285.1992,-0.166135,-0.097079,0.977794,121458,99541
285.246,-0.171139,-0.099081,0.954776,121595,99576
285.2928,-0.166135,-0.100081,0.964784,121730,99622
285.3396,-0.143116,-0.09808,0.982799,121805,99631
285.3864,-0.159129,-0.09808,0.958779,121887,99685
285.4332,-0.155126,-0.09808,0.968787,122072,99716
285.48,-0.16013,-0.095077,0.962782,120315,99025
285.5268,-0.159129,-0.095077,0.956777,120470,99068
285.5736,-0.155126,-0.099081,0.955777,120678,99133
285.6204,-0.181147,-0.102083,0.944768,120740,99233
285.6672,-0.177144,-0.095077,0.95978,120927,99301
285.714,-0.158128,-0.095077,0.957778,120989,99262
285.7608,-0.173141,-0.093076,0.978795,120966,99238
285.8076,-0.158128,-0.099081,0.963783,120940,99281
285.8544,-0.17214,-0.097079,0.950773,121051,99377
285.9012,-0.163133,-0.091074,0.988803,121338,99458
285.948,-0.164133,-0.096078,0.958779,121834,99636
285.9948,-0.158128,-0.094076,0.942766,121978,99650
286.0416,-0.166135,-0.100081,0.939764,122052,99665
286.0884,-0.154125,-0.095077,0.97179,122211,99740
286.1352,-0.161131,-0.097079,0.968787,122077,99487
286.182,-0.171139,-0.09808,0.955777,120849,99010
286.2288,-0.170138,-0.101082,0.962782,120394,98968
286.2756,-0.174141,-0.097079,0.958779,120468,99105
286.3224,-0.167136,-0.097079,0.941765,120658,99176
286.3692,-0.159129,-0.096078,0.950773,120816,99242
286.416,-0.165134,-0.09808,0.95978,121119,99319
286.4628,-0.173141,-0.100081,0.956777,121032,99341
286.5096,-0.166135,-0.097079,0.95978,121069,99352
286.5564,-0.156127,-0.094076,0.974792,121242,99440
286.6032,-0.180146,-0.099081,0.946769,121442,99554
286.65,-0.173141,-0.099081,0.962782,121689,99632
286.6968,-0.162132,-0.094076,0.956777,121873,99697
286.7436,-0.155126,-0.095077,0.970789,122034,99718
286.7904,-0.161131,-0.096078,0.961781,122150,99763
286.8372,-0.156127,-0.096078,0.977794,122288,99754
286.884,-0.161131,-0.095077,0.962782,120454,99050
286.9308,-0.164133,-0.099081,0.960781,120434,99033
286.9776,-0.146119,-0.091074,0.961781,120553,99172
287.0244,-0.149121,-0.095077,0.981798,120737,99199
287.0712,-0.159129,-0.096078,0.964784,120880,99313
287.118,-0.167136,-0.094076,0.97179,121049,99350
287.1648,-0.171139,-0.100081,0.94777,121015,99342
287.2116,-0.176143,-0.100081,0.956777,121027,99281
287.2584,-0.171139,-0.09808,0.948771,121104,99326
287.3052,-0.153124,-0.090073,0.974792,121291,99413
287.352,-0.163133,-0.101082,0.963783,121795,99649
287.3988,-0.162132,-0.100081,0.957778,121976,99677
287.4456,-0.164133,-0.099081,0.968787,122085,99710
287.4924,-0.158128,-0.101082,0.95978,122149,99782
287.5392,-0.162132,-0.099081,0.985801,122228,99726
287.586,-0.177144,-0.103084,0.949772,121223,99142
287.6328,-0.171139,-0.099081,0.932758,120494,98966
287.6796,-0.164133,-0.100081,0.954776,120349,99072
287.7264,-0.17214,-0.105085,0.970789,120523,99170
287.7732,-0.165134,-0.102083,0.975793,120725,99255
287.82,-0.161131,-0.097079,0.964784,120958,99301
287.8668,-0.162132,-0.097079,0.948771,120998,99286
287.9136,-0.137111,-0.09808,0.969788,121031,99409
287.9604,-0.14712,-0.101082,0.952774,121202,99465
288.0072,-0.159129,-0.094076,0.963783,121425,99519
288.054,-0.162132,-0.095077,0.970789,121680,99629
288.1008,-0.155126,-0.094076,0.977794,121796,99699
288.1476,-0.159129,-0.094076,0.960781,121931,99731
288.1944,-0.16013,-0.094076,0.956777,122039,99751
288.2412,-0.169137,-0.102083,0.964784,122118,99810
288.288,-0.161131,-0.094076,0.962782,120445,99014
288.3348,-0.167136,-0.09808,0.960781,120511,99101
288.3816,-0.157128,-0.094076,0.961781,120633,99145
288.4284,-0.16013,-0.092075,0.963783,120822,99228
288.4752,-0.157128,-0.097079,0.94777,120869,99335
288.522,-0.159129,-0.091074,0.967786,121051,99377
288.5688,-0.167136,-0.096078,0.955777,121029,99270
288.6156,-0.164133,-0.092075,0.967786,120949,99295
288.6624,-0.164133,-0.093076,0.954776,121104,99380
288.7092,-0.161131,-0.094076,0.97279,121223,99501
288.756,-0.162132,-0.095077,0.965785,121754,99616
288.8028,-0.17214,-0.096078,0.953775,121805,99693
288.8496,-0.161131,-0.092075,0.97279,121918,99733
288.8964,-0.169137,-0.100081,0.943767,122005,99757
288.9432,-0.178145,-0.100081,0.943767,121917,99349
288.99,-0.157128,-0.09808,0.930756,120777,99041
289.0368,-0.16013,-0.099081,0.941765,120450,99069
289.0836,-0.164133,-0.094076,0.95978,120546,99150
289.1304,-0.161131,-0.094076,0.979796,120699,99223
289.1772,-0.157128,-0.095077,0.978795,120849,99278
289.224,-0.166135,-0.097079,0.962782,121022,99260
289.2708,-0.154125,-0.094076,0.977794,120993,99287
289.3176,-0.157128,-0.09808,0.958779,121009,99397
289.3644,-0.169137,-0.09808,0.961781,121189,99467
289.4112,-0.167136,-0.101082,0.944768,121408,99486
289.458,-0.165134,-0.09808,0.946769,121541,99605
289.5048,-0.163133,-0.097079,0.964784,121668,99643
289.5516,-0.166135,-0.095077,0.961781,121849,99689
289.5984,-0.170138,-0.095077,0.954776,121883,99652
289.6452,-0.173141,-0.096078,0.943767,121398,99176
289.692,-0.163133,-0.095077,0.962782,120541,99140
289.7388,-0.159129,-0.093076,0.964784,120636,99227
289.7856,-0.14712,-0.091074,0.965785,120773,99282
289.8324,-0.159129,-0.099081,0.951773,120951,99260
289.8792,-0.174141,-0.105085,0.965785,120966,99234
289.926,-0.168137,-0.102083,0.953775,120898,99209
289.9728,-0.163133,-0.09808,0.979796,120910,99317
290.0196,-0.176143,-0.106086,0.941765,121002,99390
290.0664,-0.167136,-0.101082,0.94777,121207,99456
290.1132,-0.165134,-0.101082,0.943767,121393,99505
290.16,-0.16013,-0.096078,0.961781,121694,99660
290.2068,-0.165134,-0.097079,0.964784,121727,99380
290.2536,-0.163133,-0.094076,0.955777,120787,99055
290.3004,-0.153124,-0.095077,0.980797,120288,98996
290.3472,-0.164133,-0.106086,0.946769,120287,99040
290.394,-0.168137,-0.100081,0.945768,120384,99070
290.4408,-0.17214,-0.100081,0.941765,120458,99147
290.4876,-0.174141,-0.104085,0.937762,120602,99206
290.5344,-0.165134,-0.09808,0.954776,120712,99143
290.5812,-0.153124,-0.095077,0.977794,120714,99158
290.628,-0.163133,-0.097079,0.960781,120803,99262
290.6748,-0.165134,-0.097079,0.95978,120941,99364
290.7216,-0.151123,-0.093076,0.963783,121088,99407
290.7684,-0.163133,-0.097079,0.967786,121200,99404
290.8152,-0.159129,-0.096078,0.957778,121277,99471
290.862,-0.166135,-0.095077,0.945768,121374,99494
290.9088,-0.17214,-0.102083,0.942766,121456,99476
290.9556,-0.159129,-0.09808,0.974792,121087,99147
291.0024,-0.166135,-0.097079,0.958779,120324,98903
291.0492,-0.162132,-0.097079,0.965785,120090,98947
291.096,-0.165134,-0.094076,0.963783,120372,99051
291.1428,-0.181147,-0.09808,0.948771,120459,99082
291.1896,-0.158128,-0.094076,0.956777,120551,99099
291.2364,-0.164133,-0.088072,0.970789,120505,99090
291.2832,-0.159129,-0.089072,0.969788,120523,99064
291.33,-0.161131,-0.092075,0.975793,120537,99147
291.3768,-0.154125,-0.090073,0.982799,120747,99180
291.4236,-0.156127,-0.089072,0.974792,120880,99269
291.4704,-0.163133,-0.097079,0.943767,121027,99310
291.5172,-0.166135,-0.096078,0.960781,121039,99348
291.564,-0.167136,-0.096078,0.957778,121258,99413
291.6108,-0.161131,-0.09808,0.958779,121270,99338
291.6576,-0.162132,-0.09808,0.975793,120642,99012
291.7044,-0.161131,-0.09808,0.979796,120109,98906
291.7512,-0.165134,-0.100081,0.967786,120072,98936
291.798,-0.156127,-0.100081,0.970789,120190,98924
291.8448,-0.152124,-0.092075,0.95978,120282,98978
291.8916,-0.168137,-0.099081,0.944768,120312,99052
291.9384,-0.166135,-0.100081,0.945768,120463,99098
291.9852,-0.17214,-0.101082,0.942766,120435,99062
292.032,-0.164133,-0.097079,0.960781,120516,99133
292.0788,-0.164133,-0.094076,0.957778,120659,99202
292.1256,-0.166135,-0.093076,0.960781,120829,99282
292.1724,-0.163133,-0.096078,0.988803,120926,99296
292.2192,-0.177144,-0.105085,0.983799,120995,99309
292.266,-0.177144,-0.105085,0.969788,121045,99302
292.3128,-0.169137,-0.094076,0.969788,121175,99302
292.3596,-0.179146,-0.103084,0.944768,121102,99158
292.4064,-0.169137,-0.094076,0.941765,120375,98899
292.4532,-0.159129,-0.095077,0.955777,119999,98836
292.5,-0.161131,-0.095077,0.956777,120140,98964
292.5468,-0.165134,-0.095077,0.958779,120238,99018
292.5936,-0.166135,-0.08607,0.960781,120385,99015
292.6404,-0.17214,-0.095077,0.950773,120427,98941
292.6872,-0.183149,-0.09808,0.942766,120395,98958
292.734,-0.171139,-0.092075,0.95978,120420,99010
292.7808,-0.174141,-0.094076,0.956777,120507,99137
292.8276,-0.168137,-0.095077,0.965785,120646,99178
292.8744,-0.167136,-0.099081,0.951773,120798,99179
292.9212,-0.168137,-0.102083,0.930756,120902,99250
292.968,-0.163133,-0.100081,0.960781,121081,99343
293.0148,-0.158128,-0.09808,0.968787,121116,99177
293.0616,-0.153124,-0.095077,0.991806,120358,98848
293.1084,-0.155126,-0.095077,0.978795,119976,98782
293.1552,-0.157128,-0.093076,0.978795,119978,98769
293.202,-0.156127,-0.094076,0.969788,120016,98865
293.2488,-0.153124,-0.093076,0.967786,120114,98929
293.2956,-0.145118,-0.090073,0.989804,120203,98957
293.3424,-0.166135,-0.09808,0.963783,120322,98957
293.3892,-0.166135,-0.090073,0.961781,120275,98953
293.436,-0.167136,-0.097079,0.957778,120419,98981
293.4828,-0.166135,-0.100081,0.948771,120610,99088
293.5296,-0.171139,-0.104085,0.927754,120706,99184
293.5764,-0.164133,-0.097079,0.94777,120901,99190
293.6232,-0.165134,-0.092075,0.957778,120911,99235
293.67,-0.162132,-0.093076,0.943767,121004,99284
293.7168,-0.157128,-0.09808,0.951773,121101,99259
293.7636,-0.163133,-0.093076,0.961781,121159,99306
293.8104,-0.151123,-0.091074,0.989804,121272,99154
293.8572,-0.14712,-0.085069,0.986802,120370,98845
293.904,-0.161131,-0.09808,0.958779,120150,98827
293.9508,-0.164133,-0.092075,0.97179,120154,98891
293.9976,-0.169137,-0.100081,0.953775,120237,98953
294.0444,-0.170138,-0.101082,0.948771,120322,98973
294.0912,-0.167136,-0.09808,0.961781,120411,98954
294.138,-0.165134,-0.097079,0.965785,120362,98988
294.1848,-0.155126,-0.097079,0.966785,120446,99041
294.2316,-0.163133,-0.094076,0.963783,120614,99066
294.2784,-0.178145,-0.100081,0.941765,120797,99161
294.3252,-0.156127,-0.09808,0.963783,120895,99224
294.372,-0.165134,-0.094076,0.95978,121176,99236
294.4188,-0.157128,-0.092075,0.944768,121251,99300
294.4656,-0.158128,-0.090073,0.933759,121279,99378
294.5124,-0.158128,-0.089072,0.966785,121454,99465
294.5592,-0.16013,-0.096078,0.958779,121354,99070
294.606,-0.157128,-0.097079,0.967786,120395,98847
294.6528,-0.155126,-0.093076,0.992807,120175,98847
294.6996,-0.159129,-0.093076,0.993808,120175,98909
294.7464,-0.169137,-0.095077,0.961781,120384,98965
294.7932,-0.180146,-0.099081,0.948771,120441,98959
294.84,-0.166135,-0.097079,0.962782,120613,99043
294.8868,-0.157128,-0.103084,0.954776,120631,99009
294.9336,-0.154125,-0.096078,0.989804,120697,99101
294.9804,-0.154125,-0.094076,0.969788,120799,99213
295.0272,-0.159129,-0.091074,0.976794,120963,99240
295.074,-0.164133,-0.095077,0.957778,121118,99271
295.1208,-0.166135,-0.094076,0.962782,121262,99291
295.1676,-0.18415,-0.096078,0.933759,121339,99356
295.2144,-0.16013,-0.088072,0.968787,121360,99411
295.2612,-0.168137,-0.097079,0.958779,121476,99468
295.308,-0.165134,-0.099081,0.95978,120657,98907
295.3548,-0.156127,-0.093076,0.968787,120339,98860
295.4016,-0.164133,-0.097079,0.956777,120338,98984
295.4484,-0.171139,-0.101082,0.955777,120475,99057
295.4952,-0.180146,-0.101082,0.969788,120574,99005
295.542,-0.141115,-0.095077,0.958779,120657,99128
295.5888,-0.152124,-0.096078,0.956777,120751,99129
295.6356,-0.167136,-0.093076,0.956777,120757,99150
295.6824,-0.166135,-0.096078,0.951773,120774,99112
295.7292,-0.164133,-0.096078,0.963783,120901,99203
295.776,-0.161131,-0.097079,0.965785,121315,99378
295.8228,-0.156127,-0.095077,0.953775,121411,99423
295.8696,-0.164133,-0.099081,0.94777,121508,99486
295.9164,-0.150122,-0.092075,0.974792,121618,99512
295.9632,-0.152124,-0.092075,0.960781,121732,99476
296.01,-0.149121,-0.090073,0.973791,121163,99098
