timestamps,IR,RED
159.822,123071,99877
159.8688,123154,99891
159.9156,122593,99429
159.9624,121663,99212
160.0092,121476,99220
160.056,121824,99364
160.1028,121959,99444
160.1496,122082,99491
160.1964,122059,99426
160.2432,122039,99439
160.29,122123,99514
160.3368,122322,99585
160.3836,122558,99631
160.4304,122764,99738
160.4772,122817,99773
160.524,123103,99907
160.5708,123226,99801
160.6176,122353,99272
160.6644,121583,99120
160.7112,121534,99202
160.758,121640,99283
160.8048,121804,99288
160.8516,121848,99391
160.8984,121970,99437
160.9452,122003,99403
160.992,122139,99525
161.0388,122387,99560
161.0856,122627,99641
161.1324,122789,99703
161.1792,122837,99740
161.226,122875,99781
161.2728,122978,99839
161.3196,123160,99905
161.3664,122778,99485
161.4132,121694,99149
161.46,121700,99286
161.5068,121848,99306
161.5536,121906,99389
161.6004,121961,99393
161.6472,121893,99375
161.694,121931,99419
161.7408,122048,99411
161.7876,122235,99513
161.8344,122334,99578
161.8812,122492,99625
161.928,122670,99703
161.9748,122768,99696
162.0216,122649,99513
162.0684,121747,99156
162.1152,121370,99062
162.162,121306,99129
162.2088,121458,99200
162.2556,121580,99266
162.3024,121693,99314
162.3492,121773,99246
162.396,121636,99247
162.4428,121769,99251
162.4896,121906,99329
162.5364,121978,99411
162.5832,122090,99358
162.63,122153,99400
162.6768,122174,99471
162.7236,122060,99198
162.7704,121429,98967
162.8172,121092,98965
162.864,121263,99095
162.9108,121311,99118
162.9576,121480,99096
163.0044,121443,99072
163.0512,121385,99088
163.098,121431,99097
163.1448,121545,99173
163.1916,121677,99233
163.2384,121806,99260
163.2852,121922,99348
163.332,121820,99109
163.3788,121110,98910
163.4256,120863,98885
163.4724,120965,98973
163.5192,121075,99025
163.566,121137,99008
163.6128,121259,99096
163.6596,121287,99044
163.7064,121233,99047
163.7532,121245,99076
163.8,121342,99010
163.8468,121227,99025
163.8936,121217,99054
163.9404,121360,99147
163.9872,121720,99327
164.034,122127,99443
164.0808,122297,99197
164.1276,121215,98875
164.1744,120799,98837
164.2212,120901,98840
164.268,121286,99052
164.3148,121502,99084
164.3616,121420,99095
164.4084,121421,99102
164.4552,121484,99171
164.502,121684,99239
164.5488,121886,99322
164.5956,122038,99387
164.6424,122240,99465
164.6892,122410,99490
164.736,122712,99639
164.7828,122796,99531
164.8296,121722,99031
164.8764,121090,98939
164.9232,121113,98977
164.97,121319,99055
165.0168,121405,99108
165.0636,121563,99196
165.1104,121748,99221
165.1572,121715,99213
165.204,122235,99402
165.2508,122459,99511
165.2976,122699,99611
165.3444,122820,99696
165.3912,122956,99748
165.438,123092,99761
165.4848,122692,99224
165.5316,121498,98941
165.5784,121246,98995
165.6252,121329,99107
165.672,121803,99285
165.7188,122009,99283
165.7656,121973,99238
165.8124,121838,99288
165.8592,121965,99300
165.906,122086,99449
165.9528,122346,99534
165.9996,122557,99558
166.0464,122710,99636
166.0932,122821,99699
166.14,122154,99174
166.1868,121317,99014
166.2336,121280,99077
166.2804,121533,99202
166.3272,121681,99233
166.374,121819,99291
166.4208,121942,99344
166.4676,121947,99319
166.5144,121881,99310
166.5612,121968,99324
166.608,122406,99542
166.6548,122576,99577
166.7016,122702,99678
166.7484,122879,99672
166.7952,122623,99368
166.842,121635,99036
166.8888,121284,99055
166.9356,121401,99150
166.9824,121619,99186
167.0292,121751,99257
167.076,121927,99296
167.1228,121882,99336
167.1696,121930,99355
167.2164,122122,99364
167.2632,122259,99482
167.31,122469,99576
167.3568,122575,99606
167.4036,122694,99632
167.4504,122839,99629
167.4972,122816,99500
167.544,121406,99121
167.5908,121584,99170
167.6376,121667,99228
167.6844,121793,99298
167.7312,121828,99277
167.778,121880,99251
167.8248,121847,99251
167.8716,121870,99321
167.9184,122058,99418
167.9652,122224,99494
168.012,122561,99544
168.0588,122603,99612
168.1056,122738,99674
168.1524,122595,99358
168.1992,121644,99043
168.246,121367,99054
168.2928,121441,99148
168.3396,121614,99248
168.3864,121715,99276
168.4332,121880,99361
168.48,121877,99290
168.5268,121913,99320
168.5736,122124,99381
168.6204,122286,99507
168.6672,122464,99609
168.714,122622,99656
168.7608,122740,99650
168.8076,122817,99682
168.8544,122939,99708
168.9012,122817,99444
168.948,121476,99141
168.9948,121597,99243
169.0416,121750,99325
169.0884,121936,99376
169.1352,122089,99378
169.182,122096,99300
169.2288,122012,99325
169.2756,122055,99375
169.3224,122139,99468
169.3692,122377,99550
169.416,122847,99703
169.4628,122899,99731
169.5096,122880,99506
169.5564,121889,99198
169.6032,121578,99075
169.65,121679,99167
169.6968,121826,99301
169.7436,121968,99358
169.7904,122130,99472
169.8372,122226,99396
169.884,122163,99436
169.9308,122274,99522
169.9776,122516,99603
170.0244,122676,99642
170.0712,122871,99666
170.118,122949,99750
170.1648,123070,99792
170.2116,122646,99355
170.2584,121769,99121
170.3052,121615,99137
170.352,122068,99373
170.3988,122150,99461
170.4456,122209,99442
170.4924,122120,99394
170.5392,122125,99438
170.586,122324,99509
170.6328,122483,99586
170.6796,122700,99641
170.7264,122783,99721
170.7732,122925,99758
170.82,123146,99788
170.8668,122582,99292
170.9136,121713,99167
170.9604,121579,99218
171.0072,121745,99314
171.054,121882,99304
171.1008,121950,99347
171.1476,122083,99401
171.1944,122080,99383
171.2412,122016,99392
171.288,122328,99557
171.3348,122546,99581
171.3816,122733,99686
171.4284,122819,99717
171.4752,122862,99735
171.522,122973,99771
171.5688,123117,99794
171.6156,123140,99757
171.6624,122269,99287
171.7092,121611,99162
171.756,121897,99289
171.8028,122001,99380
171.8496,122062,99444
171.8964,122108,99464
171.9432,122118,99409
171.99,122081,99442
172.0368,122200,99521
172.0836,122451,99554
172.1304,122679,99642
172.1772,122837,99724
172.224,123004,99785
172.2708,123078,99896
172.3176,123316,99879
172.3644,122731,99435
172.4112,121807,99160
172.458,121629,99203
172.5048,121791,99353
172.5516,121953,99372
172.5984,122009,99438
172.6452,122230,99469
172.692,122094,99450
172.7388,122234,99504
172.7856,122408,99659
172.8324,122623,99672
172.8792,122795,99790
172.926,122919,99822
172.9728,122991,99854
173.0196,123074,99821
173.0664,123200,99868
173.1132,122993,99562
173.16,121618,99250
173.2068,121830,99320
173.2536,121976,99383
173.3004,122012,99467
173.3472,122208,99497
173.394,122145,99457
173.4408,122125,99472
173.4876,122186,99516
173.5344,122393,99547
173.5812,122637,99640
173.628,122978,99846
173.6748,123087,99801
173.7216,123133,99916
173.7684,123252,99934
173.8152,122897,99485
173.862,121813,99244
173.9088,121553,99268
173.9556,121693,99333
174.0024,121876,99353
174.0492,121923,99416
174.096,122114,99460
174.1428,122017,99460
174.1896,122103,99522
174.2364,122317,99563
174.2832,122610,99667
174.33,122721,99787
174.3768,122929,99866
174.4236,123024,99862
174.4704,123045,99870
174.5172,123146,99936
174.564,122091,99282
174.6108,121584,99243
174.6576,121665,99302
174.7044,121809,99381
174.7512,121912,99429
174.798,122102,99487
174.8448,122202,99473
174.8916,122071,99470
174.9384,122101,99535
174.9852,122248,99501
175.032,122747,99810
175.0788,122921,99828
175.1256,123018,99840
175.1724,123120,99830
175.2192,123206,99880
175.266,123339,99920
175.3128,122910,99459
175.3596,121826,99231
175.4064,121546,99246
175.4532,121669,99335
175.5,122029,99461
175.5468,122171,99516
175.5936,122107,99461
175.6404,122064,99464
175.6872,122161,99577
175.734,122349,99652
175.7808,122576,99730
175.8276,122698,99790
175.8744,122865,99854
175.9212,122988,99865
175.968,122726,99453
176.0148,121707,99219
176.0616,121471,99259
176.1084,121602,99331
176.1552,121743,99405
176.202,121839,99441
176.2488,122000,99516
176.2956,122044,99433
176.3424,121914,99434
176.3892,121948,99468
176.436,122551,99659
176.4828,122658,99752
176.5296,122709,99781
176.5764,122816,99823
176.6232,122989,99815
176.67,123035,99673
176.7168,122046,99287
176.7636,121394,99175
176.8104,121374,99243
176.8572,121541,99326
176.904,121800,99399
176.9508,121883,99351
176.9976,121782,99378
177.0444,121833,99417
177.0912,121966,99489
177.138,122154,99575
177.1848,122353,99629
177.2316,122535,99653
177.2784,122652,99696
177.3252,122712,99716
177.372,122985,99856
177.4188,122415,99410
177.4656,121486,99183
177.5124,121293,99174
177.5592,121495,99219
177.606,121612,99288
177.6528,121645,99380
177.6996,121814,99453
177.7464,121830,99428
177.7932,121794,99356
177.84,122081,99508
177.8868,122309,99586
177.9336,122452,99706
177.9804,122584,99775
178.0272,122650,99792
178.074,122717,99779
178.1208,122837,99839
178.1676,122951,99814
178.2144,122229,99315
178.2612,121414,99184
178.308,121452,99290
178.3548,121598,99312
178.4016,121701,99403
178.4484,121774,99417
178.4952,121753,99345
178.542,121714,99385
178.5888,121805,99460
178.6356,122024,99547
178.6824,122186,99648
178.7292,122387,99627
178.776,122588,99795
178.8228,122782,99772
178.8696,122335,99446
178.9164,121464,99196
178.9632,121239,99123
179.01,121237,99217
179.0568,121383,99247
179.1036,121521,99304
179.1504,121628,99376
179.1972,121663,99371
179.244,121845,99399
179.2908,122043,99542
179.3376,122246,99639
179.3844,122381,99692
179.4312,122467,99697
179.478,122557,99726
179.5248,122597,99786
179.5716,122761,99763
179.6184,122161,99329
179.6652,121235,99126
179.712,121287,99218
179.7588,121339,99276
179.8056,121491,99334
179.8524,121578,99321
179.8992,121589,99300
179.946,121573,99344
179.9928,121683,99444
180.0396,121844,99496
180.0864,122056,99565
180.1332,122217,99570
180.18,122443,99731
180.2268,122548,99744
180.2736,122705,99773
180.3204,122613,99514
180.3672,121462,99169
180.414,121075,99154
180.4608,121150,99214
180.5076,121296,99256
180.5544,121399,99247
180.6012,121486,99374
180.648,121547,99374
180.6948,121735,99399
180.7416,121886,99540
180.7884,122101,99618
180.8352,122276,99645
180.882,122421,99705
180.9288,122517,99761
180.9756,122597,99815
181.0224,122729,99792
181.0692,122871,99904
181.116,121203,99173
181.1628,121183,99182
181.2096,121295,99222
181.2564,121465,99266
181.3032,121511,99378
181.35,121672,99353
181.3968,121709,99315
181.4436,121688,99343
181.4904,121747,99472
181.5372,121910,99561
181.584,122378,99687
181.6308,122449,99716
181.6776,122563,99758
181.7244,122664,99785
181.7712,122781,99845
181.818,122523,99484
181.8648,121449,99170
181.9116,121107,99187
181.9584,121287,99182
182.0052,121376,99283
182.052,121721,99369
182.0988,121743,99356
182.1456,121713,99371
182.1924,121746,99476
182.2392,122001,99522
182.286,122215,99623
182.3328,122371,99737
182.3796,122527,99745
182.4264,122630,99763
182.4732,122751,99847
182.52,121701,99259
182.5668,121159,99126
182.6136,121183,99192
182.6604,121329,99281
182.7072,121410,99303
182.754,121547,99386
182.8008,121693,99384
182.8476,121698,99375
182.8944,121660,99425
182.9412,121761,99460
182.988,122369,99733
183.0348,122534,99730
183.0816,122585,99775
183.1284,122705,99865
183.1752,122825,99874
183.222,122561,99469
183.2688,121422,99193
183.3156,121093,99088
183.3624,121213,99146
183.4092,121361,99224
183.456,121613,99380
183.5028,121628,99337
183.5496,121622,99330
183.5964,121669,99410
183.6432,121846,99446
183.69,122109,99557
183.7368,122323,99663
183.7836,122432,99703
183.8304,122559,99793
183.8772,122635,99778
183.924,122539,99412
183.9708,121448,99105
184.0176,121057,99167
184.0644,121197,99212
184.1112,121369,99297
184.158,121445,99362
184.2048,121621,99396
184.2516,121692,99354
184.2984,121563,99353
184.3452,121619,99427
184.392,122201,99624
184.4388,122415,99641
184.4856,122520,99663
184.5324,122539,99781
184.5792,122649,99831
184.626,122627,99643
184.6728,121680,99167
184.7196,121112,99087
184.7664,121066,99166
184.8132,121233,99242
184.86,121658,99395
184.9068,121630,99378
184.9536,121583,99386
185.0004,121682,99433
185.0472,121912,99455
185.094,122168,99545
185.1408,122323,99649
185.1876,122446,99650
185.2344,122549,99669
185.2812,122653,99742
185.328,121162,99139
185.3748,121048,99085
185.4216,121207,99167
185.4684,121331,99226
185.5152,121430,99293
185.562,121557,99387
185.6088,121588,99289
185.6556,121526,99356
185.7024,121583,99422
185.7492,121759,99444
185.796,122311,99660
185.8428,122488,99672
185.8896,122443,99741
185.9364,122599,99822
185.9832,122770,99763
186.03,122274,99403
186.0768,121231,99075
186.1236,121011,99085
186.1704,121058,99177
186.2172,121217,99238
186.264,121539,99284
186.3108,121433,99298
186.3576,121455,99342
186.4044,121594,99419
186.4512,121871,99467
186.498,122112,99547
186.5448,122250,99622
186.5916,122316,99679
186.6384,122395,99700
186.6852,122522,99682
186.732,121879,99244
186.7788,121133,99054
186.8256,121003,99140
186.8724,121193,99186
186.9192,121325,99233
186.966,121364,99317
187.0128,121522,99338
187.0596,121582,99273
187.1064,121561,99260
187.1532,121638,99382
187.2,122177,99597
187.2468,122385,99678
187.2936,122407,99670
187.3404,122566,99711
187.3872,122639,99801
187.434,122816,99720
187.4808,122086,99281
187.5276,121164,99079
187.5744,120988,99122
187.6212,121195,99198
187.668,121489,99319
187.7148,121610,99360
187.7616,121547,99326
187.8084,121483,99358
187.8552,121645,99423
187.902,121883,99554
187.9488,122115,99609
187.9956,122344,99609
188.0424,122446,99641
188.0892,122530,99694
188.136,122322,99391
188.1828,121261,99146
188.2296,121034,99072
188.2764,121116,99222
188.3232,121278,99262
188.37,121359,99285
188.4168,121551,99320
188.4636,121615,99296
188.5104,121501,99330
188.5572,121519,99364
188.604,122036,99555
188.6508,122189,99639
188.6976,122329,99692
188.7444,122424,99717
188.7912,122570,99711
188.838,122704,99739
188.8848,122778,99652
188.9316,121725,99179
188.9784,121055,99064
189.0252,120978,99133
189.072,121317,99242
189.1188,121437,99324
189.1656,121509,99299
189.2124,121454,99303
189.2592,121497,99335
189.306,121598,99422
189.3528,121826,99512
189.3996,122062,99605
189.4464,122309,99612
189.4932,122431,99655
189.54,122651,99832
189.5868,122789,99787
189.6336,122166,99289
189.6804,121193,99034
189.7272,121006,99103
189.774,121146,99186
189.8208,121281,99227
189.8676,121320,99308
189.9144,121552,99388
189.9612,121523,99327
190.008,121601,99422
190.0548,121852,99473
190.1016,122093,99575
190.1484,122188,99660
190.1952,122400,99721
190.242,122453,99748
190.2888,122553,99788
190.3356,122678,99792
190.3824,122794,99816
190.4292,122139,99307
190.476,121180,99247
190.5228,121353,99223
190.5696,121471,99288
190.6164,121661,99368
190.6632,121581,99339
190.71,121518,99367
190.7568,121590,99384
190.8036,121749,99465
190.8504,121962,99574
190.8972,122216,99621
190.944,122475,99722
190.9908,122549,99777
191.0376,122690,99752
191.0844,122047,99293
191.1312,121119,99060
191.178,121066,99066
191.2248,121212,99155
191.2716,121326,99275
191.3184,121398,99344
191.3652,121582,99402
191.412,121545,99344
191.4588,121591,99413
191.5056,121793,99549
191.5524,122067,99580
191.5992,122322,99627
191.646,122449,99691
191.6928,122509,99674
191.7396,122619,99713
191.7864,122745,99783
191.8332,122437,99460
191.88,121007,99120
191.9268,121187,99162
191.9736,121246,99250
192.0204,121375,99294
192.0672,121502,99335
192.114,121525,99332
192.1608,121495,99334
192.2076,121553,99366
192.2544,121728,99480
192.3012,121941,99547
192.348,122373,99676
192.3948,122484,99658
192.4416,122579,99706
192.4884,122716,99805
192.5352,122604,99547
192.582,121423,99143
192.6288,120988,99055
192.6756,121057,99143
192.7224,121247,99167
192.7692,121307,99281
192.816,121516,99320
192.8628,121470,99303
192.9096,121525,99376
192.9564,121719,99471
193.0032,121941,99554
193.05,122179,99567
193.0968,122331,99645
193.1436,122386,99678
193.1904,122475,99712
193.2372,122596,99732
193.284,121276,99079
193.3308,121027,99054
193.3776,121047,99169
193.4244,121316,99161
193.4712,121431,99214
193.518,121597,99290
193.5648,121607,99299
193.6116,121540,99318
193.6584,121526,99350
193.7052,121685,99416
193.752,122266,99576
193.7988,122364,99654
193.8456,122427,99682
193.8924,122528,99720
193.9392,122691,99801
193.986,122735,99625
194.0328,121686,99131
194.0796,120986,99039
194.1264,120984,99108
194.1732,121250,99124
194.22,121652,99280
194.2668,121571,99285
194.3136,121523,99297
194.3604,121566,99354
194.4072,121757,99456
194.454,122097,99511
194.5008,122268,99632
194.5476,122430,99667
194.5944,122457,99676
194.6412,122609,99743
194.688,121417,99094
194.7348,120928,99039
194.7816,120992,99109
194.8284,121209,99162
194.8752,121280,99221
194.922,121440,99321
194.9688,121564,99312
195.0156,121503,99298
195.0624,121528,99257
195.1092,121671,99336
195.156,122166,99580
195.2028,122315,99643
195.2496,122471,99680
195.2964,122601,99661
195.3432,122619,99766
195.39,122806,99777
195.4368,122139,99201
195.4836,121130,99016
195.5304,120940,99045
195.5772,121117,99154
195.624,121454,99326
195.6708,121546,99305
195.7176,121499,99281
195.7644,121514,99292
195.8112,121615,99361
195.858,121837,99468
195.9048,122094,99530
195.9516,122338,99561
195.9984,122505,99611
196.0452,122575,99679
196.092,122849,99755
196.1388,122331,99264
196.1856,121142,99035
196.2324,120989,99080
196.2792,121116,99143
196.326,121276,99228
196.3728,121451,99243
196.4196,121631,99262
196.4664,121645,99251
196.5132,121555,99243
196.56,121859,99421
196.6068,122138,99505
196.6536,122357,99573
196.7004,122440,99693
196.7472,122518,99709
196.794,122595,99673
196.8408,122701,99774
196.8876,122547,99438
196.9344,121293,99048
196.9812,120961,98992
197.028,121274,99219
197.0748,121404,99265
197.1216,121519,99298
197.1684,121525,99278
197.2152,121464,99308
197.262,121522,99298
197.3088,121703,99368
197.3556,121921,99495
197.4024,122130,99580
197.4492,122286,99640
197.496,122546,99698
197.5428,122654,99724
197.5896,122791,99829
197.6364,122746,99522
197.6832,121413,99030
197.73,120970,99004
197.7768,121003,99041
197.8236,121123,99143
197.8704,121230,99200
197.9172,121392,99214
197.964,121453,99231
198.0108,121610,99278
198.0576,121707,99417
198.1044,121934,99491
198.1512,122120,99543
198.198,122334,99589
198.2448,122409,99594
198.2916,122500,99682
198.3384,122597,99713
198.3852,122737,99794
198.432,120946,99016
198.4788,121006,99082
198.5256,121159,99122
198.5724,121331,99157
198.6192,121486,99245
198.666,121476,99279
198.7128,121505,99266
198.7596,121529,99258
198.8064,121546,99334
198.8532,121763,99435
198.9,122364,99595
198.9468,122459,99641
198.9936,122579,99618
199.0404,122634,99662
199.0872,122730,99737
199.134,122936,99776
199.1808,122673,99403
199.2276,121291,99026
199.2744,121029,98988
199.3212,121149,99112
199.368,121486,99285
199.4148,121629,99325
199.4616,121577,99257
199.5084,121521,99251
199.5552,121609,99291
199.602,121825,99372
199.6488,122026,99513
199.6956,122181,99534
199.7424,122315,99610
199.7892,122432,99644
199.836,122670,99634
199.8828,121961,99228
199.9296,121117,99050
199.9764,121018,99047
200.0232,121116,99138
200.07,121250,99182
200.1168,121401,99206
200.1636,121619,99246
200.2104,121585,99262
200.2572,121529,99262
200.304,121812,99428
200.3508,122027,99540
200.3976,122218,99571
200.4444,122393,99583
200.4912,122381,99625
200.538,122437,99662
200.5848,122579,99690
200.6316,122653,99626
200.6784,121745,99136
200.7252,121000,98988
200.772,121377,99186
200.8188,121416,99218
200.8656,121605,99233
200.9124,121790,99317
200.9592,121994,99386
201.006,122147,99446
201.0528,122255,99514
201.0996,122318,99508
201.1464,122393,99565
201.1932,122455,99640
201.24,121048,98947
201.2868,120903,98997
201.3336,121034,99078
201.3804,121168,99068
201.4272,121277,99149
201.474,121423,99153
201.5208,121409,99169
201.5676,121332,99154
201.6144,121412,99133
201.6612,121473,99218
201.708,122011,99457
201.7548,122123,99396
201.8016,122153,99468
201.8484,122284,99524
201.8952,122205,99310
201.942,121229,98979
201.9888,120840,98855
202.0356,120869,98906
202.0824,121037,98964
202.1292,121057,99059
202.176,121304,99058
202.2228,121247,99041
202.2696,121330,99140
202.3164,121539,99216
202.3632,121655,99306
202.41,121810,99360
202.4568,121930,99402
202.5036,122056,99461
202.5504,122179,99431
202.5972,122198,99331
202.644,120677,98845
202.6908,120728,98909
202.7376,120864,98891
202.7844,121029,98938
202.8312,121136,99009
202.878,121027,99002
202.9248,121055,99007
202.9716,121122,99091
203.0184,121263,99123
203.0652,121494,99179
203.112,121884,99303
203.1588,121931,99364
203.2056,122073,99371
203.2524,122091,99236
203.2992,121228,98817
203.346,120643,98768
203.3928,120572,98842
203.4396,120692,98886
203.4864,120824,98830
203.5332,120930,98885
203.58,120962,98935
203.6268,121021,98991
203.6736,121127,99091
203.7204,121310,99081
203.7672,121527,99172
203.814,121612,99250
203.8608,121770,99305
203.9076,121839,99298
203.9544,121926,99300
204.0012,122067,99341
204.048,120685,98734
204.0948,120540,98722
204.1416,120644,98788
204.1884,120700,98883
204.2352,120814,98897
204.282,120959,98996
204.3288,121010,98928
204.3756,120917,98924
204.4224,120923,98962
204.4692,121055,99031
204.516,121528,99195
204.5628,121615,99257
204.6096,121723,99243
204.6564,121788,99341
204.7032,121911,99373
204.75,121627,98940
204.7968,120731,98751
204.8436,120484,98688
204.8904,120496,98782
204.9372,120631,98812
204.984,120972,98943
205.0308,120886,98924
205.0776,120856,98941
205.1244,121009,98930
205.1712,121187,99025
205.218,121391,99120
205.2648,121508,99200
205.3116,121608,99239
205.3584,121694,99268
205.4052,121774,99352
205.452,121260,98842
205.4988,120511,98706
205.5456,120384,98755
205.5924,120561,98761
205.6392,120631,98820
205.686,120684,98913
205.7328,120879,98922
205.7796,120892,98937
205.8264,120905,98878
205.8732,120947,98912
205.92,121308,99117
205.9668,121532,99175
206.0136,121668,99224
206.0604,121710,99313
206.1072,121808,99347
206.154,121945,99386
206.2008,122049,99181
206.2476,121083,98751
206.2944,120484,98743
206.3412,120427,98791
206.388,120730,98891
206.4348,120871,98938
206.4816,120923,98943
206.5284,120867,98945
206.5752,120944,98984
206.622,121088,98989
206.6688,121235,99137
206.7156,121460,99253
206.7624,121659,99318
206.8092,121747,99308
206.856,121966,99427
206.9028,122125,99477
206.9496,121930,99107
206.9964,120763,98790
207.0432,120445,98768
207.09,120526,98851
207.1368,120707,98849
207.1836,120778,98915
207.2304,120921,99015
207.2772,121039,99034
207.324,121024,99030
207.3708,121198,99148
207.4176,121402,99203
207.4644,121610,99282
207.5112,121752,99333
207.558,121889,99344
207.6048,121973,99389
207.6516,122083,99478
207.6984,122253,99441
207.7452,121679,99011
207.792,120603,98871
207.8388,120764,98921
207.8856,120832,99026
207.9324,121088,99086
207.9792,121114,99079
208.026,121068,99021
208.0728,121036,99064
208.1196,121229,99198
208.1664,121497,99222
208.2132,121736,99294
208.26,122121,99445
208.3068,122228,99516
208.3536,122361,99579
208.4004,122100,99145
208.4472,120848,98812
208.494,120572,98789
208.5408,120623,98930
208.5876,120806,98967
208.6344,120912,98993
208.6812,121070,99092
208.728,121100,99115
208.7748,121208,99109
208.8216,121411,99184
208.8684,121657,99302
208.9152,121898,99419
208.962,122036,99496
209.0088,122186,99543
209.0556,122290,99589
209.1024,122401,99630
209.1492,122581,99683
209.196,120723,98865
209.2428,120696,98883
209.2896,120865,98984
209.3364,121032,99084
209.3832,121165,99126
209.43,121326,99212
209.4768,121352,99206
209.5236,121298,99125
209.5704,121328,99256
209.6172,121564,99294
209.664,122354,99562
209.7108,122413,99628
209.7576,122493,99685
209.8044,122618,99758
209.8512,122787,99641
209.898,121594,99061
209.9448,120805,98924
209.9916,120728,98972
210.0384,120942,99078
210.0852,121179,99098
210.132,121503,99230
210.1788,121358,99199
210.2256,121382,99232
210.2724,121586,99289
210.3192,121845,99410
210.366,122112,99561
210.4128,122304,99664
210.4596,122440,99647
210.5064,122585,99676
210.5532,122700,99718
210.6,121156,98964
210.6468,120744,98950
210.6936,120906,98998
210.7404,121122,99073
210.7872,121266,99199
210.834,121462,99239
210.8808,121540,99268
210.9276,121493,99238
210.9744,121376,99250
211.0212,121571,99346
211.068,122163,99614
211.1148,122369,99702
211.1616,122506,99676
211.2084,122600,99707
211.2552,122717,99761
211.302,122662,99484
211.3488,121286,99038
211.3956,120766,99001
211.4424,120824,99058
211.4892,121004,99147
211.536,121388,99258
211.5828,121410,99206
211.6296,121403,99189
211.6764,121436,99253
211.7232,121546,99394
211.77,121787,99507
211.8168,122042,99536
211.8636,122254,99573
211.9104,122377,99642
211.9572,122399,99711
212.004,121591,99143
212.0508,120859,98938
212.0976,120796,98968
212.1444,120999,99076
212.1912,121147,99172
212.238,121263,99286
212.2848,121443,99302
212.3316,121378,99243
212.3784,121297,99252
212.4252,121399,99309
212.472,121978,99566
212.5188,122199,99640
212.5656,122338,99668
212.6124,122398,99707
212.6592,122512,99681
212.706,122650,99718
212.7528,122385,99325
212.7996,121102,98991
212.8464,120782,98986
212.8932,120897,99055
212.94,121300,99232
212.9868,121472,99324
213.0336,121403,99228
213.0804,121352,99210
213.1272,121428,99245
213.174,121644,99367
213.2208,121873,99456
213.2676,121999,99564
213.3144,122111,99600
213.3612,122235,99658
213.408,122367,99481
213.4548,121269,98987
213.5016,120791,98918
213.5484,120818,99008
213.5952,120934,99108
213.642,121069,99159
213.6888,121200,99251
213.7356,121403,99253
213.7824,121338,99187
213.8292,121320,99193
213.876,121794,99486
213.9228,121954,99587
213.9696,122100,99600
214.0164,122227,99608
214.0632,122379,99671
214.11,122178,99391
214.1568,121056,99023
214.2036,120678,98936
214.2504,120709,99001
214.2972,120865,99103
214.344,121237,99193
214.3908,121216,99116
214.4376,121201,99191
214.4844,121295,99222
214.5312,121440,99366
214.578,121678,99402
214.6248,121780,99483
214.6716,121923,99554
214.7184,122058,99558
214.7652,122160,99581
214.812,120799,98918
214.8588,120579,98875
214.9056,120703,98927
214.9524,120812,99027
214.9992,120839,99073
215.046,121029,99134
215.0928,121090,99174
215.1396,121048,99169
215.1864,121081,99144
215.2332,121187,99217
215.28,121692,99465
215.3268,121835,99453
215.3736,121953,99473
215.4204,121991,99561
215.4672,122107,99559
215.514,122095,99368
215.5608,121031,98884
215.6076,120613,98844
215.6544,120546,98929
215.7012,120712,98983
215.748,120993,99113
215.7948,121043,99094
215.8416,121025,99095
215.8884,121055,99089
215.9352,121219,99187
215.982,121381,99285
216.0288,121544,99370
216.0756,121711,99437
216.1224,121807,99467
216.1692,121873,99468
216.216,121047,98928
216.2628,120510,98868
216.3096,120571,98858
216.3564,120741,98920
216.4032,120772,98999
216.45,120945,99042
216.4968,121038,99108
216.5436,121042,99020
216.5904,121029,99076
216.6372,121023,99149
216.684,121547,99367
216.7308,121681,99378
216.7776,121785,99419
216.8244,121890,99456
216.8712,121932,99470
216.918,121525,99099
216.9648,120694,98782
217.0116,120502,98783
217.0584,120587,98875
217.1052,120650,98946
217.152,120961,99112
217.1988,120961,99062
217.2456,120896,99079
217.2924,121046,99082
217.3392,121237,99158
217.386,121413,99280
217.4328,121546,99353
217.4796,121705,99409
217.5264,121795,99473
217.5732,121875,99512
217.62,121214,98937
217.6668,120480,98775
217.7136,120446,98818
217.7604,120577,98860
217.8072,120653,98933
217.854,120712,99003
217.9008,120883,99041
217.9476,120885,99035
217.9944,120877,99040
218.0412,120988,99057
218.088,121461,99272
218.1348,121636,99369
218.1816,121789,99433
218.2284,121876,99450
218.2752,121977,99453
218.322,122082,99526
218.3688,121846,99156
218.4156,120781,98779
218.4624,120442,98816
218.5092,120463,98903
218.556,120821,99036
218.6028,121010,99086
218.6496,121035,99039
218.6964,120960,99101
218.7432,121062,99152
218.79,121240,99199
218.8368,121403,99309
218.8836,121634,99391
218.9304,121803,99451
218.9772,121931,99514
219.024,122221,99415
219.0708,121189,98956
219.1176,120567,98776
219.1644,120553,98834
219.2112,120710,98942
219.258,120831,99002
219.3048,120976,99094
219.3516,121115,99134
219.3984,121075,99091
219.4452,121085,99042
219.492,121435,99303
219.5388,121609,99385
219.5856,121786,99486
219.6324,121990,99444
219.6792,122084,99500
219.726,122166,99560
219.7728,122230,99585
219.8196,121666,99010
219.8664,120643,98842
219.9132,120477,98905
219.96,120880,99007
220.0068,121052,99137
220.0536,121152,99177
220.1004,121149,99056
220.1472,121125,99105
220.194,121202,99220
220.2408,121389,99271
220.2876,121662,99412
220.3344,121862,99427
220.3812,122005,99513
