timestamps,IR,RED
309.3012,120463,99034
309.348,120802,99097
309.3948,120787,99105
309.4416,120728,99114
309.4884,120906,99218
309.5352,121138,99339
309.582,121324,99412
309.6288,121530,99500
309.6756,121676,99549
309.7224,121774,99485
309.7692,121898,99584
309.816,120438,98901
309.8628,120199,98887
309.9096,120348,99023
309.9564,120540,99076
310.0032,120648,99104
310.05,120869,99208
310.0968,120903,99166
310.1436,120818,99109
310.1904,120827,99177
310.2372,120983,99221
310.284,121839,99594
310.3308,121910,99373
310.3776,120821,98887
310.4244,120272,98828
310.4712,120183,98913
310.518,120395,99011
310.5648,120571,99046
310.6116,120668,99150
310.6584,120834,99168
310.7052,120825,99102
310.752,120968,99285
310.7988,121139,99342
310.8456,121374,99448
310.8924,121566,99498
310.9392,121700,99540
310.986,121812,99566
311.0328,121951,99446
311.0796,121148,98955
311.1264,120224,98874
311.1732,120188,98882
311.22,121380,99408
311.2668,121510,99456
311.3136,121643,99475
311.3604,121702,99540
311.4072,121806,99410
311.454,120905,98887
311.5008,120229,98770
311.5476,120187,98845
311.5944,120269,98961
311.6412,120421,99003
311.688,120618,99083
311.7348,120588,98979
311.7816,120632,99007
311.8284,120645,99123
311.8752,120861,99229
311.922,121037,99295
311.9688,121171,99349
312.0156,121307,99332
312.0624,121418,99382
312.1092,121456,99409
312.156,120022,98722
312.2028,120038,98766
312.2496,120136,98825
312.2964,120253,98825
312.3432,120367,98932
312.39,120493,99057
312.4368,120506,99041
312.4836,120495,99038
312.5304,120566,99043
312.5772,120690,99141
312.624,121261,99353
312.6708,121372,99414
312.7176,121421,99368
312.7644,121041,98955
312.8112,120179,98754
312.858,119984,98791
312.9048,120106,98849
312.9516,120257,98914
312.9984,120368,99035
313.0452,120578,99090
313.092,120593,99030
313.1388,120722,99136
313.1856,120929,99281
313.2324,121162,99324
313.2792,121300,99395
313.326,121428,99370
313.3728,121544,99484
313.4196,121613,99385
313.4664,120806,98928
313.5132,120102,98727
313.56,120255,98915
313.6068,120401,98964
313.6536,120611,99026
313.7004,120566,99013
313.7472,120532,98931
313.794,120608,99041
313.8408,120697,99123
313.8876,120891,99215
313.9344,121169,99314
313.9812,121280,99317
314.028,121042,98972
314.0748,120130,98761
314.1216,119944,98734
314.1684,120043,98860
314.2152,120200,98892
314.262,120246,98916
314.3088,120408,99006
314.3556,120474,98952
314.4024,120454,98863
314.4492,120449,98966
314.496,120866,99133
314.5428,121037,99172
314.5896,121102,99225
314.6364,121234,99270
314.6832,121209,98980
314.73,120378,98713
314.7768,119975,98685
314.8236,119976,98750
314.8704,120098,98808
314.9172,120278,98772
314.964,120427,98893
315.0108,120416,98868
315.0576,120443,98907
315.1044,120547,99011
315.1512,120727,99001
315.198,120814,99027
315.2448,120992,99107
315.2916,121026,99166
315.3384,121037,98996
315.3852,120238,98660
315.432,120052,98685
315.4788,120082,98768
315.5256,120253,98841
315.5724,120324,98856
315.6192,120314,98850
315.666,120354,98801
315.7128,120341,98867
315.7596,120503,98937
315.8064,120656,98977
315.8532,120761,99042
315.9,121098,99068
315.9468,120525,98634
315.9936,119899,98573
316.0404,119839,98630
316.0872,119957,98709
316.134,120108,98763
316.1808,120267,98762
316.2276,120391,98828
316.2744,120317,98771
316.3212,120340,98756
316.368,120581,98928
316.4148,120722,98959
316.4616,120912,98988
316.5084,121035,99027
316.5552,121091,99083
316.602,121186,99122
316.6488,120834,98750
316.6956,119972,98569
316.7424,119857,98601
316.7892,120032,98610
316.836,120262,98822
316.8828,120380,98793
316.9296,120374,98738
316.9764,120283,98791
317.0232,120358,98828
317.07,120519,98903
317.1168,120659,98951
317.1636,120819,99028
317.2104,120950,99013
317.2572,121064,99038
317.304,120277,98623
317.3508,119902,98576
317.3976,119915,98633
317.4444,120045,98704
317.4912,120197,98701
317.538,120344,98782
317.5848,120398,98840
317.6316,120376,98732
317.6784,120394,98794
317.7252,120459,98820
317.772,120860,98995
317.8188,120935,99035
317.8656,121082,99065
317.9124,121234,99073
317.9592,121319,99062
318.006,120651,98691
318.0528,119978,98606
318.0996,119963,98644
318.1464,120104,98648
318.1932,120279,98727
318.24,120519,98802
318.2868,120458,98774
318.3336,120399,98816
318.3804,120494,98887
318.4272,120708,98991
318.474,120908,99061
318.5208,121122,99053
318.5676,121201,99142
318.6144,121317,99211
318.6612,121448,99193
318.708,121025,98741
318.7548,120081,98612
318.8016,120064,98691
318.8484,120301,98711
318.8952,120451,98817
318.942,120535,98904
318.9888,120701,98923
319.0356,120715,98835
319.0824,120698,98856
319.1292,120753,98909
319.176,121202,99139
319.2228,121442,99257
319.2696,121585,99245
319.3164,121725,99278
319.3632,121751,99343
319.41,121909,99428
319.4568,121871,99109
319.5036,120529,98649
319.5504,120217,98646
319.5972,120327,98788
319.644,120826,99043
319.6908,121027,99010
319.7376,120969,98986
319.7844,120818,98952
319.8312,120901,98977
319.878,121097,99108
319.9248,121328,99215
319.9716,121562,99322
320.0184,121740,99363
320.0652,121879,99383
320.112,121878,99044
320.1588,120570,98736
320.2056,120259,98773
320.2524,120392,98894
320.2992,120643,98934
320.346,120796,99023
320.3928,120982,99104
320.4396,121044,99070
320.4864,120942,99073
320.5332,120952,99058
320.58,121427,99283
320.6268,121656,99382
320.6736,121880,99377
320.7204,122008,99457
320.7672,122019,99524
320.814,122182,99578
320.8608,121782,98993
320.9076,120509,98762
320.9544,120257,98806
321.0012,120414,98924
321.048,120930,99068
321.0948,121028,99116
321.1416,120967,99069
321.1884,120908,99056
321.2352,121076,99115
321.282,121188,99246
321.3288,121478,99395
321.3756,121720,99467
321.4224,121904,99499
321.4692,121986,99531
321.516,122266,99407
321.5628,120981,98914
321.6096,120458,98781
321.6564,120517,98890
321.7032,120760,99037
321.75,120903,99134
321.7968,121147,99202
321.8436,121221,99195
321.8904,121143,99130
321.9372,121077,99164
321.984,121677,99422
322.0308,121869,99508
322.0776,122053,99588
322.1244,122246,99623
322.1712,122456,99630
322.218,122543,99581
322.2648,121498,99048
322.3116,120545,98914
322.3584,120529,98961
322.4052,120776,99065
322.452,121392,99301
322.4988,121471,99257
322.5456,121285,99215
322.5924,121246,99236
322.6392,121394,99282
322.686,121654,99435
322.7328,121795,99547
322.7796,122026,99584
322.8264,122160,99652
322.8732,122281,99673
322.92,120552,98829
322.9668,120335,98917
323.0136,120474,98996
323.0604,120675,99093
323.1072,120877,99145
323.154,121095,99173
323.2008,121001,99140
323.2476,120871,99130
323.2944,120894,99178
323.3412,121105,99272
323.388,121641,99391
323.4348,121831,99517
323.4816,121928,99484
323.5284,121584,99121
323.5752,120473,98810
323.622,120300,98797
323.6688,120399,98903
323.7156,120531,98945
323.7624,120581,99040
323.8092,120771,99103
323.856,120725,99049
323.9028,120765,99070
323.9496,120974,99172
323.9964,121106,99239
324.0432,121263,99304
324.09,121405,99367
324.1368,121577,99374
324.1836,121357,99064
324.2304,120329,98801
324.2772,120113,98767
324.324,120352,98946
324.3708,120470,98934
324.4176,120585,98954
324.4644,120556,98916
324.5112,120544,98881
324.558,120597,98980
324.6048,120764,99059
324.6516,120861,99174
324.6984,121029,99190
324.7452,121141,99195
324.792,120940,98970
324.8388,120176,98729
324.8856,119947,98642
324.9324,120047,98727
324.9792,120150,98764
325.026,120204,98853
325.0728,120316,98880
325.1196,120367,98918
325.1664,120336,98871
325.2132,120386,98882
325.26,120722,99046
325.3068,120885,99119
325.3536,120911,99148
325.4004,121065,99181
325.4472,121082,99249
325.494,121198,99169
325.5408,120510,98780
325.5876,119885,98693
325.6344,119905,98717
325.6812,120035,98716
325.728,120321,98928
325.7748,120353,98905
325.8216,120364,98838
325.8684,120388,98906
325.9152,120517,98960
325.962,120639,99106
326.0088,120816,99158
326.0556,120941,99177
326.1024,120999,99207
326.1492,121111,99269
326.196,120579,98801
326.2428,119969,98662
326.2896,119935,98729
326.3364,120032,98809
326.3832,120171,98829
326.43,120238,98905
326.4768,120355,98939
326.5236,120369,98861
326.5704,120273,98904
326.6172,120382,98921
326.664,120752,99080
326.7108,120811,99126
326.7576,120900,99088
326.8044,121014,99165
326.8512,121062,99148
326.898,120585,98843
326.9448,119979,98654
326.9916,119812,98717
327.0384,119977,98741
327.0852,120015,98791
327.132,120285,98829
327.1788,120251,98852
327.2256,120293,98894
327.2724,120386,98970
327.3192,120566,99021
327.366,120695,99095
327.4128,120800,99132
327.4596,120916,99148
327.5064,121006,99147
327.5532,120999,99078
327.6,119744,98695
327.6468,119856,98703
327.6936,119922,98766
327.7404,120028,98719
327.7872,120141,98781
327.834,120188,98800
327.8808,120137,98807
327.9276,120176,98808
327.9744,120286,98878
328.0212,120404,98955
328.068,120798,99127
328.1148,120901,99060
328.1616,120943,99100
328.2084,121014,99242
328.2552,121163,99159
328.302,120716,98812
328.3488,119900,98654
328.3956,119754,98678
328.4424,119886,98698
328.4892,119938,98772
328.536,120166,98777
328.5828,120144,98812
328.6296,120157,98822
328.6764,120250,98878
328.7232,120415,99002
328.77,120608,99013
328.8168,120790,99084
328.8636,120922,99161
328.9104,121016,99228
328.9572,121111,99223
329.004,121420,99374
329.0508,121563,99119
329.0976,120343,98756
329.1444,119867,98675
329.1912,119851,98783
329.238,120056,98849
329.2848,120175,98821
329.3316,120271,98926
329.3784,120386,98918
329.4252,120347,98923
329.472,120507,98999
329.5188,120720,99063
329.5656,120903,99190
329.6124,121084,99249
329.6592,121215,99255
329.706,121258,99308
329.7528,121333,99373
329.7996,121489,99430
329.8464,121601,99215
329.8932,120575,98759
329.94,120036,98840
329.9868,120205,98913
330.0336,120304,98941
330.0804,120438,99021
330.1272,120534,98994
330.174,120486,98931
330.2208,120475,98982
330.2676,120619,99083
330.3144,120859,99197
330.3612,121139,99190
330.408,121438,99388
330.4548,121501,99434
330.5016,121696,99427
330.5484,121846,99364
330.5952,120959,98838
330.642,120094,98715
330.6888,120047,98796
330.7356,120137,98915
330.7824,120314,98939
330.8292,120439,99009
330.876,120569,98983
330.9228,120552,98999
330.9696,120709,99037
331.0164,120936,99161
331.0632,121150,99269
331.11,121369,99397
331.1568,121522,99451
331.2036,121653,99495
331.2504,121759,99435
331.2972,121866,99484
331.344,122063,99345
331.3908,120546,98834
331.4376,120057,98832
331.4844,120114,98823
331.5312,120363,98946
331.578,120460,99015
331.6248,120594,99110
331.6716,120751,99040
331.7184,120682,99043
331.7652,120679,99092
331.812,121148,99311
331.8588,121410,99415
331.9056,121624,99486
331.9524,121786,99574
331.9992,121947,99601
332.046,122072,99606
332.0928,122236,99642
332.1396,122390,99693
332.1864,122538,99840
332.2332,122819,99894
332.28,120280,98863
332.3268,120279,98935
332.3736,120554,99073
332.4204,120759,99147
332.4672,120938,99239
332.514,121134,99255
332.5608,121054,99178
332.6076,121074,99162
332.6544,121083,99294
332.7012,121357,99433
332.748,122176,99667
332.7948,122295,99726
332.8416,122424,99789
332.8884,122495,99810
332.9352,122628,99863
332.982,122893,99838
333.0288,121864,99121
333.0756,120518,98904
333.1224,120406,98944
333.1692,120709,99108
333.216,121253,99402
333.2628,121389,99335
333.3096,121204,99314
333.3564,121222,99289
333.4032,121286,99406
333.45,121580,99521
333.4968,121921,99623
333.5436,122156,99736
333.5904,122409,99758
333.6372,122493,99834
333.684,122816,99786
333.7308,121664,99125
333.7776,120546,98978
333.8244,120462,99064
333.8712,120706,99167
333.918,120984,99204
333.9648,121147,99333
334.0116,121337,99395
334.0584,121328,99322
334.1052,121198,99274
334.152,121625,99534
334.1988,121886,99675
334.2456,122141,99701
334.2924,122386,99748
334.3392,122398,99803
334.386,122501,99852
334.4328,122672,99870
334.4796,122822,99748
334.5264,121637,99112
334.5732,120510,98944
334.62,120753,99179
334.6668,120979,99202
334.7136,121155,99301
334.7604,121093,99271
334.8072,121008,99275
334.854,121077,99321
334.9008,121271,99393
334.9476,121478,99535
334.9944,121781,99579
335.0412,121960,99660
335.088,122241,99772
335.1348,122385,99835
335.1816,122457,99625
335.2284,121068,99068
335.2752,120349,98973
335.322,120389,99010
335.3688,120566,99134
335.4156,120732,99190
335.4624,120968,99246
335.5092,121149,99223
335.556,121018,99290
335.6028,121172,99393
335.6496,121447,99486
335.6964,121741,99514
335.7432,121867,99676
335.79,122082,99654
335.8368,122191,99699
335.8836,122168,99737
335.9304,122278,99803
335.9772,122462,99819
336.024,120312,98963
336.0708,120441,99033
336.1176,120613,99164
336.1644,120789,99226
336.2112,120982,99274
336.258,120932,99243
336.3048,120862,99203
336.3516,120875,99256
336.3984,121039,99345
336.4452,121269,99433
336.492,121746,99598
336.5388,121757,99612
336.5856,121884,99647
336.6324,122022,99699
336.6792,121925,99434
336.726,120694,98996
336.7728,120153,98917
336.8196,120220,98997
336.8664,120393,99036
336.9132,120550,99077
336.96,120710,99148
337.0068,120582,99146
337.0536,120693,99143
337.1004,120856,99313
337.1472,121081,99346
337.194,121261,99418
337.2408,121350,99469
337.2876,121486,99516
337.3344,121580,99472
337.3812,121676,99527
337.428,120313,98852
337.4748,119989,98828
337.5216,119975,98901
337.5684,120090,98918
337.6152,120166,98978
337.662,120283,99047
337.7088,120367,99022
337.7556,120245,99013
337.8024,120247,99023
337.8492,120393,99102
337.896,120855,99257
337.9428,120982,99267
337.9896,121028,99336
338.0364,121104,99387
338.0832,121171,99428
338.13,121288,99477
338.1768,121351,99303
338.2236,120314,98873
338.2704,119821,98715
338.3172,119711,98806
338.364,120051,98888
338.4108,120098,98946
338.4576,120068,98928
338.5044,120068,98959
338.5512,120211,98960
338.598,120307,99077
338.6448,120508,99105
338.6916,120686,99178
338.7384,120748,99216
338.7852,120834,99254
338.832,121137,99404
338.8788,121365,99410
338.9256,121085,99060
338.9724,119943,98761
339.0192,119657,98736
339.066,119707,98800
339.1128,119829,98834
339.1596,119985,98886
339.2064,120086,98938
339.2532,120131,98916
339.3,120181,98947
339.3468,120370,98996
339.3936,120549,99076
339.4404,120666,99174
339.4872,120764,99215
339.534,120874,99283
339.5808,120952,99269
339.6276,121031,99304
339.6744,121144,99411
339.7212,121315,99343
339.768,119694,98738
339.8148,119712,98819
339.8616,119879,98838
339.9084,119967,98866
339.9552,120088,98922
340.002,120185,98933
340.0488,120183,98894
340.0956,120101,98899
340.1424,120274,98948
340.1892,120453,99068
340.236,120810,99225
340.2828,120866,99229
340.3296,120984,99265
340.3764,121126,99292
340.4232,121223,99361
340.47,120894,98990
340.5168,119915,98747
340.5636,119701,98752
340.6104,119823,98770
340.6572,119916,98849
340.704,120176,98956
340.7508,120175,98900
340.7976,120170,98935
340.8444,120233,98995
340.8912,120363,99089
340.938,120574,99174
340.9848,120746,99234
341.0316,120878,99290
341.0784,121009,99338
341.1252,121083,99355
341.172,121397,99465
341.2188,121403,99247
341.2656,120202,98809
341.3124,119785,98699
341.3592,119844,98756
341.406,119963,98880
341.4528,120048,98854
341.4996,120060,98958
341.5464,120227,99007
341.5932,120249,98925
341.64,120429,99127
341.6868,120648,99160
341.7336,120839,99198
341.7804,120927,99303
341.8272,121138,99321
341.874,121196,99382
341.9208,121283,99415
341.9676,121379,99448
342.0144,121486,99531
342.0612,121746,99648
342.108,120183,98869
342.1548,119914,98812
342.2016,120032,98921
342.2484,120163,98968
342.2952,120316,98977
342.342,120446,99089
342.3888,120506,99132
342.4356,120501,99074
342.4824,120492,99142
342.5292,120669,99229
342.576,121228,99439
342.6228,121405,99443
342.6696,121600,99483
342.7164,121702,99539
342.7632,121776,99595
342.81,121893,99620
342.8568,122088,99709
342.9036,122240,99765
342.9504,121669,99200
342.9972,120291,98862
343.044,120416,99035
343.0908,120505,99116
343.1376,120661,99222
343.1844,120849,99206
343.2312,120866,99129
343.278,120730,99195
343.3248,120874,99271
343.3716,121026,99375
343.4184,121259,99489
343.4652,121521,99567
343.512,121854,99643
343.5588,121893,99700
343.6056,122075,99798
343.6524,122261,99780
343.6992,121552,99148
343.746,120371,98909
343.7928,120196,99004
343.8396,120408,99061
343.8864,120629,99112
343.9332,120756,99185
343.98,120832,99259
344.0268,120911,99349
344.0736,121099,99368
344.1204,121357,99548
344.1672,121609,99640
344.214,121804,99660
344.2608,121973,99709
344.3076,122075,99741
344.3544,122163,99745
344.4012,122292,99804
344.448,120834,99013
344.4948,120180,98994
344.5416,120340,99057
344.5884,120551,99132
344.6352,120644,99202
344.682,120747,99271
344.7288,120909,99294
344.7756,120943,99249
344.8224,120860,99284
344.8692,120970,99373
344.916,121596,99597
344.9628,121797,99711
345.0096,121972,99714
345.0564,122094,99696
345.1032,122118,99773
345.15,122245,99883
345.1968,122429,99932
345.2436,122303,99451
345.2904,120657,99031
345.3372,120255,99067
345.384,120686,99255
345.4308,120863,99277
345.4776,120986,99354
345.5244,120984,99320
345.5712,120977,99275
345.618,121087,99335
345.6648,121290,99443
345.7116,121522,99590
345.7584,121811,99633
345.8052,121999,99733
345.852,122253,99856
345.8988,122423,99916
345.9456,122657,99939
345.9924,122429,99446
346.0392,120737,99051
346.086,120324,99080
346.1328,120547,99206
346.1796,120796,99282
346.2264,120956,99335
346.2732,121159,99417
346.32,121092,99371
346.3668,121264,99467
346.4136,121516,99575
346.4604,121715,99665
346.5072,121995,99731
346.554,122145,99779
346.6008,122157,99797
346.6476,122228,99835
346.6944,122391,99898
346.7412,122399,99596
346.788,120384,99144
346.8348,120623,99191
346.8816,120883,99248
346.9284,120942,99361
346.9752,121181,99449
347.022,121176,99346
347.0688,121107,99368
347.1156,121123,99368
347.1624,121264,99505
347.2092,121542,99630
347.256,122062,99779
347.3028,122151,99801
347.3496,122271,99809
347.3964,122313,99839
347.4432,121857,99346
347.49,120559,99087
347.5368,120371,99078
347.5836,120527,99147
347.6304,120661,99222
347.6772,120778,99280
347.724,120993,99272
347.7708,120993,99292
347.8176,121110,99452
347.8644,121352,99548
347.9112,121577,99559
347.958,121778,99626
348.0048,121837,99677
348.0516,121934,99707
348.0984,122016,99693
348.1452,122088,99773
348.192,120558,99017
348.2388,120279,99044
348.2856,120409,99067
348.3324,120610,99118
348.3792,120731,99161
348.426,120796,99301
348.4728,120861,99254
348.5196,120832,99216
348.5664,120777,99252
348.6132,120951,99366
348.66,121457,99569
348.7068,121657,99531
348.7536,121776,99577
348.8004,121837,99602
348.8472,121835,99677
348.894,122019,99774
348.9408,122114,99562
348.9876,121013,99036
349.0344,120290,98980
349.0812,120262,99038
349.128,120627,99182
349.1748,120777,99281
349.2216,120802,99223
349.2684,120751,99221
349.3152,120786,99257
349.362,120968,99290
349.4088,121136,99384
349.4556,121338,99467
349.5024,121449,99515
349.5492,121604,99570
349.596,121791,99665
349.6428,121918,99611
349.6896,121287,99148
349.7364,120314,98931
349.7832,120137,98981
349.83,120282,99060
349.8768,120464,99135
349.9236,120596,99202
349.9704,120765,99196
350.0172,120730,99175
350.064,120788,99268
350.1108,120977,99315
350.1576,121198,99432
350.2044,121372,99438
350.2512,121416,99487
350.298,121533,99567
350.3448,121630,99520
350.3916,121764,99542
350.4384,121235,99078
350.4852,120203,98910
350.532,120379,99013
350.5788,120452,99087
350.6256,120578,99139
350.6724,120596,99142
350.7192,120601,99096
350.766,120619,99142
350.8128,120772,99162
350.8596,120988,99257
350.9064,121165,99344
350.9532,121297,99341
351,121467,99492
351.0468,121543,99511
351.0936,121688,99529
351.1404,121152,99034
351.1872,120167,98847
351.234,119998,98876
351.2808,120095,98950
351.3276,120292,98948
351.3744,120366,99001
351.4212,120496,99054
351.468,120475,99061
351.5148,120590,99071
351.5616,120757,99117
351.6084,120931,99242
351.6552,121108,99326
351.702,121183,99378
351.7488,121302,99420
351.7956,121357,99434
351.8424,121471,99394
351.8892,121615,99529
351.936,120270,98839
351.9828,119998,98828
352.0296,120045,98918
352.0764,120270,98992
352.1232,120358,98998
352.17,120521,99058
352.2168,120525,99068
352.2636,120553,99026
352.3104,120529,99073
352.3572,120674,99167
352.404,121165,99323
352.4508,121352,99339
352.4976,121458,99387
352.5444,121503,99436
352.5912,121574,99491
352.638,121706,99548
352.6848,121905,99480
352.7316,121249,98956
352.7784,120199,98849
352.8252,120096,98916
352.872,120404,99010
352.9188,120521,99085
352.9656,120662,99047
353.0124,120677,99014
353.0592,120600,99116
353.106,120727,99188
353.1528,120941,99219
353.1996,121133,99299
353.2464,121349,99370
353.2932,121385,99410
353.34,121646,99485
353.3868,121774,99525
353.4336,121505,99116
353.4804,120296,98843
353.5272,120080,98868
353.574,120207,98895
353.6208,120415,98954
353.6676,120522,99009
353.7144,120688,99096
353.7612,120670,99091
353.808,120748,99143
353.8548,120879,99239
353.9016,121138,99342
353.9484,121399,99356
353.9952,121557,99408
354.042,121667,99462
354.0888,121730,99497
354.1356,121839,99534
354.1824,121993,99504
354.2292,121339,98985
354.276,120272,98977
354.3228,120439,98958
354.3696,120518,99005
354.4164,120725,99068
354.4632,120753,99057
354.51,120689,99066
354.5568,120716,99155
354.6036,120884,99248
354.6504,121102,99321
354.6972,121323,99386
354.744,121653,99487
354.7908,121783,99570
354.8376,121873,99593
354.8844,122029,99612
354.9312,121701,99145
354.978,120338,98850
355.0248,120146,98828
355.0716,120259,98936
355.1184,120450,98995
355.1652,120556,99017
355.212,120768,99112
355.2588,120738,99128
355.3056,120834,99194
355.3524,120993,99281
355.3992,121270,99387
355.446,121508,99396
355.4928,121638,99453
355.5396,121805,99502
355.5864,121783,99537
355.6332,121888,99585
355.68,121259,99001
355.7268,120281,98857
355.7736,120220,98901
355.8204,120366,98993
355.8672,120528,99050
355.914,120707,99063
355.9608,120840,99150
356.0076,120878,99158
356.0544,120806,99073
356.1012,120855,99159
356.148,121392,99382
356.1948,121574,99396
356.2416,121644,99515
356.2884,121796,99507
356.3352,121869,99591
356.382,122050,99560
356.4288,121702,99113
356.4756,120514,98851
356.5224,120212,98857
356.5692,120330,99012
356.616,120700,99163
356.6628,120911,99093
356.7096,120893,99077
356.7564,120821,99089
356.8032,120871,99173
356.85,121041,99298
356.8968,121319,99364
356.9436,121487,99441
356.9904,121687,99457
357.0372,121763,99514
357.084,121912,99359
357.1308,120718,98874
357.1776,120191,98819
357.2244,120208,98899
357.2712,120397,98956
357.318,120554,98954
357.3648,120679,99050
357.4116,120804,99069
357.4584,120667,99051
357.5052,120677,99086
357.552,121119,99214
357.5988,121272,99363
357.6456,121481,99378
357.6924,121614,99417
357.7392,121693,99420
357.786,121787,99447
357.8328,121929,99492
357.8796,121870,99241
357.9264,120633,98809
357.9732,120156,98801
358.02,120418,98962
358.0668,120508,98996
358.1136,120663,99054
358.1604,120715,98999
358.2072,120666,98991
358.254,120718,99069
358.3008,120808,99163
358.3476,121080,99209
358.3944,121328,99253
358.4412,121495,99339
358.488,121710,99426
358.5348,121848,99483
358.5816,121981,99576
358.6284,121716,99153
358.6752,120381,98808
358.722,120121,98842
358.7688,120236,98844
358.8156,120411,98968
358.8624,120506,99001
358.9092,120725,99025
358.956,120660,99032
359.0028,120818,99048
359.0496,120922,99173
359.0964,121182,99287
359.1432,121392,99349
359.19,121574,99385
359.2368,121691,99393
359.2836,121734,99435
359.3304,121838,99498
359.3772,121999,99451
359.424,120134,98769
359.4708,120217,98791
359.5176,120426,98861
359.5644,120526,98908
359.6112,120652,99039
359.658,120761,98975
359.7048,120723,98948
359.7516,120661,99001
359.7984,120741,99076
359.8452,120935,99181
359.892,121413,99338
359.9388,121502,99361
359.9856,121625,99426
360.0324,121755,99430
360.0792,121316,98895
360.126,120216,98701
360.1728,120063,98688
360.2196,120187,98764
360.2664,120297,98896
360.3132,120440,98892
360.36,120569,98919
360.4068,120597,98963
360.4536,120659,99056
360.5004,120863,99113
360.5472,121112,99160
360.594,121289,99259
360.6408,121366,99270
360.6876,121547,99270
360.7344,121639,99321
360.7812,121674,99337
360.828,119890,98683
360.8748,120015,98733
360.9216,120078,98782
360.9684,120247,98752
361.0152,120385,98840
361.062,120406,98880
361.1088,120432,98828
361.1556,120428,98846
361.2024,120541,98964
361.2492,120694,99017
361.296,121118,99136
361.3428,121252,99253
361.3896,121319,99284
361.4364,121417,99299
361.4832,121554,99313
361.53,121216,98945
361.5768,120090,98667
361.6236,119871,98640
361.6704,119970,98704
361.7172,120056,98749
361.764,120347,98842
361.8108,120373,98880
361.8576,120361,98873
361.9044,120477,98880
361.9512,120656,98930
361.998,120823,99067
362.0448,121040,99083
362.0916,121158,99168
362.1384,121183,99208
362.1852,121282,99251
362.232,120687,98758
362.2788,119953,98661
362.3256,119930,98647
362.3724,120056,98727
362.4192,120120,98771
362.466,120220,98846
362.5128,120413,98855
362.5596,120445,98828
362.6064,120401,98853
362.6532,120447,98938
362.7,120939,99152
362.7468,121093,99173
362.7936,121195,99215
362.8404,121279,99221
362.8872,121398,99256
362.934,121400,99197
362.9808,120694,98746
363.0276,119972,98611
363.0744,119865,98670
363.1212,120041,98770
363.168,120402,98893
363.2148,120485,98809
363.2616,120457,98791
363.3084,120453,98815
363.3552,120590,98928
363.402,120807,99011
363.4488,120946,99074
363.4956,121177,99135
363.5424,121274,99210
363.5892,121345,99281
363.636,120422,98708
363.6828,119929,98608
363.7296,119998,98628
363.7764,120136,98701
363.8232,120248,98769
363.87,120303,98842
363.9168,120482,98895
363.9636,120461,98877
364.0104,120452,98884
364.0572,120567,98873
364.104,121007,99168
364.1508,121229,99157
364.1976,121322,99205
364.2444,121347,99250
364.2912,121508,99280
364.338,121617,99361
364.3848,121487,99027
364.4316,120318,98682
364.4784,119971,98590
364.5252,120038,98700
364.572,120313,98856
364.6188,120488,98838
364.6656,120518,98858
364.7124,120482,98891
364.7592,120553,98943
364.806,120712,99019
364.8528,120916,99100
364.8996,121094,99133
364.9464,121234,99193
364.9932,121340,99225
365.04,121713,99362
365.0868,121685,99076
365.1336,120440,98707
365.1804,120099,98611
365.2272,120084,98724
365.274,120284,98833
365.3208,120438,98785
365.3676,120633,98892
365.4144,120686,98937
365.4612,120665,98942
365.508,120978,99076
365.5548,121186,99188
365.6016,121373,99256
365.6484,121532,99306
365.6952,121648,99358
365.742,121769,99363
365.7888,121907,99389
365.8356,122065,99409
365.8824,121447,98902
365.9292,120284,98712
365.976,120475,98898
366.0228,120636,98891
366.0696,120766,98998
366.1164,120842,98993
366.1632,120828,98971
366.21,120753,99021
366.2568,120925,99053
366.3036,121175,99126
366.3504,121393,99268
366.3972,121555,99324
366.444,121925,99424
366.4908,122108,99463
366.5376,121693,99002
366.5844,120537,98729
366.6312,120257,98753
366.678,120428,98789
366.7248,120603,98910
366.7716,120731,98997
366.8184,120939,99075
366.8652,121009,99022
366.912,120956,99113
366.9588,121212,99151
367.0056,121436,99281
367.0524,121665,99366
367.0992,121850,99440
367.146,121966,99433
367.1928,122054,99444
367.2396,122166,99516
367.2864,122077,99234
367.3332,120749,98746
367.38,120518,98901
367.4268,120693,98981
367.4736,120820,99013
367.5204,120970,98964
367.5672,120885,98981
367.614,120863,99025
367.6608,120998,99107
367.7076,121216,99148
367.7544,121519,99207
367.8012,121724,99294
367.848,121951,99438
367.8948,122059,99445
367.9416,122157,99520
367.9884,121936,99129
368.0352,120648,98698
368.082,120329,98708
368.1288,120422,98817
368.1756,120545,98899
368.2224,120666,98951
368.2692,120843,99021
368.316,120897,98972
368.3628,120960,99068
368.4096,121159,99180
368.4564,121442,99256
368.5032,121657,99325
368.55,121795,99398
368.5968,121921,99409
368.6436,122001,99453
368.6904,122153,99493
368.7372,122279,99513
368.784,120300,98784
368.8308,120542,98819
368.8776,120741,98882
368.9244,120866,98970
368.9712,121018,99079
369.018,121084,98979
369.0648,120965,98995
369.1116,121001,99072
369.1584,121176,99085
369.2052,121435,99172
369.252,121910,99386
369.2988,121975,99432
369.3456,122069,99466
369.3924,122168,99331
369.4392,121144,98784
369.486,120426,98744
369.5328,120425,98782
369.5796,120632,98896
369.6264,120773,98914
369.6732,120918,99023
369.72,120909,99045
369.7668,121035,99111
369.8136,121217,99148
369.8604,121398,99240
