timestamps,X,Y,Z,activities
122.1948,-0.167136,-0.095077,0.954776,2
122.2416,-0.162132,-0.095077,0.942766,2
122.2884,-0.156127,-0.091074,0.966785,2
122.3352,-0.154125,-0.089072,0.965785,2
122.382,-0.165134,-0.093076,0.957778,2
122.4288,-0.168137,-0.093076,0.973791,2
122.4756,-0.169137,-0.088072,0.966785,2
122.5224,-0.169137,-0.096078,0.95978,2
122.5692,-0.175142,-0.100081,0.954776,2
122.616,-0.167136,-0.094076,0.962782,2
122.6628,-0.166135,-0.092075,0.977794,2
122.7096,-0.164133,-0.090073,0.966785,2
122.7564,-0.164133,-0.090073,0.964784,2
122.8032,-0.165134,-0.090073,0.97179,2
122.85,-0.159129,-0.090073,0.981798,2
122.8968,-0.159129,-0.093076,0.974792,2
122.9436,-0.165134,-0.094076,0.962782,2
122.9904,-0.163133,-0.095077,0.955777,2
123.0372,-0.162132,-0.097079,0.980797,2
123.084,-0.164133,-0.089072,0.964784,2
123.1308,-0.166135,-0.089072,0.960781,2
123.1776,-0.159129,-0.090073,0.982799,2
123.2244,-0.18415,-0.102083,0.953775,2
123.2712,-0.182148,-0.099081,0.951773,2
123.318,-0.176143,-0.099081,0.979796,2
123.3648,-0.155126,-0.09808,0.924751,2
123.4116,-0.181147,-0.101082,0.946769,2
123.4584,-0.159129,-0.094076,0.970789,2
123.5052,-0.162132,-0.091074,0.964784,2
123.552,-0.161131,-0.093076,0.968787,2
123.5988,-0.165134,-0.094076,0.953775,2
123.6456,-0.161131,-0.093076,0.957778,2
123.6924,-0.161131,-0.093076,0.962782,2
123.7392,-0.180146,-0.096078,0.964784,2
123.786,-0.169137,-0.093076,0.964784,2
123.8328,-0.155126,-0.091074,0.99681,2
123.8796,-0.163133,-0.091074,0.964784,2
123.9264,-0.163133,-0.095077,0.968787,2
123.9732,-0.163133,-0.087071,0.975793,2
124.02,-0.167136,-0.093076,0.966785,2
124.0668,-0.151123,-0.090073,0.978795,2
124.1136,-0.167136,-0.094076,0.961781,2
124.1604,-0.176143,-0.100081,0.957778,2
124.2072,-0.166135,-0.096078,0.960781,2
124.254,-0.170138,-0.093076,0.969788,2
124.3008,-0.154125,-0.093076,0.985801,2
124.3476,-0.152124,-0.085069,1.011822,2
124.3944,-0.153124,-0.087071,1.00882,2
124.4412,-0.152124,-0.091074,0.99681,2
124.488,-0.165134,-0.091074,0.960781,2
124.5348,-0.144117,-0.089072,0.992807,2
124.5816,-0.171139,-0.090073,0.962782,2
124.6284,-0.168137,-0.090073,0.970789,2
124.6752,-0.179146,-0.101082,0.943767,2
124.722,-0.17214,-0.095077,0.956777,2
124.7688,-0.163133,-0.090073,0.969788,2
124.8156,-0.175142,-0.097079,0.950773,2
124.8624,-0.161131,-0.092075,0.973791,2
124.9092,-0.163133,-0.091074,0.977794,2
124.956,-0.165134,-0.088072,0.962782,2
125.0028,-0.163133,-0.090073,0.963783,2
125.0496,-0.16013,-0.095077,0.965785,2
125.0964,-0.165134,-0.095077,0.982799,2
125.1432,-0.170138,-0.092075,0.95978,2
125.19,-0.181147,-0.092075,0.952774,2
125.2368,-0.159129,-0.087071,0.963783,2
125.2836,-0.162132,-0.092075,0.965785,2
125.3304,-0.176143,-0.096078,0.949772,2
125.3772,-0.168137,-0.090073,0.950773,2
125.424,-0.163133,-0.09808,0.962782,2
125.4708,-0.16013,-0.100081,0.966785,2
125.5176,-0.141115,-0.085069,0.979796,2
125.5644,-0.174141,-0.092075,0.968787,2
125.6112,-0.177144,-0.091074,0.965785,2
125.658,-0.153124,-0.087071,0.986802,2
125.7048,-0.155126,-0.088072,0.980797,2
125.7516,-0.167136,-0.097079,0.960781,2
125.7984,-0.162132,-0.092075,0.955777,2
125.8452,-0.173141,-0.096078,0.953775,2
125.892,-0.164133,-0.090073,0.961781,2
125.9388,-0.177144,-0.091074,0.952774,2
125.9856,-0.177144,-0.097079,0.955777,2
126.0324,-0.166135,-0.09808,0.961781,2
126.0792,-0.163133,-0.091074,0.964784,2
126.126,-0.173141,-0.094076,0.944768,2
126.1728,-0.161131,-0.090073,0.951773,2
126.2196,-0.159129,-0.087071,0.958779,2
126.2664,-0.170138,-0.089072,0.962782,2
126.3132,-0.164133,-0.087071,0.980797,2
126.36,-0.163133,-0.092075,0.964784,2
126.4068,-0.170138,-0.092075,0.960781,2
126.4536,-0.162132,-0.095077,0.965785,2
126.5004,-0.17214,-0.09808,0.963783,2
126.5472,-0.159129,-0.088072,0.973791,2
126.594,-0.171139,-0.093076,0.965785,2
126.6408,-0.183149,-0.099081,0.941765,2
126.6876,-0.177144,-0.089072,0.962782,2
126.7344,-0.161131,-0.094076,0.958779,2
126.7812,-0.161131,-0.091074,0.980797,2
126.828,-0.162132,-0.095077,0.963783,2
126.8748,-0.150122,-0.08607,0.97279,2
126.9216,-0.151123,-0.092075,0.949772,2
126.9684,-0.144117,-0.091074,0.967786,2
127.0152,-0.154125,-0.088072,0.976794,2
127.062,-0.16013,-0.096078,0.979796,2
127.1088,-0.169137,-0.095077,0.960781,2
127.1556,-0.17214,-0.097079,0.955777,2
127.2024,-0.163133,-0.091074,0.97279,2
127.2492,-0.167136,-0.092075,0.975793,2
127.296,-0.165134,-0.091074,0.965785,2
127.3428,-0.163133,-0.092075,0.963783,2
127.3896,-0.163133,-0.092075,0.975793,2
127.4364,-0.159129,-0.088072,0.966785,2
127.4832,-0.155126,-0.093076,0.969788,2
127.53,-0.168137,-0.095077,0.966785,2
127.5768,-0.17214,-0.091074,0.950773,2
127.6236,-0.170138,-0.09808,0.954776,2
127.6704,-0.165134,-0.092075,0.957778,2
127.7172,-0.154125,-0.08607,0.97279,2
127.764,-0.166135,-0.091074,0.962782,2
127.8108,-0.165134,-0.091074,0.962782,2
127.8576,-0.167136,-0.092075,0.967786,2
127.9044,-0.168137,-0.095077,0.970789,2
127.9512,-0.165134,-0.091074,0.965785,2
127.998,-0.171139,-0.095077,0.957778,2
128.0448,-0.178145,-0.093076,0.940764,2
128.0916,-0.159129,-0.094076,0.948771,2
128.1384,-0.165134,-0.096078,0.960781,2
128.1852,-0.169137,-0.093076,0.980797,2
128.232,-0.168137,-0.090073,0.964784,2
128.2788,-0.169137,-0.088072,0.967786,2
128.3256,-0.169137,-0.091074,0.967786,2
128.3724,-0.170138,-0.102083,0.967786,2
128.4192,-0.177144,-0.09808,0.957778,2
128.466,-0.181147,-0.099081,0.962782,2
128.5128,-0.174141,-0.092075,0.970789,2
128.5596,-0.169137,-0.08607,0.964784,2
128.6064,-0.166135,-0.090073,0.949772,2
128.6532,-0.167136,-0.091074,0.957778,2
128.7,-0.162132,-0.093076,0.962782,2
128.7468,-0.178145,-0.09808,0.950773,2
128.7936,-0.178145,-0.091074,0.968787,2
128.8404,-0.164133,-0.089072,0.979796,2
128.8872,-0.163133,-0.097079,0.95978,2
128.934,-0.174141,-0.097079,0.940764,2
128.9808,-0.163133,-0.089072,0.980797,2
129.0276,-0.176143,-0.096078,0.943767,2
129.0744,-0.164133,-0.093076,0.954776,2
129.1212,-0.165134,-0.092075,0.962782,2
129.168,-0.158128,-0.093076,0.961781,2
129.2148,-0.145118,-0.090073,0.97279,2
129.2616,-0.159129,-0.087071,0.97179,2
129.3084,-0.152124,-0.091074,0.981798,2
129.3552,-0.155126,-0.089072,0.953775,2
129.402,-0.174141,-0.099081,0.964784,2
129.4488,-0.176143,-0.100081,0.941765,2
129.4956,-0.168137,-0.096078,0.94777,2
129.5424,-0.167136,-0.091074,0.942766,2
129.5892,-0.174141,-0.091074,0.934759,2
129.636,-0.16013,-0.092075,0.957778,2
129.6828,-0.164133,-0.095077,0.955777,2
129.7296,-0.156127,-0.091074,0.967786,2
129.7764,-0.164133,-0.093076,0.988803,2
129.8232,-0.168137,-0.095077,0.958779,2
129.87,-0.167136,-0.089072,0.968787,2
129.9168,-0.174141,-0.095077,0.953775,2
129.9636,-0.183149,-0.095077,0.964784,2
130.0104,-0.170138,-0.094076,0.950773,2
130.0572,-0.165134,-0.095077,0.949772,2
130.104,-0.166135,-0.094076,0.962782,2
130.1508,-0.173141,-0.096078,0.958779,2
130.1976,-0.157128,-0.088072,0.990805,2
130.2444,-0.14712,-0.084068,0.985801,2
130.2912,-0.161131,-0.087071,0.975793,2
130.338,-0.173141,-0.092075,0.95978,2
130.3848,-0.175142,-0.097079,0.940764,2
130.4316,-0.164133,-0.091074,0.968787,2
130.4784,-0.188153,-0.09808,0.924751,2
130.5252,-0.178145,-0.093076,0.950773,2
130.572,-0.164133,-0.092075,0.961781,2
130.6188,-0.149121,-0.094076,0.966785,2
130.6656,-0.161131,-0.093076,0.950773,2
130.7124,-0.159129,-0.08607,0.975793,2
130.7592,-0.155126,-0.090073,0.973791,2
130.806,-0.171139,-0.091074,0.950773,2
130.8528,-0.161131,-0.090073,0.963783,2
130.8996,-0.158128,-0.084068,0.941765,2
130.9464,-0.166135,-0.092075,0.945768,2
130.9932,-0.155126,-0.096078,0.939764,2
131.04,-0.164133,-0.092075,0.95978,2
131.0868,-0.16013,-0.096078,0.94777,2
131.1336,-0.177144,-0.09808,0.960781,2
131.1804,-0.167136,-0.093076,0.957778,2
131.2272,-0.161131,-0.09808,0.966785,2
131.274,-0.154125,-0.097079,0.977794,2
131.3208,-0.161131,-0.093076,0.955777,2
131.3676,-0.166135,-0.089072,0.965785,2
131.4144,-0.164133,-0.093076,0.967786,2
131.4612,-0.170138,-0.092075,0.973791,2
131.508,-0.163133,-0.093076,0.962782,2
131.5548,-0.159129,-0.085069,0.968787,2
131.6016,-0.161131,-0.092075,0.974792,2
131.6484,-0.156127,-0.094076,0.970789,2
131.6952,-0.161131,-0.089072,0.983799,2
131.742,-0.166135,-0.093076,0.979796,2
131.7888,-0.169137,-0.09808,0.95978,2
131.8356,-0.168137,-0.092075,0.977794,2
131.8824,-0.165134,-0.09808,0.975793,2
131.9292,-0.14712,-0.091074,0.965785,2
131.976,-0.164133,-0.096078,0.960781,2
132.0228,-0.159129,-0.096078,1.022831,2
132.0696,-0.162132,-0.092075,0.981798,2
132.1164,-0.153124,-0.089072,0.979796,2
132.1632,-0.161131,-0.088072,0.974792,2
132.21,-0.165134,-0.094076,0.956777,2
132.2568,-0.16013,-0.094076,0.960781,2
132.3036,-0.158128,-0.088072,0.949772,2
132.3504,-0.156127,-0.093076,0.968787,2
132.3972,-0.167136,-0.091074,0.956777,2
132.444,-0.164133,-0.09808,0.967786,2
132.4908,-0.165134,-0.094076,0.966785,2
132.5376,-0.158128,-0.091074,0.986802,2
132.5844,-0.166135,-0.094076,0.955777,2
132.6312,-0.157128,-0.093076,0.963783,2
132.678,-0.159129,-0.092075,0.960781,2
132.7248,-0.16013,-0.093076,0.973791,2
132.7716,-0.164133,-0.090073,0.951773,2
132.8184,-0.164133,-0.084068,0.964784,2
132.8652,-0.157128,-0.091074,0.969788,2
132.912,-0.157128,-0.092075,0.958779,2
132.9588,-0.161131,-0.085069,0.973791,2
133.0056,-0.158128,-0.092075,0.97279,2
133.0524,-0.16013,-0.094076,0.952774,2
133.0992,-0.173141,-0.092075,0.960781,2
133.146,-0.175142,-0.095077,0.958779,2
133.1928,-0.158128,-0.081066,0.979796,2
133.2396,-0.159129,-0.084068,0.982799,2
133.2864,-0.152124,-0.089072,0.981798,2
133.3332,-0.165134,-0.092075,0.955777,2
133.38,-0.165134,-0.092075,0.961781,2
133.4268,-0.166135,-0.091074,0.962782,2
133.4736,-0.155126,-0.092075,0.960781,2
133.5204,-0.173141,-0.104085,0.942766,2
133.5672,-0.16013,-0.094076,0.949772,2
133.614,-0.164133,-0.101082,0.944768,2
133.6608,-0.176143,-0.096078,0.956777,2
133.7076,-0.167136,-0.092075,0.960781,2
133.7544,-0.170138,-0.096078,0.963783,2
133.8012,-0.163133,-0.089072,0.980797,2
133.848,-0.167136,-0.094076,0.960781,2
133.8948,-0.171139,-0.093076,0.950773,2
133.9416,-0.151123,-0.090073,0.973791,2
133.9884,-0.167136,-0.099081,0.940764,2
134.0352,-0.163133,-0.095077,0.950773,2
134.082,-0.166135,-0.090073,0.948771,2
134.1288,-0.167136,-0.095077,0.94777,2
134.1756,-0.165134,-0.092075,0.941765,2
134.2224,-0.164133,-0.094076,0.956777,2
134.2692,-0.170138,-0.095077,0.952774,2
134.316,-0.166135,-0.090073,0.963783,2
134.3628,-0.14812,-0.091074,0.95978,2
134.4096,-0.149121,-0.090073,0.966785,2
134.4564,-0.157128,-0.092075,0.957778,2
134.5032,-0.161131,-0.094076,0.97279,2
134.55,-0.161131,-0.089072,0.976794,2
134.5968,-0.161131,-0.097079,0.95978,2
134.6436,-0.155126,-0.093076,0.982799,2
134.6904,-0.168137,-0.095077,0.965785,2
134.7372,-0.156127,-0.093076,0.97179,2
134.784,-0.165134,-0.089072,0.963783,2
134.8308,-0.177144,-0.091074,0.957778,2
134.8776,-0.159129,-0.089072,0.960781,2
134.9244,-0.171139,-0.093076,0.954776,2
134.9712,-0.16013,-0.093076,0.958779,2
135.018,-0.166135,-0.088072,0.976794,2
135.0648,-0.161131,-0.089072,0.965785,2
135.1116,-0.171139,-0.093076,0.93576,2
135.1584,-0.181147,-0.096078,0.944768,2
135.2052,-0.165134,-0.094076,0.964784,2
135.252,-0.163133,-0.093076,0.963783,2
135.2988,-0.161131,-0.096078,0.966785,2
135.3456,-0.157128,-0.091074,0.966785,2
135.3924,-0.151123,-0.090073,0.987803,2
135.4392,-0.156127,-0.091074,0.974792,2
135.486,-0.165134,-0.093076,0.960781,2
135.5328,-0.165134,-0.092075,0.970789,2
135.5796,-0.166135,-0.093076,0.964784,2
135.6264,-0.159129,-0.088072,0.962782,2
135.6732,-0.158128,-0.095077,0.961781,2
135.72,-0.162132,-0.095077,0.95978,2
135.7668,-0.166135,-0.095077,0.957778,2
135.8136,-0.163133,-0.096078,0.966785,2
135.8604,-0.16013,-0.097079,0.964784,2
135.9072,-0.16013,-0.087071,0.956777,2
135.954,-0.151123,-0.089072,0.956777,2
136.0008,-0.155126,-0.088072,0.980797,2
136.0476,-0.157128,-0.091074,0.949772,2
136.0944,-0.168137,-0.090073,0.962782,2
136.1412,-0.162132,-0.092075,0.951773,2
136.188,-0.164133,-0.094076,0.961781,2
136.2348,-0.181147,-0.099081,0.940764,2
136.2816,-0.157128,-0.090073,0.95978,2
136.3284,-0.170138,-0.09808,0.954776,2
136.3752,-0.159129,-0.092075,0.956777,2
136.422,-0.158128,-0.087071,0.961781,2
136.4688,-0.164133,-0.091074,0.973791,2
136.5156,-0.164133,-0.087071,0.973791,2
136.5624,-0.159129,-0.08607,0.94777,2
136.6092,-0.161131,-0.095077,0.952774,2
136.656,-0.164133,-0.089072,0.961781,2
136.7028,-0.156127,-0.08607,0.975793,2
136.7496,-0.166135,-0.093076,0.964784,2
136.7964,-0.179146,-0.087071,0.967786,2
136.8432,-0.165134,-0.095077,0.957778,2
136.89,-0.164133,-0.088072,0.951773,2
136.9368,-0.161131,-0.090073,0.945768,2
136.9836,-0.151123,-0.085069,0.97279,2
137.0304,-0.154125,-0.088072,0.961781,2
137.0772,-0.154125,-0.093076,0.97179,2
137.124,-0.162132,-0.092075,0.960781,2
137.1708,-0.163133,-0.089072,0.956777,2
137.2176,-0.145118,-0.088072,0.981798,2
137.2644,-0.161131,-0.091074,0.976794,2
137.3112,-0.138112,-0.08607,0.981798,2
137.358,-0.154125,-0.087071,0.967786,2
137.4048,-0.166135,-0.094076,0.952774,2
137.4516,-0.155126,-0.095077,0.985801,2
137.4984,-0.154125,-0.089072,0.980797,2
137.5452,-0.164133,-0.097079,0.976794,2
137.592,-0.163133,-0.089072,0.966785,2
137.6388,-0.159129,-0.089072,0.963783,2
137.6856,-0.180146,-0.09808,0.937762,2
137.7324,-0.165134,-0.093076,0.956777,2
137.7792,-0.170138,-0.092075,0.955777,2
137.826,-0.164133,-0.097079,0.958779,2
137.8728,-0.168137,-0.099081,0.952774,2
137.9196,-0.178145,-0.094076,0.954776,2
137.9664,-0.17214,-0.095077,0.946769,2
138.0132,-0.16013,-0.087071,0.963783,2
138.06,-0.163133,-0.090073,0.95978,2
138.1068,-0.180146,-0.089072,0.964784,2
138.1536,-0.176143,-0.093076,0.937762,2
138.2004,-0.17214,-0.09808,0.949772,2
138.2472,-0.179146,-0.096078,0.950773,2
138.294,-0.167136,-0.092075,0.952774,2
138.3408,-0.165134,-0.093076,0.958779,2
138.3876,-0.171139,-0.097079,0.948771,2
138.4344,-0.165134,-0.09808,0.958779,2
138.4812,-0.153124,-0.091074,0.967786,2
138.528,-0.162132,-0.09808,0.961781,2
138.5748,-0.157128,-0.092075,0.970789,2
138.6216,-0.180146,-0.095077,0.955777,2
138.6684,-0.174141,-0.097079,0.946769,2
138.7152,-0.17214,-0.090073,0.980797,2
138.762,-0.163133,-0.094076,0.960781,2
138.8088,-0.171139,-0.096078,0.950773,2
138.8556,-0.170138,-0.09808,0.94777,2
138.9024,-0.154125,-0.091074,0.974792,2
138.9492,-0.159129,-0.100081,0.974792,2
138.996,-0.163133,-0.093076,0.961781,2
139.0428,-0.165134,-0.090073,0.957778,2
139.0896,-0.161131,-0.090073,0.960781,2
139.1364,-0.173141,-0.102083,0.95978,2
139.1832,-0.158128,-0.094076,0.945768,2
139.23,-0.149121,-0.090073,0.964784,2
139.2768,-0.163133,-0.093076,0.955777,2
139.3236,-0.170138,-0.095077,0.964784,2
139.3704,-0.169137,-0.096078,0.956777,2
139.4172,-0.164133,-0.092075,0.976794,2
139.464,-0.162132,-0.091074,0.954776,2
139.5108,-0.162132,-0.090073,0.939764,2
139.5576,-0.18515,-0.099081,0.937762,2
139.6044,-0.156127,-0.090073,0.969788,2
139.6512,-0.159129,-0.088072,0.974792,2
139.698,-0.165134,-0.093076,0.952774,2
139.7448,-0.154125,-0.095077,0.954776,2
139.7916,-0.162132,-0.101082,0.940764,2
139.8384,-0.167136,-0.097079,0.927754,2
139.8852,-0.169137,-0.08607,0.954776,2
139.932,-0.162132,-0.091074,0.964784,2
139.9788,-0.16013,-0.089072,0.976794,2
140.0256,-0.159129,-0.095077,0.970789,2
140.0724,-0.156127,-0.089072,0.978795,2
140.1192,-0.166135,-0.091074,0.966785,2
140.166,-0.162132,-0.087071,0.980797,2
140.2128,-0.171139,-0.090073,0.954776,2
140.2596,-0.17214,-0.092075,0.942766,2
140.3064,-0.164133,-0.096078,0.960781,2
140.3532,-0.17214,-0.099081,0.937762,2
140.4,-0.164133,-0.096078,0.962782,2
140.4468,-0.180146,-0.097079,0.953775,2
140.4936,-0.179146,-0.097079,0.943767,2
140.5404,-0.17214,-0.091074,0.956777,2
140.5872,-0.174141,-0.092075,0.955777,2
140.634,-0.161131,-0.094076,0.968787,2
140.6808,-0.168137,-0.096078,0.969788,2
140.7276,-0.178145,-0.099081,0.960781,2
140.7744,-0.168137,-0.096078,0.967786,2
140.8212,-0.153124,-0.089072,0.957778,2
140.868,-0.16013,-0.092075,0.964784,2
140.9148,-0.16013,-0.099081,0.94777,2
140.9616,-0.162132,-0.094076,0.958779,2
141.0084,-0.149121,-0.096078,0.962782,2
141.0552,-0.165134,-0.094076,0.965785,2
141.102,-0.16013,-0.092075,0.967786,2
141.1488,-0.166135,-0.092075,0.955777,2
141.1956,-0.155126,-0.08607,0.969788,2
141.2424,-0.166135,-0.092075,0.943767,2
141.2892,-0.178145,-0.093076,0.944768,2
141.336,-0.165134,-0.091074,0.95978,2
141.3828,-0.159129,-0.094076,0.95978,2
141.4296,-0.154125,-0.093076,0.967786,2
141.4764,-0.157128,-0.088072,0.966785,2
141.5232,-0.155126,-0.092075,0.963783,2
141.57,-0.157128,-0.093076,0.955777,2
141.6168,-0.164133,-0.091074,0.949772,2
141.6636,-0.159129,-0.087071,0.974792,2
141.7104,-0.173141,-0.094076,0.962782,2
141.7572,-0.169137,-0.096078,0.961781,2
141.804,-0.163133,-0.089072,0.964784,2
141.8508,-0.154125,-0.083067,0.97279,2
141.8976,-0.157128,-0.093076,0.963783,2
141.9444,-0.150122,-0.090073,0.945768,2
141.9912,-0.171139,-0.089072,0.97179,2
142.038,-0.174141,-0.08607,0.965785,2
142.0848,-0.170138,-0.091074,0.945768,2
142.1316,-0.162132,-0.089072,0.952774,2
142.1784,-0.153124,-0.094076,0.962782,2
142.2252,-0.152124,-0.087071,0.97279,2
142.272,-0.164133,-0.094076,0.966785,2
142.3188,-0.169137,-0.097079,0.980797,2
142.3656,-0.170138,-0.093076,0.944768,2
142.4124,-0.159129,-0.091074,0.950773,2
142.4592,-0.174141,-0.097079,0.953775,2
142.506,-0.168137,-0.097079,0.960781,2
142.5528,-0.164133,-0.089072,0.951773,2
142.5996,-0.170138,-0.094076,0.9848,2
142.6464,-0.16013,-0.092075,0.975793,2
142.6932,-0.169137,-0.096078,0.966785,2
142.74,-0.165134,-0.093076,0.963783,2
142.7868,-0.171139,-0.092075,0.952774,2
142.8336,-0.169137,-0.094076,0.946769,2
142.8804,-0.163133,-0.094076,0.960781,2
142.9272,-0.175142,-0.102083,0.950773,2
142.974,-0.158128,-0.093076,0.962782,2
143.0208,-0.161131,-0.093076,0.956777,2
143.0676,-0.164133,-0.096078,0.943767,2
143.1144,-0.159129,-0.084068,0.9848,2
143.1612,-0.154125,-0.093076,0.973791,2
143.208,-0.167136,-0.095077,0.957778,2
143.2548,-0.174141,-0.093076,0.928755,2
143.3016,-0.165134,-0.094076,0.95978,2
143.3484,-0.156127,-0.089072,0.960781,2
143.3952,-0.169137,-0.096078,0.952774,2
143.442,-0.173141,-0.092075,0.955777,2
143.4888,-0.174141,-0.095077,0.969788,2
143.5356,-0.169137,-0.092075,0.966785,2
143.5824,-0.17214,-0.091074,0.955777,2
143.6292,-0.188153,-0.096078,0.950773,2
143.676,-0.167136,-0.091074,0.964784,2
143.7228,-0.153124,-0.087071,0.967786,2
143.7696,-0.165134,-0.089072,0.963783,2
143.8164,-0.153124,-0.092075,0.989804,2
143.8632,-0.176143,-0.099081,0.961781,2
143.91,-0.167136,-0.093076,0.980797,2
143.9568,-0.188153,-0.095077,0.960781,2
144.0036,-0.178145,-0.093076,0.95978,2
144.0504,-0.173141,-0.089072,0.95978,2
144.0972,-0.17214,-0.089072,0.958779,2
144.144,-0.165134,-0.090073,0.960781,2
144.1908,-0.161131,-0.095077,0.962782,2
144.2376,-0.167136,-0.095077,0.977794,2
144.2844,-0.169137,-0.100081,0.945768,2
144.3312,-0.164133,-0.099081,0.951773,2
144.378,-0.164133,-0.094076,0.965785,2
144.4248,-0.167136,-0.092075,0.970789,2
144.4716,-0.16013,-0.095077,0.97279,2
144.5184,-0.169137,-0.097079,0.961781,2
144.5652,-0.169137,-0.092075,0.954776,2
144.612,-0.164133,-0.094076,0.963783,2
144.6588,-0.161131,-0.091074,0.982799,2
144.7056,-0.171139,-0.09808,0.966785,2
144.7524,-0.167136,-0.097079,0.950773,2
144.7992,-0.165134,-0.09808,0.942766,2
144.846,-0.143116,-0.089072,0.966785,2
144.8928,-0.161131,-0.096078,0.968787,2
144.9396,-0.153124,-0.093076,0.967786,2
144.9864,-0.158128,-0.090073,0.964784,2
145.0332,-0.157128,-0.094076,0.965785,2
145.08,-0.16013,-0.094076,0.961781,2
145.1268,-0.141115,-0.087071,0.982799,2
145.1736,-0.162132,-0.094076,0.953775,2
145.2204,-0.171139,-0.096078,0.951773,2
145.2672,-0.169137,-0.096078,0.955777,2
145.314,-0.17214,-0.088072,0.957778,2
145.3608,-0.163133,-0.093076,0.963783,2
145.4076,-0.166135,-0.100081,0.939764,2
145.4544,-0.169137,-0.096078,0.937762,2
145.5012,-0.161131,-0.090073,0.94777,2
145.548,-0.162132,-0.095077,0.963783,2
145.5948,-0.155126,-0.088072,0.967786,2
145.6416,-0.158128,-0.092075,0.97279,2
145.6884,-0.161131,-0.094076,0.964784,2
145.7352,-0.153124,-0.089072,0.981798,2
145.782,-0.158128,-0.092075,0.968787,2
145.8288,-0.153124,-0.083067,0.9848,2
145.8756,-0.153124,-0.091074,0.9848,2
145.9224,-0.154125,-0.090073,0.97279,2
145.9692,-0.16013,-0.092075,0.966785,2
146.016,-0.162132,-0.092075,0.964784,2
146.0628,-0.169137,-0.099081,0.966785,2
146.1096,-0.161131,-0.08607,0.982799,2
146.1564,-0.158128,-0.090073,0.974792,2
146.2032,-0.162132,-0.091074,0.956777,2
146.25,-0.168137,-0.097079,0.949772,2
146.2968,-0.169137,-0.095077,0.963783,2
146.3436,-0.155126,-0.101082,0.963783,2
146.3904,-0.155126,-0.093076,0.95978,2
146.4372,-0.154125,-0.092075,0.955777,2
146.484,-0.167136,-0.095077,0.956777,2
146.5308,-0.168137,-0.096078,0.94777,2
146.5776,-0.167136,-0.091074,0.980797,2
146.6244,-0.169137,-0.096078,0.963783,2
146.6712,-0.164133,-0.094076,0.963783,2
146.718,-0.165134,-0.091074,0.963783,2
146.7648,-0.165134,-0.091074,0.965785,2
146.8116,-0.170138,-0.099081,0.956777,2
146.8584,-0.159129,-0.092075,0.975793,2
146.9052,-0.163133,-0.096078,0.961781,2
146.952,-0.164133,-0.091074,0.964784,2
146.9988,-0.168137,-0.091074,0.962782,2
147.0456,-0.159129,-0.095077,0.955777,2
147.0924,-0.164133,-0.094076,0.966785,2
147.1392,-0.155126,-0.092075,0.973791,2
147.186,-0.156127,-0.094076,0.97279,2
147.2328,-0.159129,-0.093076,0.973791,2
147.2796,-0.16013,-0.092075,0.961781,2
147.3264,-0.164133,-0.095077,0.958779,2
147.3732,-0.166135,-0.091074,0.970789,2
147.42,-0.164133,-0.095077,0.961781,2
147.4668,-0.175142,-0.093076,0.942766,2
147.5136,-0.168137,-0.095077,0.943767,2
147.5604,-0.170138,-0.097079,0.957778,2
147.6072,-0.171139,-0.101082,0.952774,2
147.654,-0.165134,-0.097079,0.956777,2
147.7008,-0.173141,-0.091074,0.956777,2
147.7476,-0.169137,-0.095077,0.954776,2
147.7944,-0.169137,-0.09808,0.945768,2
147.8412,-0.162132,-0.094076,0.966785,2
147.888,-0.165134,-0.094076,0.963783,2
147.9348,-0.175142,-0.093076,0.966785,2
147.9816,-0.169137,-0.099081,0.957778,2
148.0284,-0.166135,-0.096078,0.948771,2
148.0752,-0.169137,-0.094076,0.962782,2
148.122,-0.159129,-0.094076,0.968787,2
148.1688,-0.162132,-0.091074,0.963783,2
148.2156,-0.153124,-0.088072,0.980797,2
148.2624,-0.149121,-0.090073,0.9848,2
148.3092,-0.171139,-0.097079,0.94777,2
148.356,-0.167136,-0.095077,0.960781,2
148.4028,-0.159129,-0.096078,0.97279,2
148.4496,-0.163133,-0.094076,0.958779,2
148.4964,-0.14812,-0.090073,0.965785,2
148.5432,-0.17214,-0.09808,0.948771,2
148.59,-0.163133,-0.094076,0.967786,2
148.6368,-0.170138,-0.09808,0.942766,2
148.6836,-0.170138,-0.099081,0.946769,2
148.7304,-0.154125,-0.090073,0.995809,2
148.7772,-0.152124,-0.093076,0.988803,2
148.824,-0.166135,-0.095077,0.963783,2
148.8708,-0.166135,-0.095077,0.964784,2
148.9176,-0.159129,-0.093076,0.962782,2
148.9644,-0.171139,-0.088072,0.978795,2
149.0112,-0.175142,-0.096078,0.955777,2
149.058,-0.153124,-0.090073,0.970789,2
149.1048,-0.16013,-0.092075,0.962782,2
149.1516,-0.165134,-0.095077,0.960781,2
149.1984,-0.163133,-0.095077,0.977794,2
149.2452,-0.167136,-0.09808,0.94777,2
149.292,-0.165134,-0.095077,0.960781,2
149.3388,-0.174141,-0.095077,0.946769,2
149.3856,-0.177144,-0.093076,0.944768,2
149.4324,-0.173141,-0.09808,0.936761,2
149.4792,-0.170138,-0.093076,0.952774,2
149.526,-0.165134,-0.088072,0.950773,2
149.5728,-0.169137,-0.094076,0.945768,2
149.6196,-0.154125,-0.090073,0.969788,2
