timestamps,X,Y,Z,activities
303.966,-0.16013,-0.094076,0.949772,2
304.0128,-0.152124,-0.094076,0.981798,2
304.0596,-0.156127,-0.094076,0.957778,2
304.1064,-0.159129,-0.094076,0.958779,2
304.1532,-0.149121,-0.093076,0.97279,2
304.2,-0.16013,-0.099081,0.966785,2
304.2468,-0.156127,-0.094076,0.977794,2
304.2936,-0.14712,-0.100081,0.991806,2
304.3404,-0.151123,-0.095077,0.975793,2
304.3872,-0.146119,-0.088072,0.964784,2
304.434,-0.153124,-0.093076,0.986802,2
304.4808,-0.167136,-0.096078,0.961781,2
304.5276,-0.169137,-0.095077,0.956777,2
304.5744,-0.169137,-0.091074,0.958779,2
304.6212,-0.155126,-0.090073,0.968787,2
304.668,-0.16013,-0.096078,0.963783,2
304.7148,-0.156127,-0.094076,0.987803,2
304.7616,-0.175142,-0.107087,0.949772,2
304.8084,-0.158128,-0.09808,0.962782,2
304.8552,-0.171139,-0.109089,0.937762,2
304.902,-0.167136,-0.097079,0.954776,2
304.9488,-0.165134,-0.097079,0.956777,2
304.9956,-0.166135,-0.092075,0.958779,2
305.0424,-0.170138,-0.094076,0.964784,2
305.0892,-0.167136,-0.09808,0.953775,2
305.136,-0.164133,-0.09808,0.960781,2
305.1828,-0.167136,-0.096078,0.973791,2
305.2296,-0.14712,-0.094076,0.992807,2
305.2764,-0.14812,-0.096078,0.978795,2
305.3232,-0.145118,-0.092075,1.006818,2
305.37,-0.155126,-0.092075,0.985801,2
305.4168,-0.161131,-0.094076,0.973791,2
305.4636,-0.166135,-0.097079,0.944768,2
305.5104,-0.164133,-0.097079,0.951773,2
305.5572,-0.151123,-0.094076,0.966785,2
305.604,-0.159129,-0.095077,0.962782,2
305.6508,-0.170138,-0.100081,0.951773,2
305.6976,-0.153124,-0.096078,0.95978,2
305.7444,-0.157128,-0.096078,0.963783,2
305.7912,-0.154125,-0.092075,0.982799,2
305.838,-0.150122,-0.08607,0.985801,2
305.8848,-0.144117,-0.087071,0.975793,2
305.9316,-0.155126,-0.088072,0.980797,2
305.9784,-0.163133,-0.092075,0.981798,2
306.0252,-0.153124,-0.093076,0.988803,2
306.072,-0.157128,-0.091074,0.95978,2
306.1188,-0.154125,-0.09808,0.973791,2
306.1656,-0.163133,-0.103084,0.929755,2
306.2124,-0.14712,-0.091074,0.980797,2
306.2592,-0.157128,-0.09808,0.978795,2
306.306,-0.164133,-0.102083,0.957778,2
306.3528,-0.16013,-0.096078,0.969788,2
306.3996,-0.163133,-0.096078,0.933759,2
306.4464,-0.159129,-0.096078,0.921749,2
306.4932,-0.155126,-0.103084,0.946769,2
306.54,-0.161131,-0.095077,0.963783,2
306.5868,-0.157128,-0.093076,0.967786,2
306.6336,-0.150122,-0.096078,0.977794,2
306.6804,-0.150122,-0.094076,0.961781,2
306.7272,-0.158128,-0.095077,0.95978,2
306.774,-0.158128,-0.094076,0.97279,2
306.8208,-0.168137,-0.095077,0.960781,2
306.8676,-0.173141,-0.094076,0.958779,2
306.9144,-0.155126,-0.093076,0.962782,2
306.9612,-0.168137,-0.09808,0.941765,2
307.008,-0.159129,-0.095077,0.965785,2
307.0548,-0.161131,-0.093076,0.960781,2
307.1016,-0.154125,-0.092075,0.974792,2
307.1484,-0.156127,-0.088072,0.960781,2
307.1952,-0.150122,-0.090073,0.97279,2
307.242,-0.164133,-0.096078,0.963783,2
307.2888,-0.166135,-0.097079,0.954776,2
307.3356,-0.173141,-0.097079,0.939764,2
307.3824,-0.161131,-0.097079,0.954776,2
307.4292,-0.151123,-0.096078,0.968787,2
307.476,-0.163133,-0.097079,0.965785,2
307.5228,-0.151123,-0.100081,0.946769,2
307.5696,-0.154125,-0.089072,0.956777,2
307.6164,-0.146119,-0.092075,0.963783,2
307.6632,-0.167136,-0.095077,0.967786,2
307.71,-0.167136,-0.099081,0.948771,2
307.7568,-0.159129,-0.097079,0.951773,2
307.8036,-0.173141,-0.097079,0.942766,2
307.8504,-0.166135,-0.094076,0.953775,2
307.8972,-0.169137,-0.101082,0.950773,2
307.944,-0.162132,-0.092075,0.95978,2
307.9908,-0.163133,-0.097079,0.963783,2
308.0376,-0.169137,-0.09808,0.963783,2
308.0844,-0.174141,-0.101082,0.962782,2
308.1312,-0.169137,-0.100081,0.966785,2
308.178,-0.164133,-0.099081,0.962782,2
308.2248,-0.166135,-0.092075,0.968787,2
308.2716,-0.162132,-0.094076,0.963783,2
308.3184,-0.14712,-0.087071,0.970789,2
308.3652,-0.151123,-0.091074,0.969788,2
308.412,-0.166135,-0.095077,0.97279,2
308.4588,-0.166135,-0.096078,0.977794,2
308.5056,-0.176143,-0.103084,0.970789,2
308.5524,-0.156127,-0.090073,0.967786,2
308.5992,-0.159129,-0.093076,0.985801,2
308.646,-0.157128,-0.097079,0.970789,2
308.6928,-0.151123,-0.091074,0.974792,2
308.7396,-0.152124,-0.091074,0.977794,2
308.7864,-0.165134,-0.096078,0.950773,2
308.8332,-0.168137,-0.096078,0.969788,2
308.88,-0.166135,-0.097079,0.961781,2
308.9268,-0.167136,-0.096078,0.97179,2
308.9736,-0.164133,-0.103084,0.954776,2
309.0204,-0.155126,-0.090073,0.991806,2
309.0672,-0.151123,-0.092075,0.95978,2
309.114,-0.153124,-0.097079,0.967786,2
309.1608,-0.161131,-0.090073,0.97279,2
309.2076,-0.156127,-0.093076,0.969788,2
309.2544,-0.161131,-0.095077,0.981798,2
309.3012,-0.177144,-0.100081,0.951773,2
309.348,-0.16013,-0.092075,0.95978,2
309.3948,-0.158128,-0.092075,0.995809,2
309.4416,-0.153124,-0.090073,0.981798,2
309.4884,-0.161131,-0.094076,0.968787,2
309.5352,-0.161131,-0.089072,0.960781,2
309.582,-0.167136,-0.096078,0.937762,2
309.6288,-0.161131,-0.101082,0.954776,2
309.6756,-0.166135,-0.092075,0.980797,2
309.7224,-0.169137,-0.093076,0.967786,2
309.7692,-0.171139,-0.095077,0.954776,2
309.816,-0.164133,-0.094076,0.963783,2
309.8628,-0.165134,-0.094076,0.967786,2
309.9096,-0.158128,-0.092075,0.97179,2
309.9564,-0.156127,-0.096078,0.968787,2
310.0032,-0.149121,-0.089072,0.9848,2
310.05,-0.145118,-0.088072,0.97279,2
310.0968,-0.166135,-0.100081,0.961781,2
310.1436,-0.157128,-0.100081,0.952774,2
310.1904,-0.145118,-0.094076,0.963783,2
310.2372,-0.156127,-0.093076,0.966785,2
310.284,-0.164133,-0.094076,0.962782,2
310.3308,-0.154125,-0.096078,0.980797,2
310.3776,-0.164133,-0.100081,0.964784,2
310.4244,-0.16013,-0.100081,0.97279,2
310.4712,-0.149121,-0.096078,0.968787,2
310.518,-0.149121,-0.096078,0.965785,2
310.5648,-0.142115,-0.088072,0.983799,2
310.6116,-0.178145,-0.107087,0.95978,2
310.6584,-0.174141,-0.104085,0.952774,2
310.7052,-0.161131,-0.096078,0.97179,2
310.752,-0.162132,-0.095077,0.968787,2
310.7988,-0.152124,-0.095077,0.978795,2
310.8456,-0.178145,-0.099081,0.958779,2
310.8924,-0.168137,-0.09808,0.958779,2
310.9392,-0.163133,-0.099081,0.975793,2
310.986,-0.159129,-0.092075,0.970789,2
311.0328,-0.168137,-0.101082,0.938763,2
311.0796,-0.165134,-0.097079,0.969788,2
311.1264,-0.154125,-0.095077,0.951773,2
311.1732,-0.171139,-0.097079,0.95978,2
311.22,-0.164133,-0.093076,0.95978,2
311.2668,-0.167136,-0.09808,0.952774,2
311.3136,-0.167136,-0.094076,0.964784,2
311.3604,-0.159129,-0.09808,0.975793,2
311.4072,-0.164133,-0.095077,0.97179,2
311.454,-0.157128,-0.094076,0.97179,2
311.5008,-0.152124,-0.091074,0.970789,2
311.5476,-0.169137,-0.103084,0.945768,2
311.5944,-0.164133,-0.102083,0.949772,2
311.6412,-0.165134,-0.097079,0.955777,2
311.688,-0.165134,-0.09808,0.962782,2
311.7348,-0.182148,-0.101082,0.951773,2
311.7816,-0.171139,-0.092075,0.965785,2
311.8284,-0.153124,-0.092075,0.95978,2
311.8752,-0.14712,-0.092075,0.976794,2
311.922,-0.150122,-0.091074,0.963783,2
311.9688,-0.159129,-0.092075,0.969788,2
312.0156,-0.171139,-0.097079,0.95978,2
312.0624,-0.155126,-0.103084,0.974792,2
312.1092,-0.16013,-0.105085,0.970789,2
312.156,-0.158128,-0.097079,0.957778,2
312.2028,-0.167136,-0.099081,0.940764,2
312.2496,-0.155126,-0.100081,0.960781,2
312.2964,-0.170138,-0.09808,0.951773,2
312.3432,-0.17214,-0.100081,0.939764,2
312.39,-0.161131,-0.092075,0.946769,2
312.4368,-0.152124,-0.099081,0.973791,2
312.4836,-0.177144,-0.107087,0.956777,2
312.5304,-0.166135,-0.09808,0.960781,2
312.5772,-0.165134,-0.094076,0.960781,2
312.624,-0.169137,-0.09808,0.960781,2
312.6708,-0.175142,-0.101082,0.95978,2
312.7176,-0.164133,-0.097079,0.97179,2
312.7644,-0.153124,-0.090073,0.967786,2
312.8112,-0.150122,-0.088072,0.955777,2
312.858,-0.169137,-0.100081,0.965785,2
312.9048,-0.168137,-0.099081,0.962782,2
312.9516,-0.177144,-0.106086,0.933759,2
312.9984,-0.174141,-0.102083,0.957778,2
313.0452,-0.169137,-0.101082,0.953775,2
313.092,-0.162132,-0.096078,0.964784,2
313.1388,-0.17214,-0.100081,0.963783,2
313.1856,-0.163133,-0.104085,0.957778,2
313.2324,-0.151123,-0.08607,0.962782,2
313.2792,-0.146119,-0.092075,0.961781,2
313.326,-0.169137,-0.095077,0.95978,2
313.3728,-0.167136,-0.096078,0.962782,2
313.4196,-0.166135,-0.09808,0.965785,2
313.4664,-0.163133,-0.092075,0.963783,2
313.5132,-0.164133,-0.094076,0.956777,2
313.56,-0.161131,-0.096078,0.962782,2
313.6068,-0.157128,-0.095077,0.948771,2
313.6536,-0.162132,-0.092075,0.956777,2
313.7004,-0.159129,-0.093076,0.967786,2
313.7472,-0.161131,-0.104085,0.953775,2
313.794,-0.167136,-0.096078,0.952774,2
313.8408,-0.164133,-0.089072,0.962782,2
313.8876,-0.153124,-0.099081,0.978795,2
313.9344,-0.161131,-0.09808,0.967786,2
313.9812,-0.162132,-0.095077,0.991806,2
314.028,-0.167136,-0.099081,0.963783,2
314.0748,-0.164133,-0.09808,0.967786,2
314.1216,-0.156127,-0.092075,0.967786,2
314.1684,-0.164133,-0.095077,0.953775,2
314.2152,-0.157128,-0.091074,0.979796,2
314.262,-0.165134,-0.097079,0.95978,2
314.3088,-0.164133,-0.099081,0.962782,2
314.3556,-0.163133,-0.096078,0.962782,2
314.4024,-0.168137,-0.103084,0.940764,2
314.4492,-0.166135,-0.097079,0.945768,2
314.496,-0.164133,-0.094076,0.95978,2
314.5428,-0.167136,-0.095077,0.957778,2
314.5896,-0.16013,-0.093076,0.976794,2
314.6364,-0.154125,-0.094076,0.97179,2
314.6832,-0.149121,-0.087071,0.993808,2
314.73,-0.162132,-0.092075,0.965785,2
314.7768,-0.153124,-0.095077,0.967786,2
314.8236,-0.163133,-0.096078,0.954776,2
314.8704,-0.167136,-0.09808,0.955777,2
314.9172,-0.159129,-0.090073,0.979796,2
314.964,-0.159129,-0.096078,0.963783,2
315.0108,-0.121098,-0.095077,0.992807,2
315.0576,-0.164133,-0.103084,0.961781,2
315.1044,-0.163133,-0.097079,0.958779,2
315.1512,-0.166135,-0.099081,0.961781,2
315.198,-0.171139,-0.096078,0.94777,2
315.2448,-0.16013,-0.097079,0.958779,2
315.2916,-0.179146,-0.100081,0.950773,2
315.3384,-0.159129,-0.09808,0.951773,2
315.3852,-0.14712,-0.085069,0.976794,2
315.432,-0.164133,-0.097079,0.965785,2
315.4788,-0.158128,-0.091074,0.957778,2
315.5256,-0.142115,-0.096078,0.963783,2
315.5724,-0.168137,-0.097079,0.950773,2
315.6192,-0.153124,-0.089072,0.978795,2
315.666,-0.165134,-0.092075,0.958779,2
315.7128,-0.156127,-0.096078,0.957778,2
315.7596,-0.167136,-0.103084,0.960781,2
315.8064,-0.165134,-0.094076,0.978795,2
315.8532,-0.163133,-0.096078,0.965785,2
315.9,-0.166135,-0.093076,0.958779,2
315.9468,-0.168137,-0.092075,0.974792,2
315.9936,-0.187152,-0.094076,0.974792,2
316.0404,-0.167136,-0.094076,0.980797,2
316.0872,-0.157128,-0.094076,0.965785,2
316.134,-0.156127,-0.094076,0.965785,2
316.1808,-0.145118,-0.092075,0.979796,2
316.2276,-0.156127,-0.091074,0.955777,2
316.2744,-0.164133,-0.091074,0.960781,2
316.3212,-0.173141,-0.09808,0.939764,2
316.368,-0.158128,-0.096078,0.964784,2
316.4148,-0.161131,-0.100081,0.960781,2
316.4616,-0.16013,-0.095077,0.956777,2
316.5084,-0.167136,-0.090073,0.955777,2
316.5552,-0.17214,-0.095077,0.952774,2
316.602,-0.158128,-0.095077,0.965785,2
316.6488,-0.169137,-0.096078,0.965785,2
316.6956,-0.170138,-0.099081,0.948771,2
316.7424,-0.167136,-0.09808,0.954776,2
316.7892,-0.158128,-0.096078,0.958779,2
316.836,-0.164133,-0.091074,0.964784,2
316.8828,-0.163133,-0.093076,0.9848,2
316.9296,-0.14712,-0.089072,0.982799,2
316.9764,-0.17214,-0.096078,0.949772,2
317.0232,-0.162132,-0.094076,0.975793,2
317.07,-0.150122,-0.087071,1.023832,2
317.1168,-0.14812,-0.100081,0.986802,2
317.1636,-0.157128,-0.097079,0.967786,2
317.2104,-0.164133,-0.094076,0.940764,2
317.2572,-0.162132,-0.096078,0.94777,2
317.304,-0.158128,-0.092075,0.960781,2
317.3508,-0.14712,-0.091074,0.975793,2
317.3976,-0.165134,-0.097079,0.970789,2
317.4444,-0.16013,-0.094076,0.974792,2
317.4912,-0.158128,-0.084068,0.967786,2
317.538,-0.154125,-0.096078,0.977794,2
317.5848,-0.169137,-0.097079,0.956777,2
317.6316,-0.168137,-0.093076,0.952774,2
317.6784,-0.170138,-0.099081,0.952774,2
317.7252,-0.166135,-0.093076,0.969788,2
317.772,-0.163133,-0.094076,0.962782,2
317.8188,-0.169137,-0.096078,0.943767,2
317.8656,-0.168137,-0.093076,0.950773,2
317.9124,-0.162132,-0.097079,0.964784,2
317.9592,-0.155126,-0.092075,0.941765,2
318.006,-0.158128,-0.095077,0.961781,2
318.0528,-0.16013,-0.092075,0.962782,2
318.0996,-0.156127,-0.096078,0.958779,2
318.1464,-0.173141,-0.107087,0.92275,2
318.1932,-0.173141,-0.099081,0.904735,2
318.24,-0.163133,-0.093076,0.960781,2
318.2868,-0.157128,-0.097079,0.957778,2
318.3336,-0.169137,-0.095077,0.963783,2
318.3804,-0.159129,-0.094076,0.968787,2
318.4272,-0.158128,-0.100081,0.970789,2
318.474,-0.161131,-0.096078,0.962782,2
318.5208,-0.157128,-0.092075,0.963783,2
318.5676,-0.166135,-0.09808,0.961781,2
318.6144,-0.173141,-0.102083,0.958779,2
318.6612,-0.162132,-0.09808,0.962782,2
318.708,-0.158128,-0.09808,0.962782,2
318.7548,-0.150122,-0.097079,0.967786,2
318.8016,-0.158128,-0.096078,0.955777,2
318.8484,-0.157128,-0.091074,0.962782,2
318.8952,-0.14712,-0.091074,0.963783,2
318.942,-0.166135,-0.09808,0.938763,2
318.9888,-0.161131,-0.104085,0.950773,2
319.0356,-0.16013,-0.09808,0.97279,2
319.0824,-0.164133,-0.100081,0.950773,2
319.1292,-0.170138,-0.099081,0.946769,2
319.176,-0.162132,-0.100081,0.965785,2
319.2228,-0.156127,-0.104085,0.951773,2
319.2696,-0.179146,-0.102083,0.946769,2
319.3164,-0.176143,-0.099081,0.960781,2
319.3632,-0.166135,-0.100081,0.970789,2
319.41,-0.175142,-0.102083,0.963783,2
319.4568,-0.167136,-0.096078,0.954776,2
319.5036,-0.174141,-0.09808,0.934759,2
319.5504,-0.16013,-0.091074,0.952774,2
319.5972,-0.171139,-0.09808,0.94777,2
319.644,-0.163133,-0.09808,0.962782,2
319.6908,-0.17214,-0.097079,0.934759,2
319.7376,-0.171139,-0.100081,0.942766,2
319.7844,-0.166135,-0.097079,0.950773,2
319.8312,-0.163133,-0.097079,0.948771,2
319.878,-0.164133,-0.091074,0.949772,2
319.9248,-0.168137,-0.09808,0.973791,2
319.9716,-0.163133,-0.094076,0.95978,2
320.0184,-0.164133,-0.090073,0.960781,2
320.0652,-0.168137,-0.094076,0.942766,2
320.112,-0.161131,-0.09808,0.961781,2
320.1588,-0.171139,-0.100081,0.940764,2
320.2056,-0.158128,-0.093076,0.976794,2
320.2524,-0.162132,-0.093076,0.976794,2
320.2992,-0.152124,-0.087071,0.985801,2
320.346,-0.166135,-0.090073,0.97279,2
320.3928,-0.164133,-0.094076,0.977794,2
320.4396,-0.167136,-0.099081,0.948771,2
320.4864,-0.156127,-0.097079,0.962782,2
320.5332,-0.16013,-0.094076,0.982799,2
320.58,-0.163133,-0.095077,0.958779,2
320.6268,-0.161131,-0.087071,0.973791,2
320.6736,-0.154125,-0.094076,0.965785,2
320.7204,-0.141115,-0.095077,0.962782,2
320.7672,-0.153124,-0.093076,0.965785,2
320.814,-0.164133,-0.099081,0.950773,2
320.8608,-0.167136,-0.102083,0.938763,2
320.9076,-0.174141,-0.103084,0.937762,2
320.9544,-0.14812,-0.097079,0.955777,2
321.0012,-0.146119,-0.096078,0.965785,2
321.048,-0.157128,-0.094076,0.95978,2
321.0948,-0.162132,-0.094076,0.964784,2
321.1416,-0.156127,-0.095077,0.982799,2
321.1884,-0.165134,-0.096078,0.95978,2
321.2352,-0.159129,-0.096078,0.963783,2
321.282,-0.16013,-0.095077,0.956777,2
321.3288,-0.171139,-0.097079,0.95978,2
321.3756,-0.167136,-0.096078,0.956777,2
321.4224,-0.154125,-0.092075,0.986802,2
321.4692,-0.165134,-0.09808,0.97179,2
321.516,-0.16013,-0.096078,0.961781,2
321.5628,-0.156127,-0.095077,0.961781,2
321.6096,-0.16013,-0.093076,0.968787,2
321.6564,-0.167136,-0.094076,0.963783,2
321.7032,-0.168137,-0.096078,0.962782,2
321.75,-0.164133,-0.096078,0.960781,2
321.7968,-0.157128,-0.093076,0.97279,2
321.8436,-0.167136,-0.093076,0.965785,2
321.8904,-0.174141,-0.104085,0.960781,2
321.9372,-0.164133,-0.100081,0.97179,2
321.984,-0.159129,-0.095077,0.964784,2
322.0308,-0.173141,-0.097079,0.960781,2
322.0776,-0.158128,-0.096078,0.968787,2
322.1244,-0.159129,-0.096078,0.976794,2
322.1712,-0.173141,-0.101082,0.965785,2
322.218,-0.17214,-0.09808,0.965785,2
322.2648,-0.173141,-0.099081,0.953775,2
322.3116,-0.165134,-0.099081,0.951773,2
322.3584,-0.170138,-0.100081,0.962782,2
322.4052,-0.163133,-0.096078,0.964784,2
322.452,-0.163133,-0.096078,0.956777,2
322.4988,-0.178145,-0.092075,0.953775,2
322.5456,-0.171139,-0.094076,0.963783,2
322.5924,-0.14812,-0.09808,0.969788,2
322.6392,-0.159129,-0.094076,0.968787,2
322.686,-0.162132,-0.101082,0.951773,2
322.7328,-0.152124,-0.09808,0.978795,2
322.7796,-0.161131,-0.093076,0.969788,2
322.8264,-0.173141,-0.105085,0.94777,2
322.8732,-0.163133,-0.096078,0.955777,2
322.92,-0.156127,-0.091074,0.966785,2
322.9668,-0.151123,-0.093076,0.958779,2
323.0136,-0.157128,-0.09808,0.954776,2
323.0604,-0.167136,-0.102083,0.960781,2
323.1072,-0.167136,-0.095077,0.963783,2
323.154,-0.162132,-0.090073,0.958779,2
323.2008,-0.164133,-0.092075,0.963783,2
323.2476,-0.161131,-0.092075,0.960781,2
323.2944,-0.155126,-0.08607,0.979796,2
323.3412,-0.16013,-0.093076,0.964784,2
323.388,-0.165134,-0.099081,0.954776,2
323.4348,-0.152124,-0.089072,0.968787,2
323.4816,-0.159129,-0.087071,0.961781,2
323.5284,-0.155126,-0.088072,1.006818,2
323.5752,-0.16013,-0.092075,0.976794,2
323.622,-0.156127,-0.096078,0.962782,2
323.6688,-0.169137,-0.096078,0.986802,2
323.7156,-0.157128,-0.091074,0.966785,2
323.7624,-0.152124,-0.088072,0.963783,2
323.8092,-0.152124,-0.08607,0.993808,2
323.856,-0.165134,-0.100081,0.95978,2
323.9028,-0.168137,-0.094076,0.949772,2
323.9496,-0.156127,-0.088072,0.963783,2
323.9964,-0.158128,-0.088072,0.97179,2
324.0432,-0.146119,-0.096078,0.973791,2
324.09,-0.153124,-0.090073,0.97279,2
324.1368,-0.139113,-0.093076,0.978795,2
324.1836,-0.168137,-0.093076,0.957778,2
324.2304,-0.17214,-0.09808,0.939764,2
324.2772,-0.18415,-0.09808,0.945768,2
324.324,-0.159129,-0.092075,0.965785,2
324.3708,-0.157128,-0.091074,0.962782,2
324.4176,-0.149121,-0.088072,0.956777,2
324.4644,-0.157128,-0.095077,0.943767,2
324.5112,-0.173141,-0.100081,0.942766,2
324.558,-0.166135,-0.095077,0.961781,2
324.6048,-0.154125,-0.08607,0.981798,2
324.6516,-0.166135,-0.094076,0.965785,2
324.6984,-0.174141,-0.095077,0.967786,2
324.7452,-0.176143,-0.099081,0.942766,2
324.792,-0.163133,-0.090073,0.963783,2
324.8388,-0.173141,-0.094076,0.952774,2
324.8856,-0.174141,-0.095077,0.967786,2
324.9324,-0.167136,-0.095077,0.961781,2
324.9792,-0.16013,-0.088072,0.986802,2
325.026,-0.158128,-0.092075,0.974792,2
325.0728,-0.142115,-0.091074,0.985801,2
325.1196,-0.153124,-0.089072,0.975793,2
325.1664,-0.168137,-0.094076,0.940764,2
325.2132,-0.168137,-0.095077,0.958779,2
325.26,-0.159129,-0.092075,0.961781,2
325.3068,-0.161131,-0.094076,0.961781,2
325.3536,-0.151123,-0.089072,0.977794,2
325.4004,-0.157128,-0.094076,0.966785,2
325.4472,-0.171139,-0.106086,0.950773,2
325.494,-0.171139,-0.103084,0.940764,2
325.5408,-0.17214,-0.096078,0.958779,2
325.5876,-0.165134,-0.091074,0.956777,2
325.6344,-0.158128,-0.090073,0.966785,2
325.6812,-0.150122,-0.088072,0.95978,2
325.728,-0.168137,-0.095077,0.961781,2
325.7748,-0.169137,-0.101082,0.955777,2
325.8216,-0.175142,-0.099081,0.955777,2
325.8684,-0.164133,-0.097079,0.95978,2
325.9152,-0.170138,-0.093076,0.968787,2
325.962,-0.164133,-0.090073,0.97179,2
326.0088,-0.167136,-0.092075,0.958779,2
326.0556,-0.158128,-0.094076,0.97179,2
326.1024,-0.163133,-0.096078,0.966785,2
326.1492,-0.155126,-0.095077,0.963783,2
326.196,-0.161131,-0.094076,0.963783,2
326.2428,-0.159129,-0.092075,0.94777,2
326.2896,-0.164133,-0.095077,0.952774,2
326.3364,-0.170138,-0.092075,0.960781,2
326.3832,-0.155126,-0.085069,0.975793,2
326.43,-0.173141,-0.093076,0.942766,2
326.4768,-0.159129,-0.091074,0.955777,2
326.5236,-0.158128,-0.090073,0.982799,2
326.5704,-0.162132,-0.099081,0.95978,2
326.6172,-0.156127,-0.087071,0.979796,2
326.664,-0.163133,-0.096078,0.960781,2
326.7108,-0.164133,-0.096078,0.961781,2
326.7576,-0.170138,-0.100081,0.936761,2
326.8044,-0.180146,-0.09808,0.966785,2
326.8512,-0.154125,-0.08607,0.962782,2
326.898,-0.158128,-0.085069,0.97279,2
326.9448,-0.161131,-0.092075,0.940764,2
326.9916,-0.159129,-0.091074,0.964784,2
327.0384,-0.159129,-0.092075,0.961781,2
327.0852,-0.161131,-0.103084,0.951773,2
327.132,-0.158128,-0.095077,0.967786,2
327.1788,-0.161131,-0.092075,0.969788,2
327.2256,-0.163133,-0.095077,0.969788,2
327.2724,-0.175142,-0.095077,0.953775,2
327.3192,-0.162132,-0.093076,0.969788,2
327.366,-0.168137,-0.094076,0.963783,2
327.4128,-0.169137,-0.093076,0.94777,2
327.4596,-0.163133,-0.094076,0.956777,2
327.5064,-0.163133,-0.093076,0.94777,2
327.5532,-0.161131,-0.096078,0.978795,2
327.6,-0.162132,-0.094076,0.962782,2
327.6468,-0.152124,-0.087071,0.974792,2
327.6936,-0.166135,-0.090073,0.956777,2
327.7404,-0.162132,-0.093076,0.964784,2
327.7872,-0.158128,-0.090073,0.990805,2
327.834,-0.175142,-0.094076,0.975793,2
327.8808,-0.162132,-0.090073,0.97279,2
327.9276,-0.14712,-0.090073,0.951773,2
327.9744,-0.155126,-0.092075,0.949772,2
328.0212,-0.149121,-0.092075,0.968787,2
328.068,-0.157128,-0.091074,0.95978,2
328.1148,-0.150122,-0.092075,0.981798,2
328.1616,-0.158128,-0.093076,0.969788,2
328.2084,-0.161131,-0.091074,0.958779,2
328.2552,-0.14812,-0.092075,0.991806,2
328.302,-0.158128,-0.096078,0.964784,2
328.3488,-0.161131,-0.101082,0.953775,2
328.3956,-0.157128,-0.093076,0.969788,2
328.4424,-0.165134,-0.095077,0.945768,2
328.4892,-0.181147,-0.096078,0.933759,2
328.536,-0.165134,-0.090073,0.954776,2
328.5828,-0.164133,-0.091074,0.953775,2
328.6296,-0.170138,-0.090073,0.952774,2
328.6764,-0.16013,-0.088072,0.973791,2
328.7232,-0.168137,-0.092075,0.955777,2
328.77,-0.16013,-0.090073,0.97179,2
328.8168,-0.157128,-0.08607,0.940764,2
328.8636,-0.154125,-0.091074,0.960781,2
328.9104,-0.152124,-0.088072,0.989804,2
328.9572,-0.164133,-0.088072,0.954776,2
329.004,-0.159129,-0.092075,0.965785,2
329.0508,-0.159129,-0.090073,0.958779,2
329.0976,-0.14812,-0.093076,0.970789,2
329.1444,-0.159129,-0.091074,0.967786,2
329.1912,-0.156127,-0.090073,0.975793,2
329.238,-0.151123,-0.088072,0.980797,2
329.2848,-0.164133,-0.092075,0.94777,2
329.3316,-0.164133,-0.093076,0.957778,2
329.3784,-0.165134,-0.089072,0.956777,2
329.4252,-0.153124,-0.085069,0.957778,2
329.472,-0.165134,-0.093076,0.963783,2
329.5188,-0.168137,-0.091074,0.960781,2
329.5656,-0.153124,-0.089072,0.979796,2
329.6124,-0.155126,-0.093076,0.951773,2
329.6592,-0.159129,-0.096078,0.957778,2
329.706,-0.164133,-0.094076,0.958779,2
329.7528,-0.151123,-0.088072,0.962782,2
329.7996,-0.163133,-0.091074,0.957778,2
329.8464,-0.146119,-0.087071,0.966785,2
329.8932,-0.157128,-0.092075,0.97179,2
329.94,-0.162132,-0.094076,0.95978,2
329.9868,-0.166135,-0.093076,0.946769,2
330.0336,-0.16013,-0.105085,0.955777,2
330.0804,-0.171139,-0.100081,0.937762,2
330.1272,-0.161131,-0.091074,0.939764,2
330.174,-0.158128,-0.089072,0.957778,2
330.2208,-0.164133,-0.097079,0.954776,2
330.2676,-0.157128,-0.089072,0.961781,2
330.3144,-0.152124,-0.093076,0.966785,2
330.3612,-0.157128,-0.089072,0.963783,2
330.408,-0.162132,-0.093076,0.954776,2
330.4548,-0.159129,-0.091074,0.956777,2
330.5016,-0.155126,-0.091074,0.961781,2
330.5484,-0.155126,-0.092075,0.954776,2
330.5952,-0.159129,-0.095077,0.940764,2
330.642,-0.161131,-0.094076,0.968787,2
330.6888,-0.155126,-0.084068,0.993808,2
330.7356,-0.170138,-0.105085,0.955777,2
330.7824,-0.156127,-0.095077,0.978795,2
330.8292,-0.146119,-0.091074,0.985801,2
330.876,-0.158128,-0.091074,0.964784,2
330.9228,-0.161131,-0.089072,0.955777,2
330.9696,-0.158128,-0.093076,0.981798,2
331.0164,-0.164133,-0.088072,0.978795,2
331.0632,-0.151123,-0.093076,0.967786,2
331.11,-0.150122,-0.089072,0.968787,2
331.1568,-0.174141,-0.092075,0.952774,2
331.2036,-0.189154,-0.099081,0.932758,2
331.2504,-0.166135,-0.094076,0.948771,2
331.2972,-0.154125,-0.089072,0.950773,2
331.344,-0.16013,-0.089072,0.95978,2
331.3908,-0.165134,-0.084068,0.966785,2
