0.15613,-0.36029,0.90974,115238,98237,53.3632653061,13.61875,98.8935838843,0
0.14312,-0.3723,0.88972,114880,98085,53.3632653061,13.61875,98.8935838843,0
0.13711,-0.37831,0.87971,114298,97759,53.3632653061,13.61875,98.8935838843,0
0.14912,-0.3733,0.90173,113649,97613,53.3632653061,13.61875,98.8935838843,0
0.15212,-0.3643,0.92575,113259,97540,53.3632653061,13.61875,98.8935838843,0
0.15813,-0.3633,0.92976,113056,97454,53.3632653061,13.61875,98.8935838843,0
0.15713,-0.3683,0.89373,113000,97365,53.3632653061,13.61875,98.8935838843,0
0.16313,-0.35729,0.91474,112969,97459,53.3632653061,13.61875,98.8935838843,0
0.16714,-0.35829,0.92375,113087,97548,53.3632653061,13.61875,98.8935838843,0
0.15813,-0.35929,0.91574,113154,97424,53.3632653061,13.61875,98.8935838843,0
0.16013,-0.3643,0.90874,113063,97463,53.3632653061,13.61875,98.8935838843,0
0.15813,-0.35929,0.90373,113056,97492,53.3632653061,13.61875,98.8935838843,0
0.15312,-0.35929,0.90874,113106,97424,53.3632653061,13.61875,98.8935838843,0
0.15012,-0.35929,0.90574,113121,97523,53.3632653061,13.61875,98.8935838843,0
0.14612,-0.35729,0.91174,113269,97537,53.3632653061,13.61875,98.8935838843,0
0.14612,-0.35929,0.90574,113487,97520,53.3632653061,13.61875,98.8935838843,0
0.14412,-0.36229,0.90674,113284,97627,53.3632653061,13.61875,98.8935838843,0
0.14812,-0.3633,0.90574,113382,97526,53.3632653061,13.61875,98.8935838843,0
0.14812,-0.36029,0.90774,113297,97550,53.3632653061,13.61875,98.8935838843,0
0.14912,-0.36229,0.91074,113326,97590,53.3632653061,13.61875,98.8935838843,0
0.15413,-0.3663,0.90574,113385,97614,53.3632653061,13.61875,98.8935838843,0
0.15813,-0.3673,0.90874,113464,97552,53.3632653061,13.61875,98.8935838843,0
0.16013,-0.3653,0.90574,113442,97623,53.3632653061,13.61875,98.8935838843,0
0.15713,-0.3633,0.90474,113544,97663,53.3632653061,13.61875,98.8935838843,0
0.15312,-0.3653,0.90474,113615,97724,53.3632653061,13.61875,98.8935838843,0
