time(second),IR,RED,,,,,,,,,
58.6,215360,220839,,,,,,,,,
58.62,215421,220868,,,,,,,,,
58.64,215380,220957,,,,,,,,,
58.66,215517,221052,,,,,,,,,
58.68,215435,221106,,,,,,,,,
58.7,215571,221136,,,,,,,,,
58.72,215466,221145,,,,,,,,,
58.74,215615,221174,,,,,,,,,
58.76,215463,221284,,,,,,,,,
58.78,215697,221355,,,,,,,,,
58.8,215509,221484,,,,,,,,,
58.82,215695,221514,,,,,,,,,
58.84,215566,221532,,,,,,,,,
58.86,215674,221700,,,,,,,,,
58.88,215584,221810,,,,,,,,,
58.9,215729,221870,,,,,,,,,
58.92,215776,221900,,,,,,,,,
58.94,215741,222115,,,,,,,,,
58.96,215898,222111,,,,,,,,,
58.98,215837,222245,,,,,,,,,
59,215834,222450,,,,,,,,,
59.02,216035,222407,,,,,,,,,
59.04,215869,222537,,,,,,,,,
59.06,215935,222533,,,,,,,,,
59.08,216102,222669,,,,,,,,,
59.1,215978,222784,,,,,,,,,
59.12,216039,222882,,,,,,,,,
59.14,216215,222954,,,,,,,,,
59.16,216067,223048,,,,,,,,,
59.18,216113,223256,,,,,,,,,
59.2,216308,223197,,,,,,,,,
59.22,216150,223317,,,,,,,,,
59.24,216187,223399,,,,,,,,,
59.26,216381,223450,,,,,,,,,
59.28,216308,223545,,,,,,,,,
59.3,216285,223704,,,,,,,,,
59.32,216447,223547,,,,,,,,,
59.34,216283,223399,,,,,,,,,
59.36,216169,223184,,,,,,,,,
59.38,216160,222605,,,,,,,,,
59.4,215896,222184,,,,,,,,,
59.42,215692,221908,,,,,,,,,
59.44,215722,221437,,,,,,,,,
59.46,215483,221180,,,,,,,,,
59.48,215344,220998,,,,,,,,,
59.5,215422,220642,,,,,,,,,
59.52,215249,220492,,,,,,,,,
59.54,215131,220434,,,,,,,,,
59.56,215248,220342,,,,,,,,,
59.58,215086,220412,,,,,,,,,
59.6,215280,220476,,,,,,,,,
59.62,215200,220612,,,,,,,,,
59.64,215382,220637,,,,,,,,,
59.66,215235,220727,,,,,,,,,
59.68,215391,220724,,,,,,,,,
59.7,215289,220778,,,,,,,,,
59.72,215404,220852,,,,,,,,,
59.74,215350,220875,,,,,,,,,
59.76,215423,221010,,,,,,,,,
59.78,215331,221116,,,,,,,,,
59.8,215480,221192,,,,,,,,,
59.82,215525,221251,,,,,,,,,
59.84,215501,221362,,,,,,,,,
59.86,215714,221503,,,,,,,,,
59.88,215497,221638,,,,,,,,,
59.9,215739,221621,,,,,,,,,
59.92,215630,221791,,,,,,,,,
59.94,215658,222022,,,,,,,,,
59.96,215865,221961,,,,,,,,,
59.98,215701,222047,,,,,,,,,
60,215789,222151,,,,,,,,,
60.02,215817,222264,,,,,,,,,
60.04,215818,222318,,,,,,,,,
60.06,215923,222441,,,,,,,,,
60.08,215912,222566,,,,,,,,,
60.1,215896,222602,,,,,,,,,
60.12,216022,222761,,,,,,,,,
60.14,216058,222873,,,,,,,,,
60.16,216020,222939,,,,,,,,,
60.18,216128,223060,,,,,,,,,
60.2,216155,223191,,,,,,,,,
60.22,216124,223224,,,,,,,,,
60.24,216241,223366,,,,,,,,,
60.26,216267,223451,,,,,,,,,
60.28,216211,223428,,,,,,,,,
60.3,216203,223176,,,,,,,,,
60.32,216118,222803,,,,,,,,,
60.34,215895,222399,,,,,,,,,
60.36,215790,222024,,,,,,,,,
60.38,215672,221716,,,,,,,,,
60.4,215492,221460,,,,,,,,,
60.42,215446,221189,,,,,,,,,
60.44,215519,221019,,,,,,,,,
60.46,215270,220872,,,,,,,,,
60.48,215250,220735,,,,,,,,,
60.5,215352,220677,,,,,,,,,
60.52,215213,220732,,,,,,,,,
60.54,215312,220830,,,,,,,,,
60.56,215302,220958,,,,,,,,,
60.58,215407,221028,,,,,,,,,
60.6,215370,221109,,,,,,,,,
60.62,215435,221149,,,,,,,,,
60.64,215432,221193,,,,,,,,,
60.66,215483,221247,,,,,,,,,
60.68,215446,221319,,,,,,,,,
60.7,215537,221418,,,,,,,,,
60.72,215452,221529,,,,,,,,,
60.74,215584,221622,,,,,,,,,
60.76,215594,221725,,,,,,,,,
60.78,215621,221758,,,,,,,,,
60.8,215784,221889,,,,,,,,,
60.82,215583,222104,,,,,,,,,
60.84,215842,222104,,,,,,,,,
60.86,215729,222199,,,,,,,,,
60.88,215836,222326,,,,,,,,,
60.9,215851,222365,,,,,,,,,
60.92,215880,222600,,,,,,,,,
60.94,216014,222613,,,,,,,,,
60.96,215875,222740,,,,,,,,,
60.98,215953,222827,,,,,,,,,
61,216136,222921,,,,,,,,,
61.02,216076,223038,,,,,,,,,
61.04,216064,223233,,,,,,,,,
61.06,216266,223196,,,,,,,,,
61.08,216203,223347,,,,,,,,,
61.1,216164,223548,,,,,,,,,
61.12,216363,223530,,,,,,,,,
61.14,216270,223667,,,,,,,,,
61.16,216289,223880,,,,,,,,,
61.18,216475,223816,,,,,,,,,
61.2,216368,223883,,,,,,,,,
61.22,216354,223787,,,,,,,,,
61.24,216347,223440,,,,,,,,,
61.26,216124,223095,,,,,,,,,
61.28,216002,222870,,,,,,,,,
61.3,216003,222549,,,,,,,,,
61.32,215819,222379,,,,,,,,,
61.34,215771,222301,,,,,,,,,
61.36,215791,222157,,,,,,,,,
61.38,215655,221960,,,,,,,,,
61.4,215655,221938,,,,,,,,,
61.42,215646,221953,,,,,,,,,
61.44,215510,222013,,,,,,,,,
61.46,215669,222118,,,,,,,,,
61.48,215582,222227,,,,,,,,,
61.5,215713,222271,,,,,,,,,
61.52,215610,222353,,,,,,,,,
61.54,215762,222396,,,,,,,,,
61.56,215643,222470,,,,,,,,,
61.58,215798,222526,,,,,,,,,
61.6,215714,222631,,,,,,,,,
61.62,215845,222688,,,,,,,,,
61.64,215865,222751,,,,,,,,,
61.66,215883,222896,,,,,,,,,
61.68,216085,223009,,,,,,,,,
61.7,215916,223142,,,,,,,,,
61.72,216088,223196,,,,,,,,,
61.74,216019,223304,,,,,,,,,
61.76,216088,223419,,,,,,,,,
61.78,216121,223486,,,,,,,,,
61.8,216116,223730,,,,,,,,,
61.82,216296,223718,,,,,,,,,
61.84,216152,223855,,,,,,,,,
61.86,216232,223887,,,,,,,,,
61.88,216399,224035,,,,,,,,,
61.9,216236,224179,,,,,,,,,
61.92,216349,224219,,,,,,,,,
61.94,216506,224381,,,,,,,,,
61.96,216391,224519,,,,,,,,,
61.98,216471,224610,,,,,,,,,
62,216651,224722,,,,,,,,,
62.02,216534,224857,,,,,,,,,
62.04,216574,224978,,,,,,,,,
62.06,216775,225059,,,,,,,,,
62.08,216639,225201,,,,,,,,,
62.1,216688,225352,,,,,,,,,
62.12,216829,225174,,,,,,,,,
62.14,216660,224960,,,,,,,,,
62.16,216523,224822,,,,,,,,,
62.18,216590,224462,,,,,,,,,
62.2,216405,224373,,,,,,,,,
62.22,216299,224322,,,,,,,,,
62.24,216388,224168,,,,,,,,,
62.26,216231,224052,,,,,,,,,
62.28,216208,224074,,,,,,,,,
62.3,216254,223986,,,,,,,,,
62.32,216176,223936,,,,,,,,,
62.34,216127,223975,,,,,,,,,
62.36,216311,224070,,,,,,,,,
62.38,216209,224168,,,,,,,,,
62.4,216400,224256,,,,,,,,,
62.42,216215,224347,,,,,,,,,
62.44,216439,224426,,,,,,,,,
62.46,216204,224563,,,,,,,,,
62.48,216475,224496,,,,,,,,,
62.5,216242,224589,,,,,,,,,
62.52,216479,224704,,,,,,,,,
62.54,216338,224828,,,,,,,,,
62.56,216490,224863,,,,,,,,,
62.58,216394,224955,,,,,,,,,
62.6,216491,225060,,,,,,,,,
62.62,216415,225165,,,,,,,,,
62.64,216523,225221,,,,,,,,,
62.66,216579,225267,,,,,,,,,
62.68,216534,225500,,,,,,,,,
62.7,216731,225482,,,,,,,,,
62.72,216569,225612,,,,,,,,,
62.74,216676,225662,,,,,,,,,
62.76,216736,225786,,,,,,,,,
62.78,216684,225851,,,,,,,,,
62.8,216811,225963,,,,,,,,,
62.82,216795,226007,,,,,,,,,
62.84,216833,226185,,,,,,,,,
62.86,216933,226243,,,,,,,,,
62.88,216878,226298,,,,,,,,,
62.9,216918,226447,,,,,,,,,
62.92,217050,226507,,,,,,,,,
62.94,216975,226544,,,,,,,,,
62.96,217040,226679,,,,,,,,,
62.98,217097,226725,,,,,,,,,
63,217057,226842,,,,,,,,,
63.02,217093,226999,,,,,,,,,
63.04,217222,226965,,,,,,,,,
63.06,217119,226944,,,,,,,,,
63.08,217081,226852,,,,,,,,,
63.1,217099,226645,,,,,,,,,
63.12,216924,226435,,,,,,,,,
63.14,216904,226341,,,,,,,,,
63.16,216867,226242,,,,,,,,,
63.18,216766,226154,,,,,,,,,
63.2,216690,226078,,,,,,,,,
63.22,216718,226020,,,,,,,,,
63.24,216668,225959,,,,,,,,,
63.26,216613,225948,,,,,,,,,
63.28,216669,225953,,,,,,,,,
63.3,216592,226001,,,,,,,,,
63.32,216677,226079,,,,,,,,,
63.34,216654,226119,,,,,,,,,
63.36,216726,226173,,,,,,,,,
63.38,216648,226214,,,,,,,,,
63.4,216720,226236,,,,,,,,,
63.42,216648,226291,,,,,,,,,
63.44,216716,226319,,,,,,,,,
63.46,216668,226361,,,,,,,,,
63.48,216732,226460,,,,,,,,,
63.5,216669,226477,,,,,,,,,
63.52,216738,226537,,,,,,,,,
63.54,216866,226612,,,,,,,,,
63.56,216673,226769,,,,,,,,,
63.58,216914,226737,,,,,,,,,
63.6,216758,226800,,,,,,,,,
63.62,216858,226878,,,,,,,,,
63.64,216841,226932,,,,,,,,,
63.66,216837,227124,,,,,,,,,
63.68,217022,227057,,,,,,,,,
63.7,216851,227109,,,,,,,,,
63.72,216937,227184,,,,,,,,,
63.74,216955,227262,,,,,,,,,
63.76,216867,227337,,,,,,,,,
63.78,216966,227309,,,,,,,,,
63.8,217086,227459,,,,,,,,,
63.82,216960,227535,,,,,,,,,
63.84,217043,227548,,,,,,,,,
63.86,217166,227629,,,,,,,,,
63.88,217046,227722,,,,,,,,,
63.9,217100,227750,,,,,,,,,
63.92,217262,227849,,,,,,,,,
63.94,217090,227934,,,,,,,,,
63.96,217159,228119,,,,,,,,,
63.98,217329,228030,,,,,,,,,
64,217177,228076,,,,,,,,,
64.02,217183,228091,,,,,,,,,
64.04,217292,227853,,,,,,,,,
64.06,217097,227727,,,,,,,,,
64.08,217026,227728,,,,,,,,,
64.1,217148,227449,,,,,,,,,
64.12,216979,227452,,,,,,,,,
64.14,216940,227444,,,,,,,,,
64.16,217029,227370,,,,,,,,,
64.18,216887,227267,,,,,,,,,
64.2,216924,227295,,,,,,,,,
64.22,216924,227294,,,,,,,,,
64.24,216791,227319,,,,,,,,,
64.26,216892,227373,,,,,,,,,
64.28,216789,227430,,,,,,,,,
64.3,216898,227449,,,,,,,,,
64.32,216758,227477,,,,,,,,,
64.34,216901,227487,,,,,,,,,
64.36,216784,227510,,,,,,,,,
64.38,216915,227550,,,,,,,,,
64.4,216828,227570,,,,,,,,,
64.42,216909,227581,,,,,,,,,
64.44,216867,227608,,,,,,,,,
64.46,216920,227661,,,,,,,,,
64.48,216998,227712,,,,,,,,,
64.5,216837,227867,,,,,,,,,
64.52,217063,227823,,,,,,,,,
64.54,216953,227859,,,,,,,,,
64.56,217005,227935,,,,,,,,,
64.58,216980,228001,,,,,,,,,
64.6,216980,228035,,,,,,,,,
64.62,217155,228090,,,,,,,,,
64.64,216995,228088,,,,,,,,,
64.66,217083,228204,,,,,,,,,
64.68,217101,228192,,,,,,,,,
64.7,217064,228303,,,,,,,,,
64.72,217162,228388,,,,,,,,,
64.74,217142,228432,,,,,,,,,
64.76,217095,228456,,,,,,,,,
64.78,217206,228570,,,,,,,,,
64.8,217183,228642,,,,,,,,,
64.82,217155,228650,,,,,,,,,
64.84,217266,228766,,,,,,,,,
64.86,217249,228856,,,,,,,,,
64.88,217250,228912,,,,,,,,,
64.9,217323,228952,,,,,,,,,
64.92,217386,229032,,,,,,,,,
64.94,217346,229085,,,,,,,,,
64.96,217374,229018,,,,,,,,,
64.98,217359,228922,,,,,,,,,
65,217228,228785,,,,,,,,,
65.02,217234,228679,,,,,,,,,
65.04,217236,228599,,,,,,,,,
65.06,217128,228584,,,,,,,,,
65.08,217140,228440,,,,,,,,,
65.1,217265,228462,,,,,,,,,
65.12,217066,228453,,,,,,,,,
65.14,217092,228383,,,,,,,,,
65.16,217209,228403,,,,,,,,,
65.18,217069,228449,,,,,,,,,
65.2,217154,228502,,,,,,,,,
65.22,217090,228558,,,,,,,,,
65.24,217168,228589,,,,,,,,,
65.26,217125,228634,,,,,,,,,
65.28,217206,228641,,,,,,,,,
65.3,217110,228683,,,,,,,,,
65.32,217209,228705,,,,,,,,,
65.34,217122,228736,,,,,,,,,
65.36,217197,228751,,,,,,,,,
65.38,217136,228826,,,,,,,,,
65.4,217202,228869,,,,,,,,,
65.42,217172,228900,,,,,,,,,
65.44,217191,228911,,,,,,,,,
65.46,217380,229049,,,,,,,,,
65.48,217176,229137,,,,,,,,,
65.5,217362,229128,,,,,,,,,
65.52,217221,229198,,,,,,,,,
65.54,217298,229228,,,,,,,,,
65.56,217344,229267,,,,,,,,,
65.58,217272,229376,,,,,,,,,
65.6,217422,229348,,,,,,,,,
65.62,217399,229443,,,,,,,,,
65.64,217334,229597,,,,,,,,,
65.66,217530,229500,,,,,,,,,
65.68,217427,229602,,,,,,,,,
65.7,217432,229744,,,,,,,,,
65.72,217556,229723,,,,,,,,,
65.74,217489,229788,,,,,,,,,
65.76,217511,229924,,,,,,,,,
65.78,217626,229864,,,,,,,,,
65.8,217559,229971,,,,,,,,,
65.82,217566,230052,,,,,,,,,
65.84,217656,229928,,,,,,,,,
65.86,217495,229740,,,,,,,,,
65.88,217510,229714,,,,,,,,,
65.9,217497,229596,,,,,,,,,
65.92,217395,229552,,,,,,,,,
65.94,217347,229628,,,,,,,,,
65.96,217486,229449,,,,,,,,,
65.98,217351,229464,,,,,,,,,
66,217326,229553,,,,,,,,,
66.02,217453,229448,,,,,,,,,
66.04,217292,229545,,,,,,,,,
66.06,217386,229584,,,,,,,,,
66.08,217316,229652,,,,,,,,,
66.1,217431,229689,,,,,,,,,
66.12,217358,229717,,,,,,,,,
66.14,217426,229685,,,,,,,,,
66.16,217362,229744,,,,,,,,,
66.18,217444,229768,,,,,,,,,
66.2,217374,229804,,,,,,,,,
66.22,217445,229826,,,,,,,,,
66.24,217431,229845,,,,,,,,,
66.26,217419,229832,,,,,,,,,
66.28,217606,229941,,,,,,,,,
66.3,217335,230053,,,,,,,,,
66.32,217588,230011,,,,,,,,,
66.34,217435,230036,,,,,,,,,
66.36,217527,230061,,,,,,,,,
66.38,217503,230127,,,,,,,,,
66.4,217530,230156,,,,,,,,,
66.42,217644,230247,,,,,,,,,
66.44,217520,230290,,,,,,,,,
66.46,217621,230366,,,,,,,,,
66.48,217606,230365,,,,,,,,,
66.5,217653,230470,,,,,,,,,
66.52,217708,230492,,,,,,,,,
66.54,217651,230536,,,,,,,,,
66.56,217694,230653,,,,,,,,,
66.58,217792,230663,,,,,,,,,
66.6,217705,230618,,,,,,,,,
66.62,217735,230613,,,,,,,,,
66.64,217731,230535,,,,,,,,,
66.66,217649,230368,,,,,,,,,
66.68,217611,230368,,,,,,,,,
66.7,217652,230288,,,,,,,,,
66.72,217537,230269,,,,,,,,,
66.74,217542,230268,,,,,,,,,
66.76,217624,230225,,,,,,,,,
66.78,217518,230178,,,,,,,,,
66.8,217556,230290,,,,,,,,,
66.82,217606,230299,,,,,,,,,
66.84,217542,230394,,,,,,,,,
66.86,217683,230442,,,,,,,,,
66.88,217571,230491,,,,,,,,,
66.9,217670,230476,,,,,,,,,
66.92,217577,230495,,,,,,,,,
66.94,217677,230505,,,,,,,,,
66.96,217589,230544,,,,,,,,,
66.98,217663,230546,,,,,,,,,
67,217578,230546,,,,,,,,,
67.02,217658,230626,,,,,,,,,
67.04,217606,230676,,,,,,,,,
67.06,217660,230674,,,,,,,,,
67.08,217695,230701,,,,,,,,,
67.1,217649,230892,,,,,,,,,
67.12,217831,230813,,,,,,,,,
67.14,217659,230856,,,,,,,,,
67.16,217767,230858,,,,,,,,,
67.18,217666,230961,,,,,,,,,
67.2,217736,230939,,,,,,,,,
67.22,217831,231022,,,,,,,,,
67.24,217708,231006,,,,,,,,,
67.26,217802,231108,,,,,,,,,
67.28,217814,231189,,,,,,,,,
67.3,217755,231155,,,,,,,,,
67.32,217848,231258,,,,,,,,,
67.34,217833,231281,,,,,,,,,
67.36,217791,231318,,,,,,,,,
67.38,217886,231314,,,,,,,,,
67.4,217818,231214,,,,,,,,,
67.42,217705,231078,,,,,,,,,
67.44,217732,230937,,,,,,,,,
67.46,217716,230864,,,,,,,,,
67.48,217628,230848,,,,,,,,,
67.5,217641,230787,,,,,,,,,
67.52,217659,230780,,,,,,,,,
67.54,217564,230777,,,,,,,,,
67.56,217598,230700,,,,,,,,,
67.58,217677,230737,,,,,,,,,
67.6,217592,230781,,,,,,,,,
67.62,217671,230839,,,,,,,,,
67.64,217602,230909,,,,,,,,,
67.66,217710,230917,,,,,,,,,
67.68,217624,230966,,,,,,,,,
67.7,217723,230951,,,,,,,,,
67.72,217626,230982,,,,,,,,,
67.74,217702,230986,,,,,,,,,
67.76,217614,231014,,,,,,,,,
67.78,217682,231040,,,,,,,,,
67.8,217611,231078,,,,,,,,,
67.82,217691,231132,,,,,,,,,
67.84,217642,231141,,,,,,,,,
67.86,217680,231177,,,,,,,,,
67.88,217785,231177,,,,,,,,,
67.9,217636,231369,,,,,,,,,
67.92,217850,231314,,,,,,,,,
67.94,217695,231353,,,,,,,,,
67.96,217776,231400,,,,,,,,,
67.98,217763,231367,,,,,,,,,
68,217753,231529,,,,,,,,,
68.02,217873,231506,,,,,,,,,
68.04,217757,231564,,,,,,,,,
68.06,217800,231729,,,,,,,,,
68.08,217957,231627,,,,,,,,,
68.1,217754,231708,,,,,,,,,
68.12,217837,231682,,,,,,,,,
68.14,217966,231776,,,,,,,,,
68.16,217848,231829,,,,,,,,,
68.18,217876,231752,,,,,,,,,
68.2,217957,231727,,,,,,,,,
68.22,217788,231550,,,,,,,,,
68.24,217797,231489,,,,,,,,,
68.26,217786,231328,,,,,,,,,
68.28,217713,231326,,,,,,,,,
68.3,217742,231307,,,,,,,,,
68.32,217666,231233,,,,,,,,,
68.34,217701,231257,,,,,,,,,
68.36,217717,231240,,,,,,,,,
68.38,217618,231205,,,,,,,,,
68.4,217609,231346,,,,,,,,,
68.42,217810,231308,,,,,,,,,
68.44,217534,231443,,,,,,,,,
68.46,217812,231415,,,,,,,,,
68.48,217569,231541,,,,,,,,,
68.5,217819,231455,,,,,,,,,
68.52,217565,231557,,,,,,,,,
68.54,217814,231491,,,,,,,,,
68.56,217568,231610,,,,,,,,,
68.58,217831,231540,,,,,,,,,
68.6,217642,231617,,,,,,,,,
68.62,217797,231588,,,,,,,,,
68.64,217649,231600,,,,,,,,,
68.66,217729,231655,,,,,,,,,
68.68,217682,231710,,,,,,,,,
68.7,217740,231740,,,,,,,,,
68.72,217755,231762,,,,,,,,,
68.74,217724,231805,,,,,,,,,
68.76,217875,231871,,,,,,,,,
68.78,217720,231892,,,,,,,,,
68.8,217783,231938,,,,,,,,,
68.82,217865,231985,,,,,,,,,
68.84,217759,232016,,,,,,,,,
68.86,217887,232084,,,,,,,,,
68.88,217842,232093,,,,,,,,,
68.9,217774,232110,,,,,,,,,
68.92,217874,232201,,,,,,,,,
68.94,217871,232262,,,,,,,,,
68.96,217843,232244,,,,,,,,,
68.98,217913,232311,,,,,,,,,
69,217895,232344,,,,,,,,,
69.02,217841,232204,,,,,,,,,
69.04,217867,232136,,,,,,,,,
69.06,217787,232044,,,,,,,,,
69.08,217698,231958,,,,,,,,,
69.1,217749,231856,,,,,,,,,
69.12,217799,231847,,,,,,,,,
69.14,217619,231832,,,,,,,,,
69.16,217686,231742,,,,,,,,,
69.18,217783,231781,,,,,,,,,
69.2,217575,231780,,,,,,,,,
69.22,217650,231712,,,,,,,,,
69.24,217817,231745,,,,,,,,,
69.26,217610,231836,,,,,,,,,
69.28,217867,231861,,,,,,,,,
69.3,217701,231885,,,,,,,,,
69.32,217824,231905,,,,,,,,,
69.34,217676,231954,,,,,,,,,
69.36,217883,231955,,,,,,,,,
69.38,217658,231961,,,,,,,,,
69.4,217897,231983,,,,,,,,,
69.42,217604,232151,,,,,,,,,
69.44,217839,232089,,,,,,,,,
69.46,217684,232095,,,,,,,,,
69.48,217773,232157,,,,,,,,,
69.5,217685,232209,,,,,,,,,
69.52,217772,232237,,,,,,,,,
69.54,217742,232255,,,,,,,,,
69.56,217775,232228,,,,,,,,,
69.58,217930,232354,,,,,,,,,
69.6,217747,232400,,,,,,,,,
69.62,217824,232418,,,,,,,,,
69.64,217863,232447,,,,,,,,,
69.66,217806,232490,,,,,,,,,
69.68,217876,232559,,,,,,,,,
69.7,217898,232484,,,,,,,,,
69.72,217886,232603,,,,,,,,,
69.74,217924,232635,,,,,,,,,
69.76,217891,232705,,,,,,,,,
69.78,217879,232688,,,,,,,,,
69.8,217961,232808,,,,,,,,,
69.82,217936,232775,,,,,,,,,
69.84,217981,232866,,,,,,,,,
69.86,218038,232871,,,,,,,,,
69.88,217996,232734,,,,,,,,,
69.9,217965,232671,,,,,,,,,
69.92,217942,232531,,,,,,,,,
69.94,217820,232425,,,,,,,,,
69.96,217814,232449,,,,,,,,,
69.98,217907,232325,,,,,,,,,
70,217787,232307,,,,,,,,,
70.02,217726,232403,,,,,,,,,
70.04,217858,232261,,,,,,,,,
70.06,217744,232241,,,,,,,,,
70.08,217723,232377,,,,,,,,,
70.1,217889,232328,,,,,,,,,
70.12,217650,232453,,,,,,,,,
70.14,217885,232412,,,,,,,,,
70.16,217663,232523,,,,,,,,,
70.18,217894,232449,,,,,,,,,
70.2,217636,232524,,,,,,,,,
70.22,217860,232470,,,,,,,,,
70.24,217708,232530,,,,,,,,,
70.26,217874,232507,,,,,,,,,
70.28,217747,232552,,,,,,,,,
70.3,217854,232535,,,,,,,,,
70.32,217785,232617,,,,,,,,,
70.34,217823,232644,,,,,,,,,
70.36,217781,232660,,,,,,,,,
70.38,217799,232644,,,,,,,,,
70.4,217959,232735,,,,,,,,,
70.42,217704,232839,,,,,,,,,
70.44,217949,232786,,,,,,,,,
70.46,217805,232834,,,,,,,,,
70.48,217880,232869,,,,,,,,,
70.5,217888,232837,,,,,,,,,
70.52,217873,232981,,,,,,,,,
70.54,217974,232930,,,,,,,,,
70.56,217851,233023,,,,,,,,,
70.58,217908,233010,,,,,,,,,
70.6,218069,233090,,,,,,,,,
70.62,217880,233159,,,,,,,,,
70.64,217954,233133,,,,,,,,,
70.66,218059,233221,,,,,,,,,
70.68,217920,233197,,,,,,,,,
70.7,218027,233279,,,,,,,,,
70.72,217977,233291,,,,,,,,,
70.74,217926,233216,,,,,,,,,
70.76,217982,233079,,,,,,,,,
70.78,217895,232981,,,,,,,,,
70.8,217816,232839,,,,,,,,,
70.82,217866,232798,,,,,,,,,
70.84,217824,232789,,,,,,,,,
70.86,217746,232710,,,,,,,,,
70.88,217823,232713,,,,,,,,,
70.9,217792,232718,,,,,,,,,
70.92,217742,232694,,,,,,,,,
70.94,217796,232712,,,,,,,,,
70.96,217843,232715,,,,,,,,,
70.98,217808,232807,,,,,,,,,
71,217848,232851,,,,,,,,,
71.02,217843,232886,,,,,,,,,
71.04,217894,232880,,,,,,,,,
71.06,217850,232903,,,,,,,,,
71.08,217884,232910,,,,,,,,,
71.1,217823,232927,,,,,,,,,
71.12,217934,232961,,,,,,,,,
71.14,217815,232945,,,,,,,,,
71.16,217977,233038,,,,,,,,,
71.18,217816,233080,,,,,,,,,
71.2,217925,233073,,,,,,,,,
71.22,217859,233070,,,,,,,,,
71.24,217910,233161,,,,,,,,,
71.26,217849,233188,,,,,,,,,
71.28,217908,233227,,,,,,,,,
71.3,217959,233240,,,,,,,,,
71.32,217899,233219,,,,,,,,,
71.34,217966,233345,,,,,,,,,
71.36,217931,233314,,,,,,,,,
71.38,217913,233418,,,,,,,,,
71.4,218028,233413,,,,,,,,,
71.42,217982,233449,,,,,,,,,
71.44,218007,233539,,,,,,,,,
71.46,218094,233551,,,,,,,,,
71.48,218025,233571,,,,,,,,,
71.5,218029,233680,,,,,,,,,
71.52,218167,233628,,,,,,,,,
71.54,218024,233609,,,,,,,,,
71.56,218068,233585,,,,,,,,,
71.58,218061,233441,,,,,,,,,
71.6,217953,233271,,,,,,,,,
71.62,217904,233240,,,,,,,,,
71.64,217960,233139,,,,,,,,,
71.66,217852,233048,,,,,,,,,
71.68,217862,233074,,,,,,,,,
71.7,217904,233027,,,,,,,,,
71.72,217797,232910,,,,,,,,,
71.74,217839,232954,,,,,,,,,
71.76,217818,232959,,,,,,,,,
71.78,217707,233016,,,,,,,,,
71.8,217803,233054,,,,,,,,,
71.82,217736,233115,,,,,,,,,
71.84,217838,233117,,,,,,,,,
71.86,217748,233147,,,,,,,,,
71.88,217836,233140,,,,,,,,,
71.9,217751,233150,,,,,,,,,
71.92,217822,233152,,,,,,,,,
71.94,217790,233157,,,,,,,,,
71.96,217817,233169,,,,,,,,,
71.98,217890,233129,,,,,,,,,
72,217744,233320,,,,,,,,,
72.02,217959,233254,,,,,,,,,
72.04,217792,233281,,,,,,,,,
72.06,217896,233253,,,,,,,,,
72.08,217810,233364,,,,,,,,,
72.1,217868,233365,,,,,,,,,
72.12,217933,233389,,,,,,,,,
72.14,217821,233463,,,,,,,,,
72.16,217960,233458,,,,,,,,,
72.18,217904,233483,,,,,,,,,
72.2,217882,233637,,,,,,,,,
72.22,218045,233552,,,,,,,,,
72.24,217884,233604,,,,,,,,,
72.26,217908,233775,,,,,,,,,
72.28,218085,233670,,,,,,,,,
72.3,217927,233737,,,,,,,,,
72.32,217962,233860,,,,,,,,,
72.34,218123,233678,,,,,,,,,
72.36,217970,233609,,,,,,,,,
72.38,217907,233485,,,,,,,,,
72.4,217963,233303,,,,,,,,,
72.42,217804,233096,,,,,,,,,
72.44,217802,233068,,,,,,,,,
72.46,217790,232922,,,,,,,,,
72.48,217740,232914,,,,,,,,,
72.5,217630,232927,,,,,,,,,
72.52,217752,232781,,,,,,,,,
72.54,217611,232711,,,,,,,,,
72.56,217641,232782,,,,,,,,,
72.58,217692,232776,,,,,,,,,
72.6,217636,232758,,,,,,,,,
72.62,217657,232880,,,,,,,,,
72.64,217738,232874,,,,,,,,,
72.66,217669,232833,,,,,,,,,
72.68,217691,232934,,,,,,,,,
72.7,217752,232900,,,,,,,,,
72.72,217670,232840,,,,,,,,,
72.74,217688,232911,,,,,,,,,
72.76,217755,232927,,,,,,,,,
72.78,217712,232951,,,,,,,,,
72.8,217655,232931,,,,,,,,,
72.82,217761,233001,,,,,,,,,
72.84,217740,233049,,,,,,,,,
72.86,217725,233036,,,,,,,,,
72.88,217803,233096,,,,,,,,,
72.9,217755,233164,,,,,,,,,
72.92,217738,233212,,,,,,,,,
72.94,217816,233206,,,,,,,,,
72.96,217882,233246,,,,,,,,,
72.98,217828,233311,,,,,,,,,
73,217856,233292,,,,,,,,,
73.02,217938,233346,,,,,,,,,
73.04,217834,233396,,,,,,,,,
73.06,217895,233370,,,,,,,,,
73.08,217963,233441,,,,,,,,,
73.1,217852,233499,,,,,,,,,
73.12,217926,233657,,,,,,,,,
73.14,218070,233556,,,,,,,,,
73.16,217960,233578,,,,,,,,,
73.18,217950,233699,,,,,,,,,
73.2,218099,233500,,,,,,,,,
73.22,217894,233338,,,,,,,,,
73.24,217790,233236,,,,,,,,,
73.26,217906,232882,,,,,,,,,
73.28,217732,232787,,,,,,,,,
73.3,217628,232721,,,,,,,,,
73.32,217731,232562,,,,,,,,,
